               Y_n               Y_p             Y_he4             Y_c12            Y_ne20            Y_na23            Y_mg23             E_nuc              Time
     2.36600220812994E-10     4.23488534421909E-08     5.23887536466543E-08     8.33328100515854E-02     5.23887536466543E-08     4.23488532677240E-08     2.36600395279848E-10     3.24526799546686E+11     1.30000000000000E-03
     2.54800178669753E-10     4.56064495710664E-08     5.64186478810225E-08     8.33327954402048E-02     5.64186478810225E-08     4.56064493687262E-08     2.54800381009960E-10     3.49490338222187E+11     1.40000000000000E-03
     2.73000128080177E-10     4.88640445597372E-08     6.04485407023167E-08     8.33327808288292E-02     6.04485407023167E-08     4.88640443274591E-08     2.73000360358286E-10     3.74453868142718E+11     1.50000000000000E-03
     2.91200069043658E-10     5.21216384081185E-08     6.44784321104317E-08     8.33327662174588E-02     6.44784321104317E-08     5.21216381438378E-08     2.91200333324350E-10     3.99417389307627E+11     1.60000000000000E-03
     3.09400001560196E-10     5.53792311162102E-08     6.85083221053678E-08     8.33327516060936E-02     6.85083221053678E-08     5.53792308178623E-08     3.09400299908152E-10     4.24380901716913E+11     1.70000000000000E-03
     3.27599925629792E-10     5.86368226840124E-08     7.25382106871247E-08     8.33327369947334E-02     7.25382106871247E-08     5.86368223495326E-08     3.27600260109693E-10     4.49344405370577E+11     1.80000000000000E-03
     3.45799841252443E-10     6.18944131115251E-08     7.65680978557025E-08     8.33327223833784E-02     7.65680978557025E-08     6.18944127388486E-08     3.45800213928972E-10     4.74307900268619E+11     1.90000000000000E-03
     3.63999748428152E-10     6.51520023987482E-08     8.05979836111012E-08     8.33327077720285E-02     8.05979836111012E-08     6.51520019858104E-08     3.64000161365989E-10     4.99271386411038E+11     2.00000000000000E-03
     3.82199647156918E-10     6.84095905456818E-08     8.46278679533209E-08     8.33326931606837E-02     8.46278679533209E-08     6.84095900904180E-08     3.82200102420745E-10     5.24234863797836E+11     2.10000000000000E-03
     4.00399537438741E-10     7.16671775523258E-08     8.86577508823614E-08     8.33326785493441E-02     8.86577508823614E-08     7.16671770526713E-08     4.00400037093240E-10     5.49198332429011E+11     2.20000000000000E-03
     4.18599419273620E-10     7.49247634186803E-08     9.26876323982229E-08     8.33326639380095E-02     9.26876323982229E-08     7.49247628725704E-08     4.18599965383472E-10     5.74161792304563E+11     2.30000000000000E-03
     4.36799292661556E-10     7.81823481447452E-08     9.67175125009052E-08     8.33326493266801E-02     9.67175125009052E-08     7.81823475501153E-08     4.36799887291443E-10     5.99125243424494E+11     2.40000000000000E-03
     4.54999157602549E-10     8.14399317305206E-08     1.00747391190408E-07     8.33326347153559E-02     1.00747391190408E-07     8.14399310853060E-08     4.54999802817152E-10     6.24088685788802E+11     2.50000000000000E-03
     4.73199014096600E-10     8.46975141760065E-08     1.04777268466733E-07     8.33326201040367E-02     1.04777268466733E-07     8.46975134781425E-08     4.73199711960600E-10     6.49052119397488E+11     2.60000000000000E-03
     4.91398862143706E-10     8.79550954812027E-08     1.08807144329878E-07     8.33326054927227E-02     1.08807144329878E-07     8.79550947286247E-08     4.91399614721786E-10     6.74015544250552E+11     2.70000000000000E-03
     5.09598701743870E-10     9.12126756461095E-08     1.12837018779844E-07     8.33325908814138E-02     1.12837018779844E-07     9.12126748367527E-08     5.09599511100711E-10     6.98978960347993E+11     2.80000000000000E-03
     5.27798532897091E-10     9.44702546707267E-08     1.16866891816631E-07     8.33325762701100E-02     1.16866891816631E-07     9.44702538025265E-08     5.27799401097373E-10     7.23942367689812E+11     2.90000000000000E-03
     5.45998355603369E-10     9.77278325550544E-08     1.20896763440238E-07     8.33325616588113E-02     1.20896763440238E-07     9.77278316259460E-08     5.45999284711775E-10     7.48905766276009E+11     3.00000000000000E-03
     5.64198169862703E-10     1.00985409299093E-07     1.24926633650667E-07     8.33325470475178E-02     1.24926633650667E-07     1.00985408307011E-07     5.64199161943914E-10     7.73869156106584E+11     3.10000000000000E-03
     5.82397975675094E-10     1.04242984902841E-07     1.28956502447917E-07     8.33325324362294E-02     1.28956502447917E-07     1.04242983845722E-07     5.82399032793792E-10     7.98832537181536E+11     3.20000000000000E-03
     6.00597773040543E-10     1.07500559366300E-07     1.32986369831987E-07     8.33325178249461E-02     1.32986369831987E-07     1.07500558242079E-07     6.00598897261408E-10     8.23795909500866E+11     3.30000000000000E-03
     6.18797561959048E-10     1.10758132689470E-07     1.37016235802879E-07     8.33325032136679E-02     1.37016235802879E-07     1.10758131496082E-07     6.18798755346763E-10     8.48759273064574E+11     3.40000000000000E-03
     6.36997342430610E-10     1.14015704872350E-07     1.41046100360591E-07     8.33324886023949E-02     1.41046100360591E-07     1.14015703607730E-07     6.36998607049856E-10     8.73722627872660E+11     3.50000000000000E-03
     6.55197114455229E-10     1.17273275914940E-07     1.45075963505124E-07     8.33324739911269E-02     1.45075963505124E-07     1.17273274577025E-07     6.55198452370688E-10     8.98685973925123E+11     3.60000000000000E-03
     6.73396878032904E-10     1.20530845817241E-07     1.49105825236478E-07     8.33324593798642E-02     1.49105825236478E-07     1.20530844403965E-07     6.73398291309257E-10     9.23649311221964E+11     3.70000000000000E-03
     6.91596633163637E-10     1.23788414579252E-07     1.53135685554653E-07     8.33324447686065E-02     1.53135685554653E-07     1.23788413088550E-07     6.91598123865566E-10     9.48612639763183E+11     3.80000000000000E-03
     7.09796379847426E-10     1.27045982200974E-07     1.57165544459649E-07     8.33324301573539E-02     1.57165544459649E-07     1.27045980630782E-07     7.09797950039612E-10     9.73575959548779E+11     3.90000000000000E-03
     7.27996118084273E-10     1.30303548682406E-07     1.61195401951466E-07     8.33324155461065E-02     1.61195401951466E-07     1.30303547030659E-07     7.27997769831397E-10     9.98539270578753E+11     4.00000000000000E-03
     7.46195847874176E-10     1.33561114023549E-07     1.65225258030104E-07     8.33324009348642E-02     1.65225258030104E-07     1.33561112288182E-07     7.46197583240920E-10     1.02350257285311E+12     4.10000000000000E-03
     7.64395569218438E-10     1.36818678224583E-07     1.69255112695787E-07     8.33323863236270E-02     1.69255112695787E-07     1.36818676403532E-07     7.64397390269195E-10     1.04846586637322E+12     4.20000000000000E-03
     7.82595282115914E-10     1.40076241285350E-07     1.73284965948318E-07     8.33323717123950E-02     1.73284965948318E-07     1.40076239376550E-07     7.82597190915330E-10     1.07342915113789E+12     4.30000000000000E-03
     8.00794986566544E-10     1.43333803205840E-07     1.77314817787687E-07     8.33323571011681E-02     1.77314817787687E-07     1.43333801207227E-07     8.00796985179280E-10     1.09839242714704E+12     4.40000000000000E-03
     8.18994682570328E-10     1.46591363986055E-07     1.81344668213893E-07     8.33323424899463E-02     1.81344668213893E-07     1.46591361895564E-07     8.18996773061043E-10     1.12335569440066E+12     4.50000000000000E-03
     8.37194370127265E-10     1.49848923625993E-07     1.85374517226937E-07     8.33323278787296E-02     1.85374517226937E-07     1.49848921441560E-07     8.37196554560620E-10     1.14831895289877E+12     4.60000000000000E-03
     8.55394049237357E-10     1.53106482125655E-07     1.89404364826818E-07     8.33323132675180E-02     1.89404364826818E-07     1.53106479845215E-07     8.55396329678011E-10     1.17328220264136E+12     4.70000000000000E-03
     8.73593719900602E-10     1.56364039485041E-07     1.93434211013537E-07     8.33322986563116E-02     1.93434211013537E-07     1.56364037106529E-07     8.73596098413215E-10     1.19824544362844E+12     4.80000000000000E-03
     8.91793382117001E-10     1.59621595704151E-07     1.97464055787094E-07     8.33322840451103E-02     1.97464055787094E-07     1.59621593225502E-07     8.91795860766234E-10     1.22320867585999E+12     4.90000000000000E-03
     9.09993035886553E-10     1.62879150782986E-07     2.01493899147488E-07     8.33322694339141E-02     2.01493899147488E-07     1.62879148202135E-07     9.09995616737066E-10     1.24817189933602E+12     5.00000000000000E-03
     9.28192681209260E-10     1.66136704721544E-07     2.05523741094720E-07     8.33322548227230E-02     2.05523741094720E-07     1.66136702036427E-07     9.28195366325712E-10     1.27313511405654E+12     5.10000000000000E-03
     9.46392318085120E-10     1.69394257519825E-07     2.09553581628789E-07     8.33322402115371E-02     2.09553581628789E-07     1.69394254728378E-07     9.46395109532171E-10     1.29809832002153E+12     5.20000000000000E-03
     9.64591946514134E-10     1.72651809177831E-07     2.13583420749696E-07     8.33322256003563E-02     2.13583420749696E-07     1.72651806277989E-07     9.64594846356445E-10     1.32306151723101E+12     5.30000000000000E-03
     9.82791566496302E-10     1.75909359695561E-07     2.17613258457441E-07     8.33322109891806E-02     2.17613258457441E-07     1.75909356685259E-07     9.82794576798532E-10     1.34802470568497E+12     5.40000000000000E-03
     1.00099117803162E-09     1.79166909073015E-07     2.21643094752023E-07     8.33321963780100E-02     2.21643094752023E-07     1.79166905950188E-07     1.00099430085843E-09     1.37298788538341E+12     5.50000000000000E-03
     1.01919078112010E-09     1.82424457310192E-07     2.25672929633443E-07     8.33321817668446E-02     2.25672929633443E-07     1.82424454072776E-07     1.01919401853615E-09     1.39795105632633E+12     5.60000000000000E-03
     1.03739037576173E-09     1.85682004407094E-07     2.29702763101701E-07     8.33321671556843E-02     2.29702763101701E-07     1.85682001053024E-07     1.03739372983168E-09     1.42291421851373E+12     5.70000000000000E-03
     1.05558996195651E-09     1.88939550363720E-07     2.33732595156796E-07     8.33321525445291E-02     2.33732595156796E-07     1.88939546890931E-07     1.05559343474502E-09     1.44787737194561E+12     5.80000000000000E-03
     1.07378953970445E-09     1.92197095180069E-07     2.37762425798728E-07     8.33321379333790E-02     2.37762425798728E-07     1.92197091586497E-07     1.07379313327617E-09     1.47284051662198E+12     5.90000000000000E-03
     1.09198910900554E-09     1.95454638856142E-07     2.41792255027499E-07     8.33321233222340E-02     2.41792255027499E-07     1.95454635139723E-07     1.09199282542514E-09     1.49780365254282E+12     6.00000000000000E-03
     1.11018866985978E-09     1.98712181391940E-07     2.45822082843106E-07     8.33321087110942E-02     2.45822082843106E-07     1.98712177550608E-07     1.11019251119193E-09     1.52276677970815E+12     6.10000000000000E-03
     1.12838822226718E-09     2.01969722787461E-07     2.49851909245552E-07     8.33320940999595E-02     2.49851909245552E-07     2.01969718819152E-07     1.12839219057652E-09     1.54772989811796E+12     6.20000000000000E-03
     1.14658776622773E-09     2.05227263042706E-07     2.53881734234835E-07     8.33320794888299E-02     2.53881734234835E-07     2.05227258945355E-07     1.14659186357894E-09     1.57269300777224E+12     6.30000000000000E-03
     1.16478730174144E-09     2.08484802157675E-07     2.57911557810956E-07     8.33320648777055E-02     2.57911557810956E-07     2.08484797929217E-07     1.16479153019916E-09     1.59765610867102E+12     6.40000000000000E-03
     1.18298682880829E-09     2.11742340132368E-07     2.61941379973914E-07     8.33320502665861E-02     2.61941379973914E-07     2.11742335770739E-07     1.18299119043720E-09     1.62261920081427E+12     6.50000000000000E-03
     1.20118634742831E-09     2.14999876966785E-07     2.65971200723710E-07     8.33320356554719E-02     2.65971200723710E-07     2.14999872469920E-07     1.20119084429305E-09     1.64758228420200E+12     6.60000000000000E-03
     1.21938585760147E-09     2.18257412660926E-07     2.70001020060343E-07     8.33320210443629E-02     2.70001020060343E-07     2.18257408026761E-07     1.21939049176672E-09     1.67254535883421E+12     6.70000000000000E-03
     1.23758535932779E-09     2.21514947214791E-07     2.74030837983814E-07     8.33320064332589E-02     2.74030837983814E-07     2.21514942441260E-07     1.23759013285820E-09     1.69750842471091E+12     6.80000000000000E-03
     1.25578485260857E-09     2.24772480628561E-07     2.78060654494348E-07     8.33319918221601E-02     2.78060654494348E-07     2.24772475713601E-07     1.25578976756851E-09     1.72247148183348E+12     6.90000000000000E-03
     1.27398433744310E-09     2.28030012902138E-07     2.82090469591821E-07     8.33319772110664E-02     2.82090469591821E-07     2.28030007843684E-07     1.27398939589709E-09     1.74743453020116E+12     7.00000000000000E-03
     1.29218381383093E-09     2.31287544035459E-07     2.86120283276157E-07     8.33319625999778E-02     2.86120283276157E-07     2.31287538831446E-07     1.29218901784360E-09     1.77239756981348E+12     7.10000000000000E-03
     1.31038328177205E-09     2.34545074028523E-07     2.90150095547356E-07     8.33319479888943E-02     2.90150095547356E-07     2.34545068676887E-07     1.31038863340804E-09     1.79736060067044E+12     7.20000000000000E-03
     1.32858274126648E-09     2.37802602881333E-07     2.94179906405417E-07     8.33319333778160E-02     2.94179906405417E-07     2.37802597380009E-07     1.32858824259041E-09     1.82232362277203E+12     7.30000000000000E-03
     1.34678219231421E-09     2.41060130593887E-07     2.98209715850342E-07     8.33319187667427E-02     2.98209715850342E-07     2.41060124940810E-07     1.34678784539070E-09     1.84728663611827E+12     7.40000000000000E-03
     1.36498163491524E-09     2.44317657166186E-07     3.02239523882131E-07     8.33319041556747E-02     3.02239523882131E-07     2.44317651359292E-07     1.36498744180893E-09     1.87224964070914E+12     7.50000000000000E-03
     1.38318106906958E-09     2.47575182598230E-07     3.06269330500783E-07     8.33318895446117E-02     3.06269330500783E-07     2.47575176635454E-07     1.38318703184509E-09     1.89721263654466E+12     7.60000000000000E-03
     1.40138049477723E-09     2.50832706890019E-07     3.10299135706300E-07     8.33318749335538E-02     3.10299135706300E-07     2.50832700769297E-07     1.40138661549919E-09     1.92217562362483E+12     7.70000000000000E-03
     1.41957991203818E-09     2.54090230041554E-07     3.14328939498681E-07     8.33318603225011E-02     3.14328939498681E-07     2.54090223760821E-07     1.41958619277122E-09     1.94713860194965E+12     7.80000000000000E-03
     1.43777932085245E-09     2.57347752052835E-07     3.18358741877927E-07     8.33318457114535E-02     3.18358741877927E-07     2.57347745610026E-07     1.43778576366118E-09     1.97210157151911E+12     7.90000000000000E-03
     1.45597872122004E-09     2.60605272923862E-07     3.22388542844038E-07     8.33318311004110E-02     3.22388542844038E-07     2.60605266316913E-07     1.45598532816909E-09     1.99706453233323E+12     8.00000000000000E-03
     1.47417811314093E-09     2.63862792654635E-07     3.26418342397014E-07     8.33318164893737E-02     3.26418342397014E-07     2.63862785881481E-07     1.47418488629493E-09     2.02202748439199E+12     8.10000000000000E-03
     1.49237749661514E-09     2.67120311245155E-07     3.30448140536855E-07     8.33318018783415E-02     3.30448140536855E-07     2.67120304303732E-07     1.49238443803871E-09     2.04699042769542E+12     8.20000000000000E-03
     1.51057687164268E-09     2.70377828695422E-07     3.34477937263563E-07     8.33317872673144E-02     3.34477937263563E-07     2.70377821583664E-07     1.51058398340043E-09     2.07195336224349E+12     8.30000000000000E-03
     1.52877623822353E-09     2.73635345005435E-07     3.38507732577137E-07     8.33317726562924E-02     3.38507732577137E-07     2.73635337721279E-07     1.52878352238010E-09     2.09691628803623E+12     8.40000000000000E-03
     1.54697559635770E-09     2.76892860175196E-07     3.42537526477577E-07     8.33317580452755E-02     3.42537526477577E-07     2.76892852716576E-07     1.54698305497771E-09     2.12187920507363E+12     8.50000000000000E-03
     1.56517494604519E-09     2.80150374204704E-07     3.46567318964884E-07     8.33317434342638E-02     3.46567318964884E-07     2.80150366569556E-07     1.56518258119327E-09     2.14684211335569E+12     8.60000000000000E-03
     1.58337428728601E-09     2.83407887093960E-07     3.50597110039058E-07     8.33317288232572E-02     3.50597110039058E-07     2.83407879280219E-07     1.58338210102677E-09     2.17180501288241E+12     8.70000000000000E-03
     1.60157362008015E-09     2.86665398842964E-07     3.54626899700099E-07     8.33317142122557E-02     3.54626899700099E-07     2.86665390848566E-07     1.60158161447822E-09     2.19676790365380E+12     8.80000000000000E-03
     1.61977294442763E-09     2.89922909451715E-07     3.58656687948008E-07     8.33316996012593E-02     3.58656687948008E-07     2.89922901274595E-07     1.61978112154762E-09     2.22173078566985E+12     8.90000000000000E-03
     1.63797226032843E-09     2.93180418920216E-07     3.62686474782784E-07     8.33316849902681E-02     3.62686474782784E-07     2.93180410558309E-07     1.63798062223497E-09     2.24669365893057E+12     9.00000000000000E-03
     1.65617156778256E-09     2.96437927248464E-07     3.66716260204429E-07     8.33316703792820E-02     3.66716260204429E-07     2.96437918699707E-07     1.65618011654027E-09     2.27165652343596E+12     9.10000000000000E-03
     1.67437086679003E-09     2.99695434436462E-07     3.70746044212942E-07     8.33316557683010E-02     3.70746044212942E-07     2.99695425698788E-07     1.67437960446352E-09     2.29661937918603E+12     9.20000000000000E-03
     1.69257015735083E-09     3.02952940484208E-07     3.74775826808324E-07     8.33316411573251E-02     3.74775826808324E-07     3.02952931555555E-07     1.69257908600473E-09     2.32158222618077E+12     9.30000000000000E-03
     1.71076943946496E-09     3.06210445391704E-07     3.78805607990575E-07     8.33316265463544E-02     3.78805607990575E-07     3.06210436270005E-07     1.71077856116390E-09     2.34654506442018E+12     9.40000000000000E-03
     1.72896871313244E-09     3.09467949158950E-07     3.82835387759695E-07     8.33316119353888E-02     3.82835387759695E-07     3.09467939842141E-07     1.72897802994102E-09     2.37150789390427E+12     9.50000000000000E-03
     1.74716797835325E-09     3.12725451785945E-07     3.86865166115685E-07     8.33315973244283E-02     3.86865166115685E-07     3.12725442271962E-07     1.74717749233610E-09     2.39647071463305E+12     9.60000000000000E-03
     1.76536723512740E-09     3.15982953272690E-07     3.90894943058545E-07     8.33315827134729E-02     3.90894943058545E-07     3.15982943559468E-07     1.76537694834913E-09     2.42143352660650E+12     9.70000000000000E-03
     1.78356648345490E-09     3.19240453619185E-07     3.94924718588275E-07     8.33315681025226E-02     3.94924718588275E-07     3.19240443704660E-07     1.78357639798013E-09     2.44639632982463E+12     9.80000000000000E-03
     1.80176572333574E-09     3.22497952825431E-07     3.98954492704875E-07     8.33315534915775E-02     3.98954492704875E-07     3.22497942707537E-07     1.80177584122910E-09     2.47135912428745E+12     9.90000000000000E-03
     1.81996495476993E-09     3.25755450891427E-07     4.02984265408346E-07     8.33315388806375E-02     4.02984265408346E-07     3.25755440568101E-07     1.81997527809602E-09     2.49632190999496E+12     1.00000000000000E-02
     1.83816417775746E-09     3.29012947817174E-07     4.07014036698687E-07     8.33315242697026E-02     4.07014036698687E-07     3.29012937286351E-07     1.83817470858091E-09     2.52128468694715E+12     1.01000000000000E-02
     1.85636339229835E-09     3.32270443602672E-07     4.11043806575900E-07     8.33315096587729E-02     4.11043806575900E-07     3.32270432862287E-07     1.85637413268376E-09     2.54624745514403E+12     1.02000000000000E-02
     1.87456259839258E-09     3.35527938247922E-07     4.15073575039985E-07     8.33314950478482E-02     4.15073575039985E-07     3.35527927295910E-07     1.87457355040459E-09     2.57121021458561E+12     1.03000000000000E-02
     1.89276179604017E-09     3.38785431752923E-07     4.19103342090942E-07     8.33314804369287E-02     4.19103342090942E-07     3.38785420587220E-07     1.89277296174338E-09     2.59617296527188E+12     1.04000000000000E-02
     1.91096098524111E-09     3.42042924117676E-07     4.23133107728770E-07     8.33314658260144E-02     4.23133107728770E-07     3.42042912736217E-07     1.91097236670014E-09     2.62113570720284E+12     1.05000000000000E-02
     1.92916016599540E-09     3.45300415342181E-07     4.27162871953471E-07     8.33314512151051E-02     4.27162871953471E-07     3.45300403742901E-07     1.92917176527487E-09     2.64609844037850E+12     1.06000000000000E-02
     1.94735933830306E-09     3.48557905426438E-07     4.31192634765045E-07     8.33314366042010E-02     4.31192634765045E-07     3.48557893607274E-07     1.94737115746757E-09     2.67106116479886E+12     1.07000000000000E-02
     1.96555850216407E-09     3.51815394370448E-07     4.35222396163491E-07     8.33314219933019E-02     4.35222396163491E-07     3.51815382329333E-07     1.96557054327825E-09     2.69602388046392E+12     1.08000000000000E-02
     1.98375765757844E-09     3.55072882174210E-07     4.39252156148811E-07     8.33314073824081E-02     4.39252156148811E-07     3.55072869909082E-07     1.98376992270690E-09     2.72098658737368E+12     1.09000000000000E-02
     2.00195680454618E-09     3.58330368837725E-07     4.43281914721005E-07     8.33313927715193E-02     4.43281914721005E-07     3.58330356346518E-07     2.00196929575352E-09     2.74594928552814E+12     1.10000000000000E-02
     2.02015594306728E-09     3.61587854360994E-07     4.47311671880072E-07     8.33313781606357E-02     4.47311671880072E-07     3.61587841641643E-07     2.02016866241813E-09     2.77091197492731E+12     1.11000000000000E-02
     2.03835507314174E-09     3.64845338744015E-07     4.51341427626013E-07     8.33313635497571E-02     4.51341427626013E-07     3.64845325794457E-07     2.03836802270071E-09     2.79587465557119E+12     1.12000000000000E-02
     2.05655419476958E-09     3.68102821986791E-07     4.55371181958829E-07     8.33313489388837E-02     4.55371181958829E-07     3.68102808804959E-07     2.05656737660127E-09     2.82083732745977E+12     1.13000000000000E-02
     2.07475330795078E-09     3.71360304089320E-07     4.59400934878519E-07     8.33313343280155E-02     4.59400934878519E-07     3.71360290673151E-07     2.07476672411982E-09     2.84579999059307E+12     1.14000000000000E-02
     2.09295241268535E-09     3.74617785051603E-07     4.63430686385085E-07     8.33313197171523E-02     4.63430686385085E-07     3.74617771399033E-07     2.09296606525634E-09     2.87076264497108E+12     1.15000000000000E-02
     2.11115150897330E-09     3.77875264873641E-07     4.67460436478525E-07     8.33313051062943E-02     4.67460436478525E-07     3.77875250982604E-07     2.11116540001086E-09     2.89572529059380E+12     1.16000000000000E-02
     2.12935059681461E-09     3.81132743555433E-07     4.71490185158841E-07     8.33312904954414E-02     4.71490185158841E-07     3.81132729423865E-07     2.12936472838335E-09     2.92068792746124E+12     1.17000000000000E-02
     2.14754967620931E-09     3.84390221096980E-07     4.75519932426033E-07     8.33312758845936E-02     4.75519932426033E-07     3.84390206722816E-07     2.14756405037383E-09     2.94565055557340E+12     1.18000000000000E-02
     2.16574874715738E-09     3.87647697498282E-07     4.79549678280101E-07     8.33312612737510E-02     4.79549678280101E-07     3.87647682879457E-07     2.16576336598230E-09     2.97061317493028E+12     1.19000000000000E-02
     2.18394780965997E-09     3.90905172759498E-07     4.83579422721242E-07     8.33312466629134E-02     4.83579422721242E-07     3.90905157893948E-07     2.18396267520965E-09     2.99557578553309E+12     1.20000000000000E-02
     2.20214686371649E-09     3.94162646880545E-07     4.87609165749354E-07     8.33312320520810E-02     4.87609165749354E-07     3.94162631766206E-07     2.20216197805541E-09     3.02053838738122E+12     1.21000000000000E-02
     2.22034590932649E-09     3.97420119861362E-07     4.91638907364359E-07     8.33312174412538E-02     4.91638907364359E-07     3.97420104496169E-07     2.22036127451924E-09     3.04550098047417E+12     1.22000000000000E-02
     2.23854494648997E-09     4.00677591701948E-07     4.95668647566259E-07     8.33312028304316E-02     4.95668647566259E-07     4.00677576083837E-07     2.23856056460114E-09     3.07046356481196E+12     1.23000000000000E-02
     2.25674397520693E-09     4.03935062402304E-07     4.99698386355053E-07     8.33311882196145E-02     4.99698386355053E-07     4.03935046529210E-07     2.25675984830110E-09     3.09542614039457E+12     1.24000000000000E-02
     2.27494299547738E-09     4.07192531962430E-07     5.03728123730742E-07     8.33311736088026E-02     5.03728123730742E-07     4.07192515832288E-07     2.27495912561915E-09     3.12038870722203E+12     1.25000000000000E-02
     2.29314200730133E-09     4.10450000382327E-07     5.07757859693328E-07     8.33311589979959E-02     5.07757859693328E-07     4.10449983993073E-07     2.29315839655527E-09     3.14535126529433E+12     1.26000000000000E-02
     2.31134101067877E-09     4.13707467661996E-07     5.11787594242809E-07     8.33311443871942E-02     5.11787594242809E-07     4.13707451011565E-07     2.31135766110947E-09     3.17031381461147E+12     1.27000000000000E-02
     2.32954000560971E-09     4.16964933801437E-07     5.15817327379188E-07     8.33311297763976E-02     5.15817327379188E-07     4.16964916887765E-07     2.32955691928175E-09     3.19527635517346E+12     1.28000000000000E-02
     2.34773899209415E-09     4.20222398800650E-07     5.19847059102464E-07     8.33311151656062E-02     5.19847059102464E-07     4.20222381621672E-07     2.34775617107211E-09     3.22023888698031E+12     1.29000000000000E-02
     2.36593797013209E-09     4.23479862659636E-07     5.23876789412639E-07     8.33311005548199E-02     5.23876789412639E-07     4.23479845213287E-07     2.36595541648057E-09     3.24520141003201E+12     1.30000000000000E-02
     2.38413693972355E-09     4.26737325378395E-07     5.27906518309712E-07     8.33310859440388E-02     5.27906518309712E-07     4.26737307662611E-07     2.38415465550711E-09     3.27016392432858E+12     1.31000000000000E-02
     2.40233590086851E-09     4.29994786956928E-07     5.31936245793685E-07     8.33310713332627E-02     5.31936245793685E-07     4.29994768969644E-07     2.40235388815175E-09     3.29512642987000E+12     1.32000000000000E-02
     2.42053485356700E-09     4.33252247395235E-07     5.35965971864557E-07     8.33310567224918E-02     5.35965971864557E-07     4.33252229134387E-07     2.42055311441448E-09     3.32008892665630E+12     1.33000000000000E-02
     2.43873379781900E-09     4.36509706693317E-07     5.39995696522331E-07     8.33310421117260E-02     5.39995696522331E-07     4.36509688156840E-07     2.43875233429531E-09     3.34505141468746E+12     1.34000000000000E-02
     2.45693273362453E-09     4.39767164851174E-07     5.44025419767005E-07     8.33310275009653E-02     5.44025419767005E-07     4.39767146037004E-07     2.45695154779424E-09     3.37001389396350E+12     1.35000000000000E-02
     2.47513166098358E-09     4.43024621868807E-07     5.48055141598581E-07     8.33310128902098E-02     5.48055141598581E-07     4.43024602774879E-07     2.47515075491127E-09     3.39497636448442E+12     1.36000000000000E-02
     2.49333057989616E-09     4.46282077746216E-07     5.52084862017060E-07     8.33309982794593E-02     5.52084862017060E-07     4.46282058370466E-07     2.49334995564642E-09     3.41993882625023E+12     1.37000000000000E-02
     2.51152949036228E-09     4.49539532483402E-07     5.56114581022442E-07     8.33309836687140E-02     5.56114581022442E-07     4.49539512823765E-07     2.51154914999967E-09     3.44490127926092E+12     1.38000000000000E-02
