 Q values are the nuclear mass differences (parent - daughter) in MeV.

     t9 = temperature (T(K) / 10^9)
     lrho = log base 10 of the product of the density (g * cm^-3) and
            the electron fraction
     uf = electron kinetic chemical potential (MeV)
     lbeta+ = log base 10 of the positron decay rate (s^-1)
     lfte- = log base 10 of the effective ft value for electron
             capture (s)
     lnu = log base 10 of the average energy of the emitted neutrinos
           in both positron emission and electron capture (MeV)
     lbeta- = log base 10 of the electron decay rate (s^-1)
     lfte+ = log base 10 of the effective ft value for positron
             capture (s)
     lnubar = log base 10 of the average energy of the emitted
              antineutrinos in both electron emission and positron 
              capture (MeV) 

 neg. daughter H1   z= 1 n= 0 a= 1 Q=  1.2933
 pos. daughter N01  z= 0 n= 1 a= 1 Q= -1.2933
                      +++ H1   --> N01  +++      --- N01  --> H1   ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  1.50  2.0  -0.511   -3.551    4.377   -0.026  -15.362    5.050   -0.363
  2.00  2.0  -0.511   -3.524    4.354    0.045  -12.754    5.038   -0.223
  3.00  2.0  -0.511   -3.477    4.308    0.253   -9.624    4.998   -0.014
  5.00  2.0  -0.511   -3.301    4.208    0.492   -6.566    4.909    0.260
 10.00  2.0  -0.511   -2.001    3.909    0.701   -3.841    4.690    0.614
 30.00  2.0  -0.511   -0.388    3.353    1.125   -1.762    4.369    1.106
100.00  2.0  -0.511    0.217    3.117    1.629   -0.959    4.391    1.625
  0.01  3.0   0.002   -3.600    4.457   -0.060  -99.999  -99.999  -99.999
  0.10  3.0  -0.018   -3.600    4.455   -0.065  -99.999  -99.999  -99.999
  0.20  3.0  -0.055   -3.600    4.450   -0.067  -77.220    4.950   -1.279
  0.40  3.0  -0.147   -3.600    4.438   -0.067  -41.872    4.970   -0.970
  0.70  3.0  -0.314   -3.595    4.419   -0.065  -26.569    5.017   -0.717
  1.00  3.0  -0.465   -3.581    4.403   -0.058  -20.319    5.043   -0.553
  1.50  3.0  -0.506   -3.551    4.377   -0.026  -15.362    5.050   -0.363
  2.00  3.0  -0.510   -3.524    4.354    0.045  -12.754    5.038   -0.223
  3.00  3.0  -0.511   -3.477    4.308    0.253   -9.624    4.998   -0.014
  5.00  3.0  -0.511   -3.301    4.208    0.492   -6.566    4.909    0.260
 10.00  3.0  -0.511   -2.001    3.909    0.701   -3.841    4.690    0.614
 30.00  3.0  -0.511   -0.388    3.353    1.125   -1.762    4.369    1.106
100.00  3.0  -0.511    0.217    3.117    1.629   -0.959    4.391    1.625
  0.01  4.0   0.012   -3.600    4.457   -0.024  -99.999  -99.999  -99.999
  0.10  4.0   0.005   -3.600    4.454   -0.033  -99.999  -99.999  -99.999
  0.20  4.0  -0.013   -3.600    4.449   -0.040  -77.252    4.950   -1.278
  0.40  4.0  -0.067   -3.600    4.437   -0.046  -41.891    4.970   -0.970
  0.70  4.0  -0.174   -3.595    4.419   -0.048  -26.578    5.017   -0.717
  1.00  4.0  -0.302   -3.581    4.402   -0.043  -20.323    5.043   -0.553
  1.50  4.0  -0.464   -3.550    4.377   -0.018  -15.363    5.050   -0.363
  2.00  4.0  -0.497   -3.524    4.354    0.050  -12.755    5.038   -0.223
  3.00  4.0  -0.507   -3.477    4.308    0.255   -9.625    4.998   -0.014
  5.00  4.0  -0.510   -3.301    4.208    0.492   -6.566    4.909    0.260
 10.00  4.0  -0.511   -2.001    3.909    0.701   -3.841    4.690    0.614
 30.00  4.0  -0.511   -0.388    3.353    1.125   -1.762    4.369    1.106
100.00  4.0  -0.511    0.217    3.117    1.629   -0.959    4.391    1.625
  0.01  5.0   0.053   -3.600    4.445    0.095  -99.999  -99.999  -99.999
  0.10  5.0   0.052   -3.600    4.444    0.094  -99.999  -99.999  -99.999
  0.20  5.0   0.047   -3.600    4.440    0.089  -77.526    4.950   -1.275
  0.40  5.0   0.026   -3.600    4.431    0.079  -42.066    4.970   -0.968
  0.70  5.0  -0.026   -3.595    4.415    0.071  -26.663    5.017   -0.718
  1.00  5.0  -0.098   -3.581    4.399    0.068  -20.374    5.043   -0.555
  1.50  5.0  -0.246   -3.550    4.376    0.074  -15.388    5.050   -0.364
  2.00  5.0  -0.383   -3.523    4.353    0.105  -12.765    5.038   -0.224
  3.00  5.0  -0.476   -3.476    4.308    0.269   -9.626    4.998   -0.014
  5.00  5.0  -0.502   -3.301    4.208    0.493   -6.567    4.909    0.260
 10.00  5.0  -0.509   -2.001    3.909    0.701   -3.841    4.690    0.614
 30.00  5.0  -0.511   -0.388    3.353    1.125   -1.762    4.369    1.106
100.00  5.0  -0.511    0.217    3.117    1.629   -0.959    4.391    1.625
  0.01  6.0   0.215   -3.600    4.397    0.306  -99.999  -99.999  -99.999
  0.10  6.0   0.214   -3.600    4.396    0.306  -99.999  -99.999  -99.999
  0.20  6.0   0.213   -3.600    4.396    0.307  -80.262    4.950   -1.279
  0.40  6.0   0.207   -3.600    4.393    0.308  -43.411    4.970   -0.970
  0.70  6.0   0.189   -3.595    4.387    0.311  -27.326    5.017   -0.729
  1.00  6.0   0.161   -3.581    4.379    0.314  -20.796    5.043   -0.569
  1.50  6.0   0.093   -3.550    4.363    0.322  -15.628    5.050   -0.374
  2.00  6.0   0.001   -3.522    4.345    0.333  -12.891    5.038   -0.227
  3.00  6.0  -0.212   -3.472    4.304    0.371   -9.651    4.998   -0.015
  5.00  6.0  -0.420   -3.297    4.207    0.500   -6.572    4.908    0.258
 10.00  6.0  -0.491   -2.001    3.908    0.701   -3.842    4.689    0.614
 30.00  6.0  -0.509   -0.388    3.353    1.125   -1.762    4.369    1.106
100.00  6.0  -0.511    0.217    3.117    1.629   -0.959    4.391    1.625
  0.01  7.0   0.712   -3.600    4.326    0.448  -99.999  -99.999  -99.999
  0.10  7.0   0.711   -3.600    4.326    0.449  -99.999  -99.999  -99.999
  0.20  7.0   0.711   -3.600    4.326    0.449  -92.191    4.950   -1.293
  0.40  7.0   0.708   -3.600    4.326    0.449  -49.248    4.970   -1.000
  0.70  7.0   0.701   -3.595    4.324    0.451  -30.613    5.017   -0.760
  1.00  7.0   0.689   -3.581    4.321    0.453  -23.042    5.043   -0.592
  1.50  7.0   0.662   -3.550    4.313    0.460  -16.905    5.050   -0.374
  2.00  7.0   0.622   -3.522    4.303    0.467  -13.554    5.038   -0.217
  3.00  7.0   0.510   -3.470    4.276    0.486   -9.873    4.998   -0.018
  5.00  7.0   0.187   -3.284    4.195    0.535   -6.642    4.907    0.236
 10.00  7.0  -0.315   -1.997    3.907    0.705   -3.851    4.688    0.609
 30.00  7.0  -0.490   -0.387    3.353    1.125   -1.763    4.369    1.106
100.00  7.0  -0.509    0.217    3.117    1.629   -0.959    4.391    1.625
  0.01  8.0   1.936   -3.600    4.215    0.536  -99.999  -99.999  -99.999
  0.10  8.0   1.936   -3.600    4.215    0.536  -99.999  -99.999  -99.999
  0.20  8.0   1.935   -3.600    4.215    0.536  -99.999  -99.999  -99.999
  0.40  8.0   1.934   -3.600    4.215    0.537  -63.657    4.970   -0.988
  0.70  8.0   1.931   -3.595    4.213    0.537  -38.259    5.017   -0.707
  1.00  8.0   1.926   -3.581    4.211    0.538  -27.883    5.043   -0.544
  1.50  8.0   1.913   -3.550    4.206    0.541  -19.626    5.050   -0.386
  2.00  8.0   1.895   -3.522    4.198    0.544  -15.387    5.038   -0.275
  3.00  8.0   1.844   -3.470    4.180    0.553  -10.984    4.998   -0.105
  5.00  8.0   1.681   -3.280    4.122    0.581   -7.191    4.906    0.143
 10.00  8.0   0.982   -1.984    3.888    0.723   -3.975    4.684    0.553
 30.00  8.0  -0.302   -0.384    3.353    1.125   -1.770    4.369    1.105
100.00  8.0  -0.492    0.217    3.117    1.629   -0.959    4.391    1.625
  0.01  9.0   4.669   -3.600    3.950    0.647  -99.999  -99.999  -99.999
  0.10  9.0   4.669   -3.600    3.950    0.647  -99.999  -99.999  -99.999
  0.20  9.0   4.669   -3.600    3.950    0.648  -99.999  -99.999  -99.999
  0.40  9.0   4.669   -3.600    3.950    0.648  -97.163    4.970   -0.952
  0.70  9.0   4.667   -3.595    3.949    0.648  -56.991    5.017   -0.718
  1.00  9.0   4.665   -3.581    3.947    0.649  -40.765    5.043   -0.576
  1.50  9.0   4.659   -3.550    3.943    0.650  -27.977    5.050   -0.412
  2.00  9.0   4.650   -3.522    3.938    0.652  -21.460    5.038   -0.288
  3.00  9.0   4.627   -3.470    3.927    0.657  -14.766    4.998   -0.115
  5.00  9.0   4.551   -3.279    3.896    0.674   -9.182    4.906    0.082
 10.00  9.0   4.197   -1.980    3.769    0.769   -4.789    4.683    0.391
 30.00  9.0   1.461   -0.358    3.349    1.129   -1.856    4.368    1.101
100.00  9.0  -0.324    0.220    3.117    1.629   -0.962    4.391    1.625
  0.01 10.0  10.607   -3.600    3.553    0.886  -99.999  -99.999  -99.999
  0.10 10.0  10.607   -3.600    3.553    0.886  -99.999  -99.999  -99.999
  0.20 10.0  10.607   -3.600    3.553    0.886  -99.999  -99.999  -99.999
  0.40 10.0  10.607   -3.600    3.553    0.886  -99.999  -99.999  -99.999
  0.70 10.0  10.606   -3.595    3.552    0.886  -99.318  -99.999  -99.999
  1.00 10.0  10.605   -3.581    3.552    0.886  -70.300    5.043   -0.602
  1.50 10.0  10.602   -3.550    3.550    0.887  -47.561    5.050   -0.433
  2.00 10.0  10.598   -3.522    3.548    0.888  -36.075    5.038   -0.314
  3.00 10.0  10.587   -3.470    3.544    0.890  -24.438    4.998   -0.152
  5.00 10.0  10.552   -3.279    3.535    0.897  -14.929    4.906    0.042
 10.00 10.0  10.387   -1.980    3.500    0.935   -7.600    4.683    0.327
 30.00 10.0   8.652   -0.329    3.308    1.166   -2.587    4.367    1.088
100.00 10.0   1.351    0.243    3.117    1.630   -0.991    4.391    1.624
  0.01 11.0  23.423   -3.600    3.277    1.238  -99.999  -99.999  -99.999
  0.10 11.0  23.423   -3.600    3.277    1.238  -99.999  -99.999  -99.999
  0.20 11.0  23.423   -3.600    3.277    1.238  -99.999  -99.999  -99.999
  0.40 11.0  23.423   -3.600    3.277    1.238  -99.999  -99.999  -99.999
  0.70 11.0  23.422   -3.595    3.277    1.239  -99.999  -99.999  -99.999
  1.00 11.0  23.422   -3.581    3.276    1.239  -99.999  -99.999  -99.999
  1.50 11.0  23.420   -3.550    3.275    1.239  -90.574    5.050   -0.432
  2.00 11.0  23.419   -3.522    3.274    1.239  -68.326    5.038   -0.314
  3.00 11.0  23.413   -3.470    3.272    1.240  -45.931    4.998   -0.152
  5.00 11.0  23.397   -3.279    3.269    1.241  -27.820    4.906    0.044
 10.00 11.0  23.321   -1.980    3.259    1.250  -14.050    4.683    0.326
 30.00 11.0  22.504   -0.327    3.202    1.329   -4.730    4.367    1.080
100.00 11.0  14.011    0.341    3.111    1.645   -1.319    4.391    1.621
     end
 neg. daughter Mn49 z=25 n=24 a=49 Q= -7.2040
 pos. daughter Cr49 z=24 n=25 a=49 Q=  7.2040
                      +++ Mn49 --> Cr49 +++      --- Cr49 --> Mn49 ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003    0.251    3.420    0.546  -99.999  -99.999  -99.999
  0.10  1.0  -0.058    0.251    3.419    0.546  -99.999  -99.999  -99.999
  0.20  1.0  -0.134    0.251    3.415    0.546  -99.999  -99.999  -99.999
  0.40  1.0  -0.306    0.251    3.404    0.546  -99.999    3.846   -0.981
  0.70  1.0  -0.503    0.251    3.389    0.546  -62.447    3.844   -0.734
  1.00  1.0  -0.511    0.250    3.376    0.546  -45.283    3.842   -0.576
  1.50  1.0  -0.511    0.248    3.359    0.546  -31.754    3.839   -0.394
  2.00  1.0  -0.511    0.245    3.345    0.547  -24.782    3.835   -0.263
  3.00  1.0  -0.511    0.241    3.324    0.550  -17.440    3.828   -0.076
  5.00  1.0  -0.511    0.233    3.293    0.574  -11.233    3.818    0.169
 10.00  1.0  -0.511    0.244    3.221    0.779   -6.215    3.847    0.519
 30.00  1.0  -0.511    0.663    2.992    1.190   -2.671    4.045    1.065
100.00  1.0  -0.511    0.957    2.780    1.648   -1.024    4.269    1.611
  0.01  2.0  -0.001    0.251    3.420    0.546  -99.999  -99.999  -99.999
  0.10  2.0  -0.038    0.251    3.419    0.546  -99.999  -99.999  -99.999
  0.20  2.0  -0.095    0.251    3.415    0.546  -99.999  -99.999  -99.999
  0.40  2.0  -0.227    0.251    3.404    0.546  -99.999    3.846  -99.999
  0.70  2.0  -0.446    0.251    3.389    0.546  -62.447    3.844   -0.734
  1.00  2.0  -0.506    0.250    3.376    0.546  -45.283    3.842   -0.576
  1.50  2.0  -0.511    0.248    3.359    0.546  -31.754    3.839   -0.394
  2.00  2.0  -0.511    0.245    3.345    0.547  -24.782    3.835   -0.263
  3.00  2.0  -0.511    0.241    3.324    0.550  -17.440    3.828   -0.076
  5.00  2.0  -0.511    0.233    3.293    0.574  -11.233    3.818    0.169
 10.00  2.0  -0.511    0.244    3.221    0.779   -6.215    3.847    0.519
 30.00  2.0  -0.511    0.663    2.992    1.190   -2.671    4.045    1.065
100.00  2.0  -0.511    0.957    2.780    1.648   -1.024    4.269    1.611
  0.01  3.0   0.002    0.251    3.420    0.546  -99.999  -99.999  -99.999
  0.10  3.0  -0.018    0.251    3.419    0.546  -99.999  -99.999  -99.999
  0.20  3.0  -0.055    0.251    3.415    0.546  -99.999  -99.999  -99.999
  0.40  3.0  -0.147    0.251    3.404    0.546  -99.999  -99.999  -99.999
  0.70  3.0  -0.314    0.251    3.389    0.546  -62.448    3.844   -0.734
  1.00  3.0  -0.465    0.250    3.376    0.546  -45.283    3.842   -0.576
  1.50  3.0  -0.506    0.248    3.359    0.546  -31.754    3.839   -0.394
  2.00  3.0  -0.510    0.245    3.345    0.547  -24.782    3.835   -0.263
  3.00  3.0  -0.511    0.241    3.324    0.550  -17.440    3.828   -0.076
  5.00  3.0  -0.511    0.233    3.293    0.574  -11.233    3.818    0.169
 10.00  3.0  -0.511    0.244    3.221    0.779   -6.215    3.847    0.519
 30.00  3.0  -0.511    0.663    2.992    1.190   -2.671    4.045    1.065
100.00  3.0  -0.511    0.957    2.780    1.648   -1.024    4.269    1.611
  0.01  4.0   0.012    0.251    3.420    0.547  -99.999  -99.999  -99.999
  0.10  4.0   0.005    0.251    3.418    0.546  -99.999  -99.999  -99.999
  0.20  4.0  -0.013    0.251    3.414    0.546  -99.999  -99.999  -99.999
  0.40  4.0  -0.067    0.251    3.404    0.546  -99.999  -99.999  -99.999
  0.70  4.0  -0.174    0.251    3.389    0.546  -62.458    3.844   -0.734
  1.00  4.0  -0.302    0.250    3.376    0.546  -45.288    3.842   -0.576
  1.50  4.0  -0.464    0.248    3.359    0.546  -31.755    3.839   -0.394
  2.00  4.0  -0.497    0.245    3.345    0.547  -24.783    3.835   -0.263
  3.00  4.0  -0.507    0.241    3.324    0.550  -17.440    3.828   -0.076
  5.00  4.0  -0.510    0.233    3.293    0.574  -11.233    3.818    0.169
 10.00  4.0  -0.511    0.244    3.221    0.779   -6.215    3.847    0.519
 30.00  4.0  -0.511    0.663    2.992    1.190   -2.671    4.045    1.065
100.00  4.0  -0.511    0.957    2.780    1.648   -1.024    4.269    1.611
  0.01  5.0   0.053    0.251    3.411    0.548  -99.999  -99.999  -99.999
  0.10  5.0   0.052    0.251    3.410    0.548  -99.999  -99.999  -99.999
  0.20  5.0   0.047    0.251    3.407    0.548  -99.999  -99.999  -99.999
  0.40  5.0   0.026    0.251    3.398    0.548  -99.999  -99.999  -99.999
  0.70  5.0  -0.026    0.251    3.385    0.548  -62.553    3.844   -0.734
  1.00  5.0  -0.098    0.250    3.373    0.547  -45.344    3.842   -0.576
  1.50  5.0  -0.246    0.248    3.357    0.547  -31.778    3.839   -0.394
  2.00  5.0  -0.383    0.245    3.344    0.548  -24.791    3.835   -0.263
  3.00  5.0  -0.476    0.241    3.323    0.550  -17.443    3.828   -0.076
  5.00  5.0  -0.502    0.233    3.293    0.575  -11.234    3.818    0.169
 10.00  5.0  -0.509    0.244    3.221    0.779   -6.215    3.847    0.519
 30.00  5.0  -0.511    0.663    2.992    1.190   -2.671    4.045    1.065
100.00  5.0  -0.511    0.957    2.780    1.648   -1.024    4.269    1.611
  0.01  6.0   0.215    0.251    3.368    0.557  -99.999  -99.999  -99.999
  0.10  6.0   0.214    0.251    3.367    0.557  -99.999  -99.999  -99.999
  0.20  6.0   0.213    0.251    3.367    0.557  -99.999  -99.999  -99.999
  0.40  6.0   0.207    0.251    3.365    0.557  -99.999  -99.999  -99.999
  0.70  6.0   0.189    0.251    3.361    0.557  -63.324    3.844   -0.735
  1.00  6.0   0.161    0.250    3.355    0.557  -45.798    3.842   -0.576
  1.50  6.0   0.093    0.248    3.346    0.557  -31.992    3.839   -0.394
  2.00  6.0   0.001    0.245    3.337    0.557  -24.895    3.835   -0.263
  3.00  6.0  -0.212    0.241    3.321    0.558  -17.471    3.828   -0.076
  5.00  6.0  -0.420    0.234    3.292    0.580  -11.240    3.818    0.169
 10.00  6.0  -0.491    0.244    3.221    0.781   -6.217    3.847    0.519
 30.00  6.0  -0.509    0.663    2.992    1.190   -2.671    4.045    1.065
100.00  6.0  -0.511    0.957    2.780    1.648   -1.024    4.269    1.611
  0.01  7.0   0.712    0.251    3.310    0.625  -99.999  -99.999  -99.999
  0.10  7.0   0.711    0.251    3.310    0.625  -99.999  -99.999  -99.999
  0.20  7.0   0.711    0.251    3.310    0.625  -99.999  -99.999  -99.999
  0.40  7.0   0.708    0.251    3.310    0.625  -99.999  -99.999  -99.999
  0.70  7.0   0.701    0.251    3.309    0.625  -66.434    3.844   -0.736
  1.00  7.0   0.689    0.250    3.310    0.625  -47.817    3.842   -0.577
  1.50  7.0   0.662    0.248    3.309    0.626  -33.062    3.839   -0.394
  2.00  7.0   0.622    0.245    3.308    0.628  -25.492    3.835   -0.263
  3.00  7.0   0.510    0.241    3.304    0.631  -17.747    3.828   -0.076
  5.00  7.0   0.187    0.235    3.287    0.646  -11.330    3.818    0.168
 10.00  7.0  -0.315    0.247    3.220    0.799   -6.228    3.847    0.518
 30.00  7.0  -0.490    0.663    2.992    1.190   -2.671    4.045    1.065
100.00  7.0  -0.509    0.957    2.780    1.648   -1.024    4.269    1.611
  0.01  8.0   1.936    0.251    3.265    0.835  -99.999  -99.999  -99.999
  0.10  8.0   1.936    0.251    3.265    0.835  -99.999  -99.999  -99.999
  0.20  8.0   1.935    0.251    3.265    0.836  -99.999  -99.999  -99.999
  0.40  8.0   1.934    0.251    3.265    0.836  -99.999  -99.999  -99.999
  0.70  8.0   1.931    0.251    3.265    0.836  -74.234    3.844   -0.740
  1.00  8.0   1.926    0.250    3.266    0.836  -52.943    3.842   -0.582
  1.50  8.0   1.913    0.248    3.267    0.837  -36.217    3.839   -0.401
  2.00  8.0   1.895    0.245    3.268    0.839  -27.738    3.835   -0.270
  3.00  8.0   1.844    0.241    3.268    0.842  -19.104    3.828   -0.084
  5.00  8.0   1.681    0.236    3.260    0.854  -11.979    3.818    0.160
 10.00  8.0   0.982    0.257    3.211    0.905   -6.380    3.846    0.515
 30.00  8.0  -0.302    0.666    2.991    1.191   -2.678    4.045    1.065
100.00  8.0  -0.492    0.957    2.780    1.648   -1.024    4.269    1.611
  0.01  9.0   4.669    0.251    3.194    0.970  -99.999  -99.999  -99.999
  0.10  9.0   4.669    0.251    3.194    0.970  -99.999  -99.999  -99.999
  0.20  9.0   4.669    0.251    3.194    0.970  -99.999  -99.999  -99.999
  0.40  9.0   4.669    0.251    3.194    0.970  -99.999  -99.999  -99.999
  0.70  9.0   4.667    0.251    3.194    0.970  -93.301    3.844   -0.739
  1.00  9.0   4.665    0.250    3.195    0.970  -66.090    3.842   -0.587
  1.50  9.0   4.659    0.248    3.196    0.971  -44.773    3.839   -0.413
  2.00  9.0   4.650    0.245    3.197    0.971  -34.013    3.835   -0.287
  3.00  9.0   4.627    0.241    3.198    0.972  -23.112    3.828   -0.105
  5.00  9.0   4.551    0.236    3.193    0.976  -14.192    3.818    0.133
 10.00  9.0   4.197    0.260    3.161    1.001   -7.303    3.846    0.494
 30.00  9.0   1.461    0.691    2.987    1.198   -2.760    4.043    1.063
100.00  9.0  -0.324    0.959    2.779    1.648   -1.026    4.269    1.611
  0.01 10.0  10.607    0.251    3.050    1.100  -99.999  -99.999  -99.999
  0.10 10.0  10.607    0.251    3.050    1.100  -99.999  -99.999  -99.999
  0.20 10.0  10.607    0.251    3.050    1.100  -99.999  -99.999  -99.999
  0.40 10.0  10.607    0.251    3.050    1.100  -99.999  -99.999  -99.999
  0.70 10.0  10.606    0.251    3.050    1.100  -99.999  -99.999  -99.999
  1.00 10.0  10.605    0.250    3.051    1.100  -95.787    3.842   -0.594
  1.50 10.0  10.602    0.248    3.052    1.100  -64.499    3.839   -0.420
  2.00 10.0  10.598    0.245    3.053    1.100  -48.754    3.835   -0.296
  3.00 10.0  10.587    0.241    3.054    1.100  -32.876    3.828   -0.120
  5.00 10.0  10.552    0.236    3.053    1.103  -19.985    3.818    0.113
 10.00 10.0  10.387    0.260    3.039    1.117  -10.112    3.846    0.474
 30.00 10.0   8.652    0.718    2.949    1.243   -3.413    4.041    1.060
100.00 10.0   1.351    0.981    2.779    1.649   -1.049    4.269    1.610
  0.01 11.0  23.423    0.251    2.889    1.335  -99.999  -99.999  -99.999
  0.10 11.0  23.423    0.251    2.889    1.335  -99.999  -99.999  -99.999
  0.20 11.0  23.423    0.251    2.889    1.335  -99.999  -99.999  -99.999
  0.40 11.0  23.423    0.251    2.889    1.335  -99.999  -99.999  -99.999
  0.70 11.0  23.422    0.251    2.889    1.335  -99.999  -99.999  -99.999
  1.00 11.0  23.422    0.250    2.889    1.335  -99.999  -99.999  -99.999
  1.50 11.0  23.420    0.248    2.890    1.335  -99.999  -99.999  -99.999
  2.00 11.0  23.419    0.245    2.891    1.335  -80.923    3.835   -0.295
  3.00 11.0  23.413    0.241    2.893    1.335  -54.273    3.828   -0.119
  5.00 11.0  23.397    0.236    2.893    1.336  -32.758    3.818    0.110
 10.00 11.0  23.321    0.260    2.888    1.341  -16.393    3.846    0.461
 30.00 11.0  22.504    0.720    2.857    1.392   -5.312    4.041    1.054
100.00 11.0  14.011    1.072    2.772    1.665   -1.326    4.268    1.607
     end
 neg. daughter Sc50 z=21 n=29 a=50 Q=  5.4770
 pos. daughter Ca50 z=20 n=30 a=50 Q= -5.4770
                      +++ Sc50 --> Ca50 +++      --- Ca50 --> Sc50 ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003  -99.999  -99.999  -99.999   -1.306  -99.999    0.246
