 Q values are the nuclear mass differences (parent - daughter) in MeV.

     t9 = temperature (T(K) / 10^9)
     lrho = log base 10 of the product of the density (g * cm^-3) and
            the electron fraction
     uf = electron kinetic chemical potential (MeV)
     lbeta+ = log base 10 of the positron decay rate (s^-1)
     lfte- = log base 10 of the effective ft value for electron
             capture (s)
     lnu = log base 10 of the average energy of the emitted neutrinos
           in both positron emission and electron capture (MeV)
     lbeta- = log base 10 of the electron decay rate (s^-1)
     lfte+ = log base 10 of the effective ft value for positron
             capture (s)
     lnubar = log base 10 of the average energy of the emitted
              antineutrinos in both electron emission and positron 
              capture (MeV) 

 neg. daughter H1   z= 1 n= 0 a= 1 Q=  1.2933
 pos. daughter N01  z= 0 n= 1 a= 1 Q= -1.2933
                      +++ H1   --> N01  +++      --- N01  --> H1   ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  2.00 10.0  10.598  -22.598    5.364    0.075  -15.619    5.541   -0.302
  3.00 10.0  10.587  -16.366    5.298    0.135  -10.614    5.309   -0.134
  5.00 10.0  10.552  -10.477    5.134    0.271   -6.388    4.978    0.071
 10.00 10.0  10.387   -5.124    4.680    0.632   -2.977    4.507    0.326
 30.00 10.0   8.652   -1.349    3.640    1.196   -0.852    4.207    0.978
100.00 10.0   1.351   -0.416    3.477    1.640   -0.501    4.359    1.619
  0.01 11.0  23.423  -99.999    4.006    1.052  -99.999  -99.999  -99.999
  0.10 11.0  23.423  -99.999    4.006    1.052  -99.999  -99.999  -99.999
  0.20 11.0  23.423  -99.999    4.006    1.052  -99.999  -99.999  -99.999
  0.40 11.0  23.423  -88.760    4.006    1.052  -99.999  -99.999  -99.999
  0.70 11.0  23.422  -54.389    4.006    1.052  -99.999  -99.999  -99.999
  1.00 11.0  23.422  -40.353    4.006    1.052  -94.553  -99.999   -0.595
  1.50 11.0  23.420  -28.649    4.006    1.053  -63.525    5.691   -0.423
  2.00 11.0  23.419  -22.598    4.006    1.053  -47.905    5.541   -0.302
  3.00 11.0  23.413  -16.366    4.006    1.054  -32.141    5.309   -0.135
  5.00 11.0  23.397  -10.477    4.004    1.057  -19.314    4.978    0.069
 10.00 11.0  23.321   -5.124    3.995    1.075   -9.459    4.507    0.317
 30.00 11.0  22.504   -1.346    3.719    1.302   -3.035    4.207    0.940
100.00 11.0  14.011   -0.300    3.484    1.654   -0.866    4.363    1.616
     end
 neg. daughter Ti49 z=22 n=27 a=49 Q=  2.5170
 pos. daughter Sc49 z=21 n=28 a=49 Q= -2.5170
                      +++ Ti49 --> Sc49 +++      --- Sc49 --> Ti49 ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003  -99.999  -99.999  -99.999   -3.685  -99.999    0.072
  0.10  1.0  -0.058  -99.999  -99.999  -99.999   -3.685    7.521    0.072
  0.20  1.0  -0.134  -91.276    5.409   -1.279   -3.685    7.033    0.072
  0.40  1.0  -0.306  -49.236    5.403   -0.970   -3.685    6.637    0.072
  0.70  1.0  -0.503  -30.793    5.393   -0.715   -3.685    6.368    0.072
  1.00  1.0  -0.511  -23.320    5.381   -0.547   -3.685    6.216    0.072
  1.50  1.0  -0.511  -17.258    5.358   -0.352   -3.685    6.056    0.073
  2.00  1.0  -0.511  -13.965    5.333   -0.207   -3.686    5.944    0.074
  3.00  1.0  -0.511  -10.428    5.269    0.025   -3.692    5.767    0.095
  5.00  1.0  -0.511   -7.184    5.053    0.365   -3.641    5.423    0.302
 10.00  1.0  -0.511   -3.764    4.547    0.723   -1.975    4.792    0.603
 30.00  1.0  -0.511   -0.951    3.706    1.163   -0.773    4.358    1.074
100.00  1.0  -0.511   -0.058    3.468    1.635   -0.680    4.429    1.615
  0.01  2.0  -0.001  -99.999  -99.999  -99.999   -3.685  -99.999    0.072
  0.10  2.0  -0.038  -99.999  -99.999  -99.999   -3.685    7.521    0.072
  0.20  2.0  -0.095  -91.276    5.409   -1.279   -3.685    7.033    0.072
  0.40  2.0  -0.227  -49.236    5.403   -0.970   -3.685    6.637    0.072
  0.70  2.0  -0.446  -30.793    5.393   -0.715   -3.685    6.368    0.072
  1.00  2.0  -0.506  -23.320    5.381   -0.547   -3.685    6.216    0.072
  1.50  2.0  -0.511  -17.258    5.358   -0.352   -3.685    6.056    0.073
  2.00  2.0  -0.511  -13.965    5.333   -0.207   -3.686    5.944    0.074
  3.00  2.0  -0.511  -10.428    5.269    0.025   -3.692    5.767    0.095
  5.00  2.0  -0.511   -7.184    5.053    0.365   -3.641    5.423    0.302
 10.00  2.0  -0.511   -3.764    4.547    0.723   -1.975    4.792    0.603
 30.00  2.0  -0.511   -0.951    3.706    1.163   -0.773    4.358    1.074
100.00  2.0  -0.511   -0.058    3.468    1.635   -0.680    4.429    1.615
  0.01  3.0   0.002  -99.999  -99.999  -99.999   -3.685  -99.999    0.072
  0.10  3.0  -0.018  -99.999  -99.999  -99.999   -3.685    7.521    0.072
  0.20  3.0  -0.055  -91.276    5.409   -1.279   -3.685    7.033    0.072
  0.40  3.0  -0.147  -49.236    5.403   -0.970   -3.685    6.637    0.072
  0.70  3.0  -0.314  -30.793    5.393   -0.715   -3.685    6.368    0.072
  1.00  3.0  -0.465  -23.320    5.381   -0.547   -3.685    6.216    0.072
  1.50  3.0  -0.506  -17.258    5.358   -0.352   -3.685    6.056    0.073
  2.00  3.0  -0.510  -13.965    5.333   -0.207   -3.686    5.944    0.074
  3.00  3.0  -0.511  -10.428    5.269    0.025   -3.692    5.767    0.095
  5.00  3.0  -0.511   -7.184    5.053    0.365   -3.641    5.423    0.302
 10.00  3.0  -0.511   -3.764    4.547    0.723   -1.975    4.792    0.603
 30.00  3.0  -0.511   -0.951    3.706    1.163   -0.773    4.358    1.074
100.00  3.0  -0.511   -0.058    3.468    1.635   -0.680    4.429    1.615
  0.01  4.0   0.012  -99.999  -99.999  -99.999   -3.686  -99.999    0.071
  0.10  4.0   0.005  -99.999  -99.999  -99.999   -3.685    7.521    0.072
  0.20  4.0  -0.013  -91.276    5.409   -1.279   -3.685    7.033    0.072
  0.40  4.0  -0.067  -49.236    5.403   -0.970   -3.685    6.637    0.072
  0.70  4.0  -0.174  -30.793    5.393   -0.715   -3.685    6.368    0.072
  1.00  4.0  -0.302  -23.320    5.381   -0.547   -3.685    6.216    0.072
  1.50  4.0  -0.464  -17.257    5.358   -0.352   -3.685    6.056    0.072
  2.00  4.0  -0.497  -13.965    5.333   -0.207   -3.686    5.945    0.074
  3.00  4.0  -0.507  -10.428    5.269    0.025   -3.692    5.767    0.095
  5.00  4.0  -0.510   -7.184    5.053    0.365   -3.641    5.423    0.301
 10.00  4.0  -0.511   -3.764    4.547    0.723   -1.975    4.792    0.603
 30.00  4.0  -0.511   -0.951    3.706    1.163   -0.773    4.358    1.074
100.00  4.0  -0.511   -0.058    3.468    1.635   -0.680    4.429    1.615
  0.01  5.0   0.053  -99.999  -99.999  -99.999   -3.691  -99.999    0.068
  0.10  5.0   0.052  -99.999  -99.999  -99.999   -3.691    7.521    0.068
  0.20  5.0   0.047  -91.276    5.409   -1.279   -3.690    7.033    0.068
  0.40  5.0   0.026  -49.236    5.403   -0.970   -3.690    6.637    0.069
  0.70  5.0  -0.026  -30.793    5.393   -0.715   -3.689    6.368    0.070
  1.00  5.0  -0.098  -23.320    5.381   -0.547   -3.688    6.216    0.070
  1.50  5.0  -0.246  -17.256    5.358   -0.352   -3.688    6.057    0.071
  2.00  5.0  -0.383  -13.963    5.334   -0.207   -3.688    5.946    0.072
  3.00  5.0  -0.476  -10.427    5.269    0.026   -3.693    5.767    0.092
  5.00  5.0  -0.502   -7.184    5.053    0.366   -3.641    5.423    0.300
 10.00  5.0  -0.509   -3.764    4.547    0.723   -1.975    4.792    0.603
 30.00  5.0  -0.511   -0.951    3.706    1.163   -0.773    4.358    1.074
100.00  5.0  -0.511   -0.058    3.468    1.635   -0.680    4.429    1.615
  0.01  6.0   0.215  -99.999  -99.999  -99.999   -3.720  -99.999    0.050
  0.10  6.0   0.214  -99.999    5.416  -99.999   -3.720    7.521    0.050
  0.20  6.0   0.213  -91.276    5.412   -1.278   -3.720    7.033    0.050
  0.40  6.0   0.207  -49.236    5.406   -0.969   -3.719    6.637    0.051
  0.70  6.0   0.189  -30.793    5.397   -0.715   -3.718    6.368    0.052
  1.00  6.0   0.161  -23.320    5.386   -0.547   -3.716    6.216    0.054
  1.50  6.0   0.093  -17.256    5.363   -0.351   -3.712    6.057    0.058
  2.00  6.0   0.001  -13.961    5.338   -0.207   -3.709    5.947    0.061
  3.00  6.0  -0.212  -10.421    5.272    0.026   -3.705    5.771    0.073
  5.00  6.0  -0.420   -7.180    5.055    0.367   -3.646    5.426    0.289
 10.00  6.0  -0.491   -3.763    4.547    0.724   -1.975    4.792    0.603
 30.00  6.0  -0.509   -0.951    3.706    1.163   -0.773    4.358    1.074
100.00  6.0  -0.511   -0.058    3.468    1.635   -0.680    4.429    1.615
  0.01  7.0   0.712  -99.999  -99.999  -99.999   -3.922  -99.999   -0.053
  0.10  7.0   0.711  -99.999    5.466   -1.585   -3.922    7.521   -0.053
  0.20  7.0   0.711  -91.276    5.466   -1.281   -3.921    7.033   -0.053
  0.40  7.0   0.708  -49.236    5.466   -0.974   -3.920    6.637   -0.051
  0.70  7.0   0.701  -30.793    5.461   -0.716   -3.916    6.368   -0.047
  1.00  7.0   0.689  -23.320    5.444   -0.544   -3.910    6.216   -0.040
  1.50  7.0   0.662  -17.256    5.409   -0.346   -3.897    6.057   -0.027
  2.00  7.0   0.622  -13.961    5.376   -0.203   -3.881    5.948   -0.013
  3.00  7.0   0.510  -10.417    5.304    0.023   -3.847    5.774    0.014
  5.00  7.0   0.187   -7.168    5.077    0.372   -3.712    5.434    0.220
 10.00  7.0  -0.315   -3.759    4.551    0.729   -1.978    4.795    0.600
 30.00  7.0  -0.490   -0.951    3.706    1.163   -0.773    4.358    1.074
100.00  7.0  -0.509   -0.058    3.468    1.635   -0.680    4.429    1.615
  0.01  8.0   1.936  -99.999    5.466   -2.587   -7.321  -99.999   -1.279
  0.10  8.0   1.936  -99.999    5.466   -1.585   -7.262  -99.999   -1.224
  0.20  8.0   1.935  -91.276    5.466   -1.280   -7.122    7.033   -1.114
  0.40  8.0   1.934  -49.236    5.466   -0.971   -6.792    6.637   -0.913
  0.70  8.0   1.931  -30.793    5.466   -0.716   -6.372    6.368   -0.711
  1.00  8.0   1.926  -23.320    5.466   -0.552   -6.050    6.216   -0.575
  1.50  8.0   1.913  -17.256    5.466   -0.362   -5.652    6.057   -0.424
  2.00  8.0   1.895  -13.961    5.463   -0.220   -5.361    5.948   -0.321
  3.00  8.0   1.844  -10.417    5.429    0.006   -4.952    5.774   -0.185
  5.00  8.0   1.681   -7.163    5.232    0.367   -4.226    5.437    0.260
 10.00  8.0   0.982   -3.743    4.592    0.753   -2.024    4.806    0.575
 30.00  8.0  -0.302   -0.946    3.706    1.163   -0.779    4.359    1.073
100.00  8.0  -0.492   -0.057    3.468    1.635   -0.681    4.429    1.615
  0.01  9.0   4.669  -99.999    5.469    0.324  -99.999  -99.999  -99.999
  0.10  9.0   4.669  -99.999    5.469    0.324  -99.999  -99.999  -99.999
  0.20  9.0   4.669  -91.276    5.469    0.324  -75.484  -99.999   -1.293
  0.40  9.0   4.669  -49.236    5.469    0.325  -41.037    6.637   -0.998
  0.70  9.0   4.667  -30.793    5.469    0.326  -25.935    6.368   -0.745
  1.00  9.0   4.665  -23.320    5.469    0.329  -19.661    6.216   -0.524
  1.50  9.0   4.659  -17.256    5.470    0.335  -14.425    6.057   -0.265
  2.00  9.0   4.650  -13.961    5.470    0.344  -11.580    5.948   -0.129
  3.00  9.0   4.627  -10.417    5.469    0.369   -8.445    5.774    0.078
  5.00  9.0   4.551   -7.163    5.418    0.469   -5.297    5.437    0.313
 10.00  9.0   4.197   -3.738    4.774    0.785   -2.420    4.809    0.468
 30.00  9.0   1.461   -0.914    3.712    1.168   -0.846    4.363    1.064
100.00  9.0  -0.324   -0.055    3.468    1.635   -0.684    4.429    1.615
  0.01 10.0  10.607  -99.999    4.776    0.544  -99.999  -99.999  -99.999
  0.10 10.0  10.607  -99.999    4.775    0.544  -99.999  -99.999  -99.999
  0.20 10.0  10.607  -91.276    4.775    0.544  -99.999  -99.999  -99.999
  0.40 10.0  10.607  -49.236    4.775    0.544  -99.999  -99.999  -99.999
  0.70 10.0  10.606  -30.793    4.774    0.544  -65.676    6.368   -0.747
  1.00 10.0  10.605  -23.320    4.773    0.545  -46.635    6.216   -0.594
  1.50 10.0  10.602  -17.256    4.770    0.546  -31.662    6.057   -0.422
  2.00 10.0  10.598  -13.961    4.765    0.549  -24.068    5.948   -0.301
  3.00 10.0  10.587  -10.417    4.750    0.555  -16.324    5.774   -0.134
  5.00 10.0  10.552   -7.163    4.692    0.579   -9.886    5.437    0.068
 10.00 10.0  10.387   -3.738    4.463    0.738   -4.752    4.809    0.311
 30.00 10.0   8.652   -0.878    3.736    1.190   -1.503    4.368    1.011
100.00 10.0   1.351   -0.029    3.468    1.636   -0.716    4.430    1.615
  0.01 11.0  23.423  -99.999    3.911    1.099  -99.999  -99.999  -99.999
  0.10 11.0  23.423  -99.999    3.911    1.099  -99.999  -99.999  -99.999
  0.20 11.0  23.423  -91.276    3.911    1.099  -99.999  -99.999  -99.999
  0.40 11.0  23.423  -49.236    3.911    1.099  -99.999  -99.999  -99.999
  0.70 11.0  23.422  -30.793    3.911    1.099  -99.999  -99.999  -99.999
  1.00 11.0  23.422  -23.320    3.911    1.099  -99.999  -99.999  -99.999
  1.50 11.0  23.420  -17.256    3.911    1.099  -74.680    6.057   -0.424
  2.00 11.0  23.419  -13.961    3.911    1.099  -56.326    5.948   -0.304
  3.00 11.0  23.413  -10.417    3.910    1.100  -37.827    5.774   -0.137
  5.00 11.0  23.397   -7.163    3.902    1.104  -22.792    5.437    0.065
 10.00 11.0  23.321   -3.738    3.870    1.124  -11.224    4.809    0.307
 30.00 11.0  22.504   -0.875    3.681    1.297   -3.692    4.369    0.987
100.00 11.0  14.011    0.080    3.468    1.649   -1.081    4.433    1.612
     end
 neg. daughter V49  z=23 n=26 a=49 Q= -0.0909
 pos. daughter Ti49 z=22 n=27 a=49 Q=  0.0909
                      +++ V49  --> Ti49 +++      --- Ti49 --> V49  ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003  -99.999    6.090   -0.220  -99.999  -99.999  -99.999
  0.10  1.0  -0.058  -66.004    6.088   -0.214  -74.478    8.056   -0.371
  0.20  1.0  -0.134  -36.894    6.083   -0.206  -39.679    7.540   -0.350
  0.40  1.0  -0.306  -22.360    6.075   -0.186  -22.279    7.113   -0.310
  0.70  1.0  -0.503  -15.920    6.074   -0.149  -14.813    6.821   -0.249
  1.00  1.0  -0.511  -12.786    6.077   -0.108  -11.793    6.659   -0.191
  1.50  1.0  -0.511  -10.143    6.075   -0.040   -9.333    6.503   -0.115
  2.00  1.0  -0.511   -8.724    6.049    0.022   -7.972    6.401   -0.056
  3.00  1.0  -0.511   -7.072    5.863    0.139   -6.375    6.148    0.082
  5.00  1.0  -0.511   -5.229    5.309    0.362   -4.615    5.536    0.324
 10.00  1.0  -0.511   -2.883    4.479    0.675   -2.621    4.861    0.603
 30.00  1.0  -0.511   -0.682    3.564    1.126   -1.188    4.414    1.106
100.00  1.0  -0.511    0.082    3.277    1.626   -0.813    4.454    1.624
  0.01  2.0  -0.001  -99.999    6.090   -0.220  -99.999  -99.999  -99.999
  0.10  2.0  -0.038  -66.004    6.088   -0.214  -74.478    8.056   -0.371
  0.20  2.0  -0.095  -36.894    6.083   -0.206  -39.679    7.540   -0.350
  0.40  2.0  -0.227  -22.360    6.075   -0.186  -22.279    7.113   -0.310
  0.70  2.0  -0.446  -15.920    6.074   -0.149  -14.813    6.821   -0.249
  1.00  2.0  -0.506  -12.786    6.077   -0.108  -11.793    6.659   -0.191
  1.50  2.0  -0.511  -10.143    6.075   -0.040   -9.333    6.503   -0.115
  2.00  2.0  -0.511   -8.724    6.049    0.022   -7.972    6.401   -0.056
  3.00  2.0  -0.511   -7.072    5.863    0.139   -6.375    6.148    0.082
  5.00  2.0  -0.511   -5.229    5.309    0.362   -4.615    5.536    0.324
 10.00  2.0  -0.511   -2.883    4.479    0.675   -2.621    4.861    0.603
 30.00  2.0  -0.511   -0.682    3.564    1.126   -1.188    4.414    1.106
100.00  2.0  -0.511    0.082    3.277    1.626   -0.813    4.454    1.624
  0.01  3.0   0.002  -99.999    6.090   -0.219  -99.999  -99.999  -99.999
  0.10  3.0  -0.018  -66.004    6.088   -0.214  -74.479    8.056   -0.371
  0.20  3.0  -0.055  -36.894    6.082   -0.206  -39.679    7.540   -0.350
  0.40  3.0  -0.147  -22.360    6.075   -0.186  -22.279    7.113   -0.310
  0.70  3.0  -0.314  -15.920    6.074   -0.149  -14.813    6.821   -0.250
  1.00  3.0  -0.465  -12.786    6.077   -0.108  -11.793    6.659   -0.192
  1.50  3.0  -0.506  -10.143    6.075   -0.040   -9.334    6.503   -0.116
  2.00  3.0  -0.510   -8.724    6.049    0.022   -7.972    6.401   -0.056
  3.00  3.0  -0.511   -7.072    5.863    0.139   -6.375    6.148    0.082
  5.00  3.0  -0.511   -5.229    5.309    0.362   -4.615    5.536    0.324
 10.00  3.0  -0.511   -2.883    4.479    0.675   -2.621    4.861    0.603
 30.00  3.0  -0.511   -0.682    3.564    1.126   -1.188    4.414    1.106
100.00  3.0  -0.511    0.082    3.277    1.626   -0.813    4.454    1.624
  0.01  4.0   0.012  -99.999    6.090   -0.216  -99.999  -99.999  -99.999
  0.10  4.0   0.005  -66.004    6.087   -0.212  -74.486    8.056   -0.371
  0.20  4.0  -0.013  -36.894    6.081   -0.205  -39.685    7.540   -0.350
  0.40  4.0  -0.067  -22.360    6.074   -0.185  -22.283    7.113   -0.311
  0.70  4.0  -0.174  -15.920    6.074   -0.148  -14.816    6.821   -0.260
  1.00  4.0  -0.302  -12.786    6.076   -0.108  -11.795    6.659   -0.207
  1.50  4.0  -0.464  -10.143    6.075   -0.039   -9.334    6.503   -0.123
  2.00  4.0  -0.497   -8.724    6.049    0.023   -7.972    6.401   -0.059
  3.00  4.0  -0.507   -7.072    5.863    0.139   -6.375    6.148    0.082
  5.00  4.0  -0.510   -5.229    5.309    0.362   -4.615    5.536    0.324
 10.00  4.0  -0.511   -2.883    4.479    0.675   -2.621    4.861    0.603
 30.00  4.0  -0.511   -0.682    3.564    1.126   -1.188    4.414    1.106
100.00  4.0  -0.511    0.082    3.277    1.626   -0.813    4.454    1.624
  0.01  5.0   0.053  -99.999    6.077   -0.200  -99.999  -99.999  -99.999
  0.10  5.0   0.052  -66.004    6.075   -0.199  -74.528    8.056   -0.371
  0.20  5.0   0.047  -36.894    6.071   -0.194  -39.725    7.540   -0.350
  0.40  5.0   0.026  -22.360    6.067   -0.176  -22.317    7.113   -0.321
  0.70  5.0  -0.026  -15.920    6.070   -0.142  -14.842    6.821   -0.311
  1.00  5.0  -0.098  -12.786    6.074   -0.103  -11.815    6.659   -0.278
  1.50  5.0  -0.246  -10.143    6.073   -0.036   -9.346    6.504   -0.184
  2.00  5.0  -0.383   -8.723    6.049    0.025   -7.978    6.402   -0.089
  3.00  5.0  -0.476   -7.071    5.862    0.140   -6.377    6.148    0.074
  5.00  5.0  -0.502   -5.229    5.309    0.363   -4.615    5.536    0.323
 10.00  5.0  -0.509   -2.883    4.479    0.675   -2.621    4.861    0.603
 30.00  5.0  -0.511   -0.682    3.564    1.126   -1.188    4.414    1.106
100.00  5.0  -0.511    0.082    3.277    1.626   -0.813    4.454    1.624
  0.01  6.0   0.215  -99.999    6.023   -0.134  -99.999  -99.999  -99.999
  0.10  6.0   0.214  -66.004    6.023   -0.133  -74.771    8.056   -0.371
  0.20  6.0   0.213  -36.894    6.023   -0.131  -39.968    7.540   -0.442
  0.40  6.0   0.207  -22.360    6.027   -0.121  -22.554    7.113   -0.462
  0.70  6.0   0.189  -15.920    6.042   -0.097  -15.053    6.821   -0.429
  1.00  6.0   0.161  -12.786    6.055   -0.067  -11.988    6.659   -0.378
  1.50  6.0   0.093  -10.143    6.062   -0.013   -9.458    6.504   -0.272
  2.00  6.0   0.001   -8.722    6.040    0.039   -8.046    6.402   -0.168
  3.00  6.0  -0.212   -7.067    5.857    0.147   -6.400    6.149    0.020
  5.00  6.0  -0.420   -5.226    5.308    0.364   -4.619    5.536    0.312
 10.00  6.0  -0.491   -2.883    4.479    0.676   -2.622    4.861    0.602
 30.00  6.0  -0.509   -0.682    3.564    1.126   -1.189    4.414    1.106
100.00  6.0  -0.511    0.082    3.277    1.626   -0.813    4.454    1.624
  0.01  7.0   0.712  -99.999    5.964    0.049  -99.999  -99.999  -99.999
  0.10  7.0   0.711  -66.004    5.964    0.049  -80.150    8.056   -1.592
  0.20  7.0   0.711  -36.894    5.964    0.050  -43.882    7.540   -1.293
  0.40  7.0   0.708  -22.360    5.973    0.054  -25.289    7.113   -0.980
  0.70  7.0   0.701  -15.920    5.995    0.063  -16.889    6.821   -0.691
  1.00  7.0   0.689  -12.786    6.012    0.072  -13.274    6.659   -0.516
  1.50  7.0   0.662  -10.143    6.014    0.087  -10.217    6.504   -0.330
  2.00  7.0   0.622   -8.722    5.978    0.101   -8.534    6.403   -0.217
  3.00  7.0   0.510   -7.065    5.796    0.161   -6.638    6.150   -0.044
  5.00  7.0   0.187   -5.218    5.294    0.369   -4.678    5.536    0.247
 10.00  7.0  -0.315   -2.879    4.479    0.680   -2.628    4.861    0.589
 30.00  7.0  -0.490   -0.681    3.564    1.126   -1.189    4.414    1.106
100.00  7.0  -0.509    0.082    3.277    1.626   -0.813    4.454    1.624
  0.01  8.0   1.936  -99.999    5.831    0.244  -99.999  -99.999  -99.999
  0.10  8.0   1.936  -66.004    5.831    0.243  -99.999  -99.999  -99.999
  0.20  8.0   1.935  -36.894    5.828    0.242  -71.402    7.540   -1.294
  0.40  8.0   1.934  -22.360    5.794    0.224  -38.524    7.113   -1.000
  0.70  8.0   1.931  -15.920    5.728    0.190  -24.070    6.821   -0.765
  1.00  8.0   1.926  -12.786    5.678    0.168  -18.097    6.659   -0.608
  1.50  8.0   1.913  -10.143    5.614    0.153  -13.229    6.504   -0.397
  2.00  8.0   1.895   -8.722    5.558    0.155  -10.615    6.403   -0.244
  3.00  8.0   1.844   -7.065    5.440    0.195   -7.755    6.150   -0.048
  5.00  8.0   1.681   -5.215    5.153    0.363   -5.101    5.536    0.196
 10.00  8.0   0.982   -2.864    4.470    0.692   -2.717    4.861    0.496
 30.00  8.0  -0.302   -0.677    3.563    1.126   -1.196    4.414    1.105
100.00  8.0  -0.492    0.083    3.277    1.626   -0.813    4.454    1.624
  0.01  9.0   4.669  -99.999    4.871    0.388  -99.999  -99.999  -99.999
  0.10  9.0   4.669  -66.004    4.871    0.388  -99.999  -99.999  -99.999
  0.20  9.0   4.669  -36.894    4.870    0.388  -99.999  -99.999  -99.999
  0.40  9.0   4.669  -22.360    4.859    0.390  -71.632    7.113   -0.992
  0.70  9.0   4.667  -15.920    4.834    0.395  -42.388    6.821   -0.746
  1.00  9.0   4.665  -12.786    4.814    0.398  -30.483    6.659   -0.584
  1.50  9.0   4.659  -10.143    4.790    0.403  -21.015    6.504   -0.390
  2.00  9.0   4.650   -8.722    4.773    0.408  -16.133    6.403   -0.251
  3.00  9.0   4.627   -7.065    4.741    0.422  -11.050    6.150   -0.069
  5.00  9.0   4.551   -5.215    4.664    0.472   -6.733    5.536    0.131
 10.00  9.0   4.197   -2.859    4.340    0.689   -3.379    4.860    0.356
 30.00  9.0   1.461   -0.649    3.562    1.130   -1.277    4.415    1.098
100.00  9.0  -0.324    0.085    3.277    1.626   -0.817    4.454    1.624
  0.01 10.0  10.607  -99.999    3.988    0.729  -99.999  -99.999  -99.999
  0.10 10.0  10.607  -66.004    3.988    0.729  -99.999  -99.999  -99.999
  0.20 10.0  10.607  -36.894    3.988    0.729  -99.999  -99.999  -99.999
  0.40 10.0  10.607  -22.360    3.985    0.730  -99.999  -99.999  -99.999
  0.70 10.0  10.606  -15.920    3.977    0.733  -84.317    6.821   -0.749
  1.00 10.0  10.605  -12.786    3.972    0.735  -59.601    6.659   -0.598
  1.50 10.0  10.602  -10.143    3.965    0.738  -40.200    6.504   -0.428
  2.00 10.0  10.598   -8.722    3.961    0.741  -30.387    6.403   -0.309
  3.00 10.0  10.587   -7.065    3.954    0.745  -20.428    6.150   -0.146
  5.00 10.0  10.552   -5.215    3.941    0.757  -12.278    5.536    0.048
 10.00 10.0  10.387   -2.859    3.883    0.821   -6.092    4.860    0.282
 30.00 10.0   8.652   -0.616    3.530    1.154   -2.001    4.415    1.065
100.00 10.0   1.351    0.110    3.277    1.627   -0.849    4.454    1.623
  0.01 11.0  23.423  -99.999    3.527    1.176  -99.999  -99.999  -99.999
  0.10 11.0  23.423  -66.004    3.527    1.176  -99.999  -99.999  -99.999
  0.20 11.0  23.423  -36.894    3.527    1.176  -99.999  -99.999  -99.999
  0.40 11.0  23.423  -22.360    3.525    1.176  -99.999  -99.999  -99.999
  0.70 11.0  23.422  -15.920    3.522    1.177  -99.999  -99.999  -99.999
  1.00 11.0  23.422  -12.786    3.520    1.178  -99.999  -99.999  -99.999
  1.50 11.0  23.420  -10.143    3.518    1.179  -83.232    6.504   -0.429
  2.00 11.0  23.419   -8.722    3.516    1.179  -62.658    6.403   -0.310
  3.00 11.0  23.413   -7.065    3.515    1.180  -41.941    6.150   -0.147
  5.00 11.0  23.397   -5.215    3.513    1.182  -25.190    5.536    0.048
 10.00 11.0  23.321   -2.859    3.506    1.192  -12.570    4.860    0.283
 30.00 11.0  22.504   -0.614    3.413    1.301   -4.198    4.415    1.050
100.00 11.0  14.011    0.214    3.273    1.641   -1.210    4.455    1.620
     end
 neg. daughter Cr49 z=24 n=25 a=49 Q= -2.1200
 pos. daughter V49  z=23 n=26 a=49 Q=  2.1200
                      +++ Cr49 --> V49  +++      --- V49  --> Cr49 ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003   -3.600    4.457   -0.070  -99.999  -99.999  -99.999
  0.10  1.0  -0.058   -3.600    4.455   -0.070  -99.999  -99.999  -99.999
  0.20  1.0  -0.134   -3.600    4.450   -0.070  -77.216    4.950   -1.279
  0.40  1.0  -0.306   -3.600    4.438   -0.070  -41.870    4.970   -0.970
  0.70  1.0  -0.503   -3.595    4.419   -0.067  -26.568    5.017   -0.717
  1.00  1.0  -0.511   -3.581    4.403   -0.059  -20.318    5.043   -0.553
  1.50  1.0  -0.511   -3.551    4.377   -0.027  -15.362    5.050   -0.363
  2.00  1.0  -0.511   -3.524    4.354    0.045  -12.754    5.038   -0.223
  3.00  1.0  -0.511   -3.477    4.308    0.253   -9.624    4.998   -0.014
  5.00  1.0  -0.511   -3.301    4.208    0.492   -6.566    4.909    0.260
 10.00  1.0  -0.511   -2.001    3.909    0.701   -3.841    4.690    0.614
 30.00  1.0  -0.511   -0.388    3.353    1.125   -1.762    4.369    1.106
100.00  1.0  -0.511    0.217    3.117    1.629   -0.959    4.391    1.625
  0.01  2.0  -0.001   -3.600    4.457   -0.069  -99.999  -99.999  -99.999
  0.10  2.0  -0.038   -3.600    4.455   -0.069  -99.999  -99.999  -99.999
  0.20  2.0  -0.095   -3.600    4.450   -0.070  -77.216    4.950   -1.279
  0.40  2.0  -0.227   -3.600    4.438   -0.070  -41.870    4.970   -0.970
  0.70  2.0  -0.446   -3.595    4.419   -0.067  -26.568    5.017   -0.717
  1.00  2.0  -0.506   -3.581    4.403   -0.059  -20.318    5.043   -0.553
