!17F (5/2+, 1/2+) -> 17O    e-capture   with screening effects
!USDB ,    Q (17F-17O) =2.7604 MeV 
! Experimental energies and B(GT) are used.
!
! rhoY T mu dQ Vs e-cap-rate nu-erergy-loss gamma-energy
! g/cm^3 K erg erg erg 1/s erg/s erg/s 
1.000000e+07 3.981072e+09 1.388609e-06 2.074823e-08 1.111913e-08 7.146609e-02 4.392495e-07 8.203729e-09

1.000000e+07 4.466836e+09 1.256109e-06 1.989908e-08 1.111913e-08 7.666550e-02 4.880579e-07 1.018618e-08
1.000000e+08 1.000000e+07 3.895861e-06 8.993036e-08 2.299128e-08 8.217770e-01 5.450562e-06 1.461206e-22
1.000000e+08 1.584893e+07 3.896342e-06 8.957788e-08 2.299128e-08 8.219038e-01 5.451692e-06 1.461206e-22
1.000000e+08 2.511886e+07 3.896982e-06 8.909723e-08 2.299128e-08 8.223563e-01 5.455334e-06 1.461206e-22
1.000000e+08 3.981072e+07 3.897463e-06 8.845636e-08 2.299128e-08 8.231766e-01 5.461869e-06 1.464574e-22
1.000000e+08 6.309573e+07 3.897463e-06 8.760720e-08 2.299128e-08 8.230515e-01 5.461492e-06 1.464574e-22
1.000000e+08 1.000000e+08 3.897143e-06 8.646965e-08 2.299128e-08 8.221934e-01 5.456087e-06 1.461206e-22
1.000000e+08 1.122018e+08 3.896982e-06 8.613320e-08 2.299128e-08 8.220647e-01 5.455334e-06 1.461206e-22
1.000000e+08 1.258925e+08 3.896982e-06 8.576470e-08 2.299128e-08 8.220003e-01 5.455208e-06 1.461206e-22
1.000000e+08 1.412538e+08 3.896822e-06 8.538017e-08 2.299128e-08 8.220041e-01 5.455585e-06 1.471334e-22
1.000000e+08 1.584893e+08 3.896822e-06 8.496361e-08 2.299128e-08 8.220742e-01 5.456464e-06 2.252741e-22
1.000000e+08 1.778279e+08 3.896662e-06 8.453102e-08 2.299128e-08 8.222105e-01 5.457972e-06 4.194800e-21
1.000000e+08 1.995262e+08 3.896502e-06 8.405036e-08 2.299128e-08 8.223373e-01 5.459355e-06 1.363676e-19
1.000000e+08 2.238721e+08 3.896342e-06 8.355369e-08 2.299128e-08 8.225305e-01 5.461366e-06 3.145657e-18
1.000000e+08 2.511886e+08 3.896181e-06 8.302497e-08 2.299128e-08 8.227938e-01 5.464008e-06 5.125206e-17
1.000000e+08 2.818383e+08 3.895861e-06 8.244818e-08 2.299128e-08 8.230003e-01 5.466273e-06 6.147681e-16
1.000000e+08 3.162278e+08 3.895540e-06 8.183935e-08 2.299128e-08 8.233055e-01 5.469546e-06 5.656025e-15
1.000000e+08 3.548134e+08 3.895060e-06 8.119848e-08 2.299128e-08 8.236638e-01 5.473200e-06 4.088945e-14
1.000000e+08 3.981072e+08 3.894579e-06 8.050955e-08 2.299128e-08 8.241040e-01 5.477739e-06 2.382930e-13
1.000000e+08 4.466836e+08 3.893938e-06 7.978856e-08 2.299128e-08 8.245253e-01 5.482407e-06 1.146862e-12
1.000000e+08 5.011872e+08 3.893137e-06 7.901952e-08 2.299128e-08 8.251084e-01 5.488597e-06 4.650625e-12
1.000000e+08 5.623413e+08 3.892016e-06 7.821843e-08 2.299128e-08 8.257793e-01 5.495805e-06 1.618122e-11
1.000000e+08 6.309573e+08 3.890734e-06 7.735325e-08 2.299128e-08 8.266126e-01 5.504797e-06 4.929596e-11
1.000000e+08 7.079458e+08 3.888972e-06 7.645603e-08 2.299128e-08 8.275648e-01 5.515074e-06 1.327429e-10
1.000000e+08 7.943282e+08 3.886889e-06 7.549472e-08 2.299128e-08 8.287680e-01 5.528042e-06 3.215225e-10
1.000000e+08 8.912509e+08 3.884165e-06 7.448535e-08 2.299128e-08 8.302426e-01 5.543976e-06 7.071496e-10
1.000000e+08 1.000000e+09 3.880800e-06 7.342791e-08 2.299128e-08 8.321373e-01 5.564054e-06 1.428931e-09
1.000000e+08 1.122018e+09 3.876475e-06 7.232241e-08 2.299128e-08 8.345070e-01 5.588964e-06 2.673692e-09
1.000000e+08 1.258925e+09 3.871187e-06 7.116884e-08 2.299128e-08 8.375544e-01 5.620712e-06 4.675320e-09
1.000000e+08 1.412538e+09 3.864458e-06 6.996720e-08 2.299128e-08 8.414203e-01 5.660715e-06 7.695048e-09
1.000000e+08 1.584893e+09 3.856127e-06 6.870148e-08 2.299128e-08 8.463442e-01 5.711383e-06 1.200083e-08
1.000000e+08 1.778279e+09 3.845392e-06 6.738769e-08 2.299128e-08 8.525306e-01 5.774858e-06 1.783657e-08
1.000000e+08 1.995262e+09 3.831934e-06 6.600982e-08 2.299128e-08 8.602605e-01 5.854655e-06 2.539869e-08
1.000000e+08 2.238721e+09 3.815111e-06 6.459990e-08 2.299128e-08 8.699053e-01 5.954719e-06 3.483464e-08
1.000000e+08 2.511886e+09 3.793962e-06 6.312589e-08 2.299128e-08 8.818729e-01 6.080248e-06 4.621802e-08
1.000000e+08 2.818383e+09 3.767206e-06 6.161984e-08 2.299128e-08 8.965407e-01 6.236649e-06 5.959520e-08
1.000000e+08 3.162278e+09 3.733560e-06 6.004971e-08 2.299128e-08 9.145933e-01 6.432522e-06 7.500864e-08
1.000000e+08 3.548134e+09 3.691102e-06 6.218061e-08 2.299128e-08 9.356620e-01 6.666860e-06 9.242965e-08
1.000000e+08 3.981072e+09 3.637750e-06 6.097897e-08 2.299128e-08 9.626646e-01 6.973347e-06 1.122565e-07

1.000000e+08 4.466836e+09 3.570779e-06 5.506693e-08 2.299128e-08 9.971622e-01 7.374139e-06 1.350241e-07
1.047129e+08 1.000000e+07 3.964114e-06 9.132426e-08 2.334376e-08 8.770230e-01 5.860859e-06 1.558516e-22
1.047129e+08 1.584893e+07 3.962512e-06 9.097178e-08 2.334376e-08 8.772250e-01 5.862614e-06 1.562109e-22
1.047129e+08 2.511886e+07 3.960108e-06 9.049113e-08 2.334376e-08 8.774715e-01 5.864774e-06 1.562109e-22
1.047129e+08 3.981072e+07 3.957545e-06 8.985025e-08 2.334376e-08 8.765486e-01 5.858431e-06 1.558516e-22
1.047129e+08 6.309573e+07 3.955782e-06 8.898508e-08 2.334376e-08 8.739569e-01 5.839710e-06 1.554932e-22
1.047129e+08 1.000000e+08 3.954821e-06 8.784753e-08 2.334376e-08 8.719308e-01 5.825475e-06 1.551355e-22
1.047129e+08 1.122018e+08 3.954821e-06 8.751107e-08 2.334376e-08 8.717601e-01 5.824402e-06 1.551355e-22
1.047129e+08 1.258925e+08 3.954661e-06 8.714257e-08 2.334376e-08 8.715996e-01 5.823597e-06 1.551355e-22
1.047129e+08 1.412538e+08 3.954501e-06 8.675805e-08 2.334376e-08 8.715935e-01 5.823865e-06 1.558516e-22
1.047129e+08 1.584893e+08 3.954501e-06 8.634148e-08 2.334376e-08 8.716618e-01 5.824804e-06 2.386225e-22
1.047129e+08 1.778279e+08 3.954340e-06 8.589287e-08 2.334376e-08 8.718003e-01 5.826279e-06 4.443358e-21
1.047129e+08 1.995262e+08 3.954180e-06 8.542824e-08 2.334376e-08 8.719328e-01 5.827889e-06 1.444479e-19
1.047129e+08 2.238721e+08 3.954020e-06 8.491554e-08 2.334376e-08 8.721316e-01 5.829903e-06 3.339730e-18
1.047129e+08 2.511886e+08 3.953860e-06 8.437080e-08 2.334376e-08 8.723324e-01 5.832185e-06 5.428893e-17
1.047129e+08 2.818383e+08 3.953539e-06 8.381004e-08 2.334376e-08 8.726177e-01 5.835140e-06 6.520957e-16
1.047129e+08 3.162278e+08 3.953219e-06 8.320121e-08 2.334376e-08 8.729352e-01 5.838500e-06 5.999448e-15
1.047129e+08 3.548134e+08 3.952898e-06 8.254431e-08 2.334376e-08 8.733051e-01 5.842400e-06 4.337219e-14
1.047129e+08 3.981072e+08 3.952258e-06 8.185538e-08 2.334376e-08 8.737597e-01 5.847111e-06 2.527617e-13
1.047129e+08 4.466836e+08 3.951617e-06 8.111837e-08 2.334376e-08 8.742628e-01 5.852498e-06 1.216498e-12
1.047129e+08 5.011872e+08 3.950816e-06 8.034933e-08 2.334376e-08 8.747904e-01 5.858431e-06 4.931866e-12
1.047129e+08 5.623413e+08 3.949854e-06 7.953222e-08 2.334376e-08 8.755501e-01 5.866395e-06 1.716372e-11
1.047129e+08 6.309573e+08 3.948412e-06 7.866704e-08 2.334376e-08 8.763286e-01 5.875046e-06 5.227708e-11
1.047129e+08 7.079458e+08 3.946810e-06 7.775380e-08 2.334376e-08 8.773745e-01 5.886285e-06 1.408028e-10
1.047129e+08 7.943282e+08 3.944727e-06 7.679249e-08 2.334376e-08 8.786745e-01 5.900262e-06 3.409662e-10
1.047129e+08 8.912509e+08 3.942004e-06 7.578311e-08 2.334376e-08 8.801770e-01 5.916724e-06 7.499137e-10
1.047129e+08 1.000000e+09 3.938799e-06 7.472568e-08 2.334376e-08 8.821816e-01 5.938015e-06 1.515344e-09
1.047129e+08 1.122018e+09 3.934634e-06 7.360415e-08 2.334376e-08 8.846694e-01 5.964325e-06 2.835380e-09
1.047129e+08 1.258925e+09 3.929346e-06 7.243456e-08 2.334376e-08 8.878529e-01 5.997653e-06 4.958055e-09
1.047129e+08 1.412538e+09 3.922617e-06 7.120088e-08 2.334376e-08 8.918709e-01 6.039504e-06 8.158519e-09
1.047129e+08 1.584893e+09 3.914286e-06 6.993516e-08 2.334376e-08 8.969722e-01 6.092300e-06 1.272364e-08
1.047129e+08 1.778279e+09 3.903872e-06 6.860535e-08 2.334376e-08 9.034352e-01 6.159157e-06 1.890651e-08
1.047129e+08 1.995262e+09 3.890734e-06 6.722747e-08 2.334376e-08 9.115448e-01 6.243115e-06 2.692225e-08
1.047129e+08 2.238721e+09 3.874071e-06 6.578551e-08 2.334376e-08 9.216054e-01 6.348064e-06 3.691572e-08
1.047129e+08 2.511886e+09 3.853083e-06 6.429548e-08 2.334376e-08 9.340304e-01 6.479348e-06 4.896788e-08
1.047129e+08 2.818383e+09 3.826807e-06 6.277341e-08 2.334376e-08 9.494170e-01 6.643873e-06 6.314098e-08
1.047129e+08 3.162278e+09 3.793642e-06 6.118725e-08 2.334376e-08 9.682355e-01 6.849223e-06 7.945318e-08
1.047129e+08 3.548134e+09 3.751985e-06 6.330213e-08 2.334376e-08 9.902150e-01 7.094819e-06 9.786137e-08
1.047129e+08 3.981072e+09 3.699434e-06 6.208448e-08 2.334376e-08 1.018384e+00 7.416198e-06 1.188260e-07

1.047129e+08 4.466836e+09 3.633424e-06 5.615641e-08 2.334376e-08 1.054341e+00 7.835944e-06 1.429260e-07
1.096478e+08 1.000000e+07 4.014422e-06 9.275020e-08 2.369624e-08 9.349642e-01 6.294936e-06 1.662307e-22
1.096478e+08 1.584893e+07 4.014262e-06 9.239772e-08 2.369624e-08 9.344434e-01 6.291313e-06 1.662307e-22
1.096478e+08 2.511886e+07 4.014102e-06 9.191707e-08 2.369624e-08 9.322341e-01 6.274965e-06 1.658484e-22
1.096478e+08 3.981072e+07 4.013781e-06 9.127619e-08 2.369624e-08 9.286306e-01 6.248292e-06 1.650864e-22
1.096478e+08 6.309573e+07 4.013621e-06 9.041102e-08 2.369624e-08 9.256419e-01 6.226461e-06 1.647067e-22
1.096478e+08 1.000000e+08 4.013301e-06 8.925745e-08 2.369624e-08 9.242831e-01 6.217149e-06 1.643279e-22
1.096478e+08 1.122018e+08 4.013301e-06 8.890497e-08 2.369624e-08 9.242341e-01 6.217149e-06 1.643279e-22
1.096478e+08 1.258925e+08 4.013140e-06 8.855249e-08 2.369624e-08 9.241873e-01 6.217149e-06 1.643279e-22
1.096478e+08 1.412538e+08 4.013140e-06 8.815194e-08 2.369624e-08 9.242128e-01 6.217722e-06 1.654670e-22
1.096478e+08 1.584893e+08 4.012980e-06 8.773538e-08 2.369624e-08 9.243065e-01 6.218868e-06 2.533444e-22
1.096478e+08 1.778279e+08 4.012980e-06 8.728677e-08 2.369624e-08 9.244640e-01 6.220586e-06 4.717493e-21
1.096478e+08 1.995262e+08 4.012820e-06 8.680611e-08 2.369624e-08 9.246088e-01 6.222162e-06 1.533597e-19
1.096478e+08 2.238721e+08 4.012660e-06 8.630944e-08 2.369624e-08 9.248195e-01 6.224455e-06 3.537621e-18
1.096478e+08 2.511886e+08 4.012500e-06 8.576470e-08 2.369624e-08 9.251049e-01 6.227322e-06 5.763832e-17
1.096478e+08 2.818383e+08 4.012179e-06 8.517189e-08 2.369624e-08 9.253265e-01 6.229903e-06 6.916897e-16
1.096478e+08 3.162278e+08 4.011859e-06 8.456306e-08 2.369624e-08 9.256547e-01 6.233347e-06 6.363724e-15
1.096478e+08 3.548134e+08 4.011378e-06 8.390617e-08 2.369624e-08 9.260363e-01 6.237367e-06 4.600566e-14
1.096478e+08 3.981072e+08 4.010897e-06 8.321723e-08 2.369624e-08 9.265055e-01 6.242396e-06 2.681089e-13
1.096478e+08 4.466836e+08 4.010257e-06 8.248023e-08 2.369624e-08 9.270240e-01 6.248004e-06 1.290361e-12
1.096478e+08 5.011872e+08 4.009455e-06 8.169516e-08 2.369624e-08 9.276390e-01 6.254625e-06 5.232525e-12
1.096478e+08 5.623413e+08 4.008334e-06 8.087805e-08 2.369624e-08 9.283441e-01 6.262407e-06 1.820586e-11
1.096478e+08 6.309573e+08 4.007212e-06 8.001287e-08 2.369624e-08 9.292916e-01 6.272509e-06 5.546402e-11
1.096478e+08 7.079458e+08 4.005450e-06 7.908360e-08 2.369624e-08 9.303599e-01 6.284219e-06 1.493521e-10
1.096478e+08 7.943282e+08 4.003367e-06 7.810628e-08 2.369624e-08 9.316097e-01 6.298125e-06 3.616690e-10
1.096478e+08 8.912509e+08 4.000804e-06 7.709690e-08 2.369624e-08 9.332951e-01 6.316134e-06 7.954471e-10
1.096478e+08 1.000000e+09 3.997599e-06 7.602344e-08 2.369624e-08 9.353389e-01 6.338132e-06 1.606983e-09
1.096478e+08 1.122018e+09 3.993434e-06 7.490192e-08 2.369624e-08 9.379550e-01 6.366068e-06 3.007539e-09
1.096478e+08 1.258925e+09 3.988307e-06 7.371630e-08 2.369624e-08 9.412804e-01 6.401051e-06 5.257888e-09
1.096478e+08 1.412538e+09 3.981738e-06 7.248262e-08 2.369624e-08 9.454597e-01 6.444828e-06 8.651896e-09
1.096478e+08 1.584893e+09 3.973567e-06 7.118486e-08 2.369624e-08 9.508237e-01 6.500568e-06 1.348998e-08
1.096478e+08 1.778279e+09 3.963313e-06 6.985505e-08 2.369624e-08 9.575776e-01 6.570846e-06 2.004524e-08
1.096478e+08 1.995262e+09 3.950335e-06 6.844513e-08 2.369624e-08 9.660131e-01 6.658728e-06 2.854377e-08
1.096478e+08 2.238721e+09 3.933833e-06 6.700317e-08 2.369624e-08 9.765152e-01 6.768950e-06 3.913013e-08
1.096478e+08 2.511886e+09 3.913325e-06 6.549712e-08 2.369624e-08 9.894959e-01 6.906711e-06 5.190525e-08
1.096478e+08 2.818383e+09 3.887369e-06 6.395903e-08 2.369624e-08 1.005565e+00 7.079479e-06 6.689772e-08
1.096478e+08 3.162278e+09 3.854685e-06 6.235685e-08 2.369624e-08 1.025192e+00 7.294765e-06 8.416108e-08
1.096478e+08 3.548134e+09 3.813669e-06 6.443968e-08 2.369624e-08 1.048134e+00 7.552336e-06 1.036600e-07
1.096478e+08 3.981072e+09 3.761919e-06 6.320600e-08 2.369624e-08 1.077539e+00 7.889352e-06 1.258379e-07

1.096478e+08 4.466836e+09 3.696870e-06 5.726191e-08 2.369624e-08 1.115031e+00 8.329162e-06 1.512904e-07
1.148154e+08 1.000000e+07 4.064570e-06 9.419216e-08 2.406474e-08 9.557889e-01 6.451063e-06 1.701027e-22
1.148154e+08 1.584893e+07 4.065852e-06 9.383968e-08 2.406474e-08 9.612249e-01 6.492640e-06 1.708879e-22
1.148154e+08 2.511886e+07 4.067775e-06 9.335903e-08 2.406474e-08 9.705033e-01 6.563286e-06 1.724691e-22
1.148154e+08 3.981072e+07 4.070178e-06 9.270213e-08 2.406474e-08 9.769695e-01 6.612738e-06 1.736646e-22
1.148154e+08 6.309573e+07 4.071940e-06 9.183696e-08 2.406474e-08 9.791053e-01 6.629508e-06 1.740649e-22
1.148154e+08 1.000000e+08 4.072581e-06 9.066737e-08 2.406474e-08 9.797377e-01 6.635311e-06 1.744662e-22
1.148154e+08 1.122018e+08 4.072742e-06 9.033091e-08 2.406474e-08 9.798834e-01 6.636839e-06 1.744662e-22
1.148154e+08 1.258925e+08 4.072742e-06 8.996241e-08 2.406474e-08 9.799962e-01 6.637909e-06 1.744662e-22
1.148154e+08 1.412538e+08 4.072581e-06 8.957788e-08 2.406474e-08 9.800752e-01 6.638979e-06 1.752715e-22
1.148154e+08 1.584893e+08 4.072581e-06 8.914530e-08 2.406474e-08 9.802874e-01 6.641120e-06 2.683560e-22
1.148154e+08 1.778279e+08 4.072421e-06 8.869668e-08 2.406474e-08 9.803912e-01 6.642343e-06 4.997023e-21
1.148154e+08 1.995262e+08 4.072421e-06 8.821603e-08 2.406474e-08 9.806328e-01 6.644791e-06 1.628213e-19
1.148154e+08 2.238721e+08 4.072261e-06 8.770333e-08 2.406474e-08 9.808586e-01 6.647239e-06 3.755877e-18
1.148154e+08 2.511886e+08 4.071940e-06 8.715859e-08 2.406474e-08 9.810777e-01 6.649689e-06 6.119435e-17
1.148154e+08 2.818383e+08 4.071780e-06 8.658181e-08 2.406474e-08 9.813872e-01 6.652905e-06 7.338568e-16
1.148154e+08 3.162278e+08 4.071460e-06 8.595696e-08 2.406474e-08 9.817271e-01 6.656582e-06 6.751672e-15
1.148154e+08 3.548134e+08 4.070979e-06 8.530006e-08 2.406474e-08 9.821228e-01 6.660875e-06 4.881028e-14
1.148154e+08 3.981072e+08 4.070499e-06 8.459510e-08 2.406474e-08 9.826060e-01 6.665939e-06 2.843880e-13
1.148154e+08 4.466836e+08 4.069858e-06 8.385810e-08 2.406474e-08 9.831380e-01 6.671774e-06 1.369025e-12
1.148154e+08 5.011872e+08 4.069057e-06 8.307303e-08 2.406474e-08 9.838523e-01 6.679459e-06 5.551512e-12
1.148154e+08 5.623413e+08 4.068095e-06 8.223990e-08 2.406474e-08 9.845723e-01 6.687462e-06 1.931574e-11
1.148154e+08 6.309573e+08 4.066653e-06 8.135870e-08 2.406474e-08 9.854643e-01 6.697324e-06 5.883169e-11
1.148154e+08 7.079458e+08 4.065211e-06 8.042944e-08 2.406474e-08 9.866363e-01 6.710136e-06 1.584205e-10
1.148154e+08 7.943282e+08 4.063128e-06 7.945211e-08 2.406474e-08 9.879910e-01 6.724985e-06 3.836289e-10
1.148154e+08 8.912509e+08 4.060565e-06 7.842671e-08 2.406474e-08 9.897115e-01 6.743748e-06 8.437452e-10
1.148154e+08 1.000000e+09 4.057361e-06 7.733723e-08 2.406474e-08 9.918776e-01 6.767080e-06 1.704949e-09
1.148154e+08 1.122018e+09 4.053355e-06 7.621570e-08 2.406474e-08 9.945479e-01 6.795811e-06 3.189417e-09
1.148154e+08 1.258925e+09 4.048228e-06 7.501407e-08 2.406474e-08 9.980226e-01 6.832684e-06 5.577137e-09
1.148154e+08 1.412538e+09 4.041819e-06 7.376437e-08 2.406474e-08 1.002452e+00 6.879253e-06 9.177223e-09
1.148154e+08 1.584893e+09 4.033809e-06 7.246660e-08 2.406474e-08 1.008013e+00 6.937473e-06 1.430907e-08
1.148154e+08 1.778279e+09 4.023555e-06 7.112077e-08 2.406474e-08 1.015076e+00 7.011183e-06 2.125746e-08
1.148154e+08 1.995262e+09 4.010737e-06 6.969483e-08 2.406474e-08 1.023936e+00 7.103973e-06 3.026295e-08
1.148154e+08 2.238721e+09 3.994715e-06 6.823685e-08 2.406474e-08 1.034901e+00 7.219570e-06 4.147738e-08
1.148154e+08 2.511886e+09 3.974368e-06 6.671478e-08 2.406474e-08 1.048472e+00 7.364297e-06 5.501882e-08
1.148154e+08 2.818383e+09 3.948893e-06 6.516066e-08 2.406474e-08 1.065182e+00 7.545210e-06 7.089430e-08
1.148154e+08 3.162278e+09 3.916689e-06 6.354246e-08 2.406474e-08 1.085663e+00 7.771079e-06 8.916847e-08
1.148154e+08 3.548134e+09 3.876154e-06 6.560927e-08 2.406474e-08 1.109624e+00 8.041393e-06 1.098276e-07
1.148154e+08 3.981072e+09 3.825365e-06 6.435957e-08 2.406474e-08 1.140247e+00 8.394045e-06 1.332942e-07

1.148154e+08 4.466836e+09 3.761278e-06 5.839946e-08 2.406474e-08 1.179362e+00 8.855260e-06 1.602180e-07
1.202264e+08 1.000000e+07 4.133945e-06 9.566617e-08 2.441722e-08 1.040466e+00 7.094002e-06 1.852300e-22
1.202264e+08 1.584893e+07 4.133785e-06 9.529767e-08 2.441722e-08 1.039360e+00 7.085839e-06 1.848040e-22
1.202264e+08 2.511886e+07 4.133624e-06 9.481701e-08 2.441722e-08 1.038374e+00 7.078664e-06 1.848040e-22
1.202264e+08 3.981072e+07 4.133464e-06 9.416012e-08 2.441722e-08 1.038303e+00 7.078664e-06 1.848040e-22
1.202264e+08 6.309573e+07 4.133304e-06 9.329494e-08 2.441722e-08 1.038616e+00 7.081599e-06 1.848040e-22
1.202264e+08 1.000000e+08 4.133304e-06 9.212535e-08 2.441722e-08 1.039159e+00 7.086818e-06 1.848040e-22
1.202264e+08 1.122018e+08 4.133304e-06 9.177287e-08 2.441722e-08 1.039243e+00 7.087798e-06 1.848040e-22
1.202264e+08 1.258925e+08 4.133304e-06 9.140437e-08 2.441722e-08 1.039437e+00 7.089756e-06 1.848040e-22
1.202264e+08 1.412538e+08 4.133144e-06 9.100382e-08 2.441722e-08 1.039573e+00 7.091226e-06 1.860850e-22
1.202264e+08 1.584893e+08 4.133144e-06 9.058726e-08 2.441722e-08 1.039743e+00 7.093022e-06 2.849124e-22
1.202264e+08 1.778279e+08 4.132984e-06 9.013865e-08 2.441722e-08 1.039956e+00 7.095146e-06 5.305317e-21
1.202264e+08 1.995262e+08 4.132823e-06 8.964197e-08 2.441722e-08 1.040133e+00 7.097106e-06 1.724691e-19
1.202264e+08 2.238721e+08 4.132823e-06 8.912927e-08 2.441722e-08 1.040457e+00 7.100375e-06 3.987597e-18
1.202264e+08 2.511886e+08 4.132503e-06 8.858453e-08 2.441722e-08 1.040687e+00 7.102828e-06 6.482034e-17
1.202264e+08 2.818383e+08 4.132343e-06 8.799173e-08 2.441722e-08 1.041010e+00 7.106263e-06 7.785945e-16
1.202264e+08 3.162278e+08 4.132022e-06 8.738290e-08 2.441722e-08 1.041363e+00 7.110192e-06 7.164919e-15
1.202264e+08 3.548134e+08 4.131542e-06 8.670998e-08 2.441722e-08 1.041770e+00 7.114613e-06 5.178587e-14
1.202264e+08 3.981072e+08 4.131061e-06 8.600502e-08 2.441722e-08 1.042269e+00 7.120022e-06 3.017945e-13
1.202264e+08 4.466836e+08 4.130420e-06 8.526802e-08 2.441722e-08 1.042819e+00 7.126090e-06 1.452484e-12
