       c12(p,g)n13      n13( ,e+)c13       c13(p,g)n14       n14(p,g)o15      o15( ,e+)n15       n15(p,a)c12       n13(p,g)o14      o14( ,e+)n14              temp
     3.79594668010170E+03     1.15911325678315E-03     3.90762213445425E+04     2.92572186665404E+02     5.68155679600207E-03     2.74676126298987E+07     1.62175560689888E+05     9.81797882599657E-03     2.56000000000000E+09
     3.80396014729067E+03     1.15911325678315E-03     3.92082401629604E+04     2.93393118292224E+02     5.68155679600207E-03     2.76762635123471E+07     1.66472426051653E+05     9.81797882599657E-03     2.57000000000000E+09
     3.81187189585081E+03     1.15911325678315E-03     3.93388172777533E+04     2.94212330261248E+02     5.68155679600207E-03     2.78859806965062E+07     1.70867885498281E+05     9.81797882599657E-03     2.58000000000000E+09
     3.81968245846895E+03     1.15911325678315E-03     3.94679750531633E+04     2.95029838282049E+02     5.68155679600207E-03     2.80967603831929E+07     1.75363779161464E+05     9.81797882599657E-03     2.59000000000000E+09
     3.82739236851307E+03     1.15911325678315E-03     3.95957360521210E+04     2.95845657695083E+02     5.68155679600207E-03     2.83085984467192E+07     1.79961971918739E+05     9.81797882599657E-03     2.60000000000000E+09
     3.83500216038738E+03     1.15911325678315E-03     3.97221230156152E+04     2.96659803480617E+02     5.68155679600207E-03     2.85214904490766E+07     1.84664353540543E+05     9.81797882599657E-03     2.61000000000000E+09
     3.84251236985922E+03     1.15911325678315E-03     3.98471588422668E+04     2.97472290267467E+02     5.68155679600207E-03     2.87354316540469E+07     1.89472838834496E+05     9.81797882599657E-03     2.62000000000000E+09
     3.84992353435799E+03     1.15911325678315E-03     3.99708665681268E+04     2.98283132341529E+02     5.68155679600207E-03     2.89504170412118E+07     1.94389367786846E+05     9.81797882599657E-03     2.63000000000000E+09
     3.85723619324714E+03     1.15911325678315E-03     4.00932693467151E+04     2.99092343654124E+02     5.68155679600207E-03     2.91664413198409E+07     1.99415905700983E+05     9.81797882599657E-03     2.64000000000000E+09
     3.86445088806981E+03     1.15911325678315E-03     4.02143904293156E+04     2.99899937830146E+02     5.68155679600207E-03     2.93834989426353E+07     2.04554443332932E+05     9.81797882599657E-03     2.65000000000000E+09
     3.87156816276887E+03     1.15911325678315E-03     4.03342531455435E+04     3.00705928176036E+02     5.68155679600207E-03     2.96015841193081E+07     2.09806997023760E+05     9.81797882599657E-03     2.66000000000000E+09
     3.87858856388229E+03     1.15911325678315E-03     4.04528808841997E+04     3.01510327687562E+02     5.68155679600207E-03     2.98206908299810E+07     2.15175608828764E+05     9.81797882599657E-03     2.67000000000000E+09
     3.88551264071450E+03     1.15911325678315E-03     4.05702970744284E+04     3.02313149057428E+02     5.68155679600207E-03     3.00408128383808E+07     2.20662346643424E+05     9.81797882599657E-03     2.68000000000000E+09
     3.89234094548465E+03     1.15911325678315E-03     4.06865251671887E+04     3.03114404682710E+02     5.68155679600207E-03     3.02619437048195E+07     2.26269304325958E+05     9.81797882599657E-03     2.69000000000000E+09
     3.89907403345279E+03     1.15911325678315E-03     4.08015886170565E+04     3.03914106672118E+02     5.68155679600207E-03     3.04840767989425E+07     2.31998601816452E+05     9.81797882599657E-03     2.70000000000000E+09
     3.90571246302445E+03     1.15911325678315E-03     4.09155108643678E+04     3.04712266853087E+02     5.68155679600207E-03     3.07072053122309E+07     2.37852385252437E+05     9.81797882599657E-03     2.71000000000000E+09
     3.91225679583496E+03     1.15911325678315E-03     4.10283153177163E+04     3.05508896778718E+02     5.68155679600207E-03     3.09313222702453E+07     2.43832827080848E+05     9.81797882599657E-03     2.72000000000000E+09
     3.91870759681419E+03     1.15911325678315E-03     4.11400253368151E+04     3.06304007734542E+02     5.68155679600207E-03     3.11564205446014E+07     2.49942126166266E+05     9.81797882599657E-03     2.73000000000000E+09
     3.92506543423245E+03     1.15911325678315E-03     4.12506642157360E+04     3.07097610745138E+02     5.68155679600207E-03     3.13824928646631E+07     2.56182507895359E+05     9.81797882599657E-03     2.74000000000000E+09
     3.93133087972886E+03     1.15911325678315E-03     4.13602551665334E+04     3.07889716580595E+02     5.68155679600207E-03     3.16095318289487E+07     2.62556224277418E+05     9.81797882599657E-03     2.75000000000000E+09
     3.93750450832260E+03     1.15911325678315E-03     4.14688213032651E+04     3.08680335762825E+02     5.68155679600207E-03     3.18375299162373E+07     2.69065554040930E+05     9.81797882599657E-03     2.76000000000000E+09
     3.94358689840841E+03     1.15911325678315E-03     4.15763856264167E+04     3.09469478571724E+02     5.68155679600207E-03     3.20664794963729E+07     2.75712802726065E+05     9.81797882599657E-03     2.77000000000000E+09
     3.94957863173679E+03     1.15911325678315E-03     4.16829710077391E+04     3.10257155051194E+02     5.68155679600207E-03     3.22963728407551E+07     2.82500302773004E+05     9.81797882599657E-03     2.78000000000000E+09
     3.95548029338012E+03     1.15911325678315E-03     4.17886001755065E+04     3.11043375015026E+02     5.68155679600207E-03     3.25272021325159E+07     2.89430413606017E+05     9.81797882599657E-03     2.79000000000000E+09
     3.96129247168534E+03     1.15911325678315E-03     4.18932957002009E+04     3.11828148052636E+02     5.68155679600207E-03     3.27589594763748E+07     2.96505521713202E+05     9.81797882599657E-03     2.80000000000000E+09
     3.96701575821415E+03     1.15911325678315E-03     4.19970799806306E+04     3.12611483534679E+02     5.68155679600207E-03     3.29916369081703E+07     3.03728040721781E+05     9.81797882599657E-03     2.81000000000000E+09
     3.97265074767156E+03     1.15911325678315E-03     4.20999752304874E+04     3.13393390618524E+02     5.68155679600207E-03     3.32252264040657E+07     3.11100411468883E+05     9.81797882599657E-03     2.82000000000000E+09
     3.97819803782350E+03     1.15911325678315E-03     4.22020034653480E+04     3.14173878253595E+02     5.68155679600207E-03     3.34597198894261E+07     3.18625102067712E+05     9.81797882599657E-03     2.83000000000000E+09
     3.98365822940450E+03     1.15911325678315E-03     4.23031864901241E+04     3.14952955186601E+02     5.68155679600207E-03     3.36951092473666E+07     3.26304607969011E+05     9.81797882599657E-03     2.84000000000000E+09
     3.98903192601602E+03     1.15911325678315E-03     4.24035458869645E+04     3.15730629966626E+02     5.68155679600207E-03     3.39313863269719E+07     3.34141452017725E+05     9.81797882599657E-03     2.85000000000000E+09
     3.99431973401624E+03     1.15911325678315E-03     4.25031030036124E+04     3.16506910950113E+02     5.68155679600207E-03     3.41685429511853E+07     3.42138184504792E+05     9.81797882599657E-03     2.86000000000000E+09
     3.99952226240217E+03     1.15911325678315E-03     4.26018789422207E+04     3.17281806305719E+02     5.68155679600207E-03     3.44065709243722E+07     3.50297383213948E+05     9.81797882599657E-03     2.87000000000000E+09
     4.00464012268464E+03     1.15911325678315E-03     4.26998945486281E+04     3.18055324019061E+02     5.68155679600207E-03     3.46454620395560E+07     3.58621653463470E+05     9.81797882599657E-03     2.88000000000000E+09
     4.00967392875693E+03     1.15911325678315E-03     4.27971704020945E+04     3.18827471897346E+02     5.68155679600207E-03     3.48852080853316E+07     3.67113628142768E+05     9.81797882599657E-03     2.89000000000000E+09
     4.01462429675771E+03     1.15911325678315E-03     4.28937268055003E+04     3.19598257573896E+02     5.68155679600207E-03     3.51258008524570E+07     3.75775967743724E+05     9.81797882599657E-03     2.90000000000000E+09
     4.01949184492899E+03     1.15911325678315E-03     4.29895837760077E+04     3.20367688512559E+02     5.68155679600207E-03     3.53672321401283E+07     3.84611360386701E+05     9.81797882599657E-03     2.91000000000000E+09
     4.02427719346955E+03     1.15911325678315E-03     4.30847610361826E+04     3.21135772012019E+02     5.68155679600207E-03     3.56094937619420E+07     3.93622521841116E+05     9.81797882599657E-03     2.92000000000000E+09
     4.02898096438457E+03     1.15911325678315E-03     4.31792780055792E+04     3.21902515210000E+02     5.68155679600207E-03     3.58525775515470E+07     4.02812195540518E+05     9.81797882599657E-03     2.93000000000000E+09
     4.03360378133215E+03     1.15911325678315E-03     4.32731537927841E+04     3.22667925087375E+02     5.68155679600207E-03     3.60964753679931E+07     4.12183152592038E+05     9.81797882599657E-03     2.94000000000000E+09
     4.03814626946677E+03     1.15911325678315E-03     4.33664071879172E+04     3.23432008472166E+02     5.68155679600207E-03     3.63411791007801E+07     4.21738191780169E+05     9.81797882599657E-03     2.95000000000000E+09
     4.04260905528102E+03     1.15911325678315E-03     4.34590566555896E+04     3.24194772043463E+02     5.68155679600207E-03     3.65866806746138E+07     4.31480139564737E+05     9.81797882599657E-03     2.96000000000000E+09
     4.04699276644514E+03     1.15911325678315E-03     4.35511203283125E+04     3.24956222335237E+02     5.68155679600207E-03     3.68329720538739E+07     4.41411850073041E+05     9.81797882599657E-03     2.97000000000000E+09
     4.05129803164582E+03     1.15911325678315E-03     4.36426160003573E+04     3.25716365740062E+02     5.68155679600207E-03     3.70800452468000E+07     4.51536205085979E+05     9.81797882599657E-03     2.98000000000000E+09
     4.05552548042383E+03     1.15911325678315E-03     4.37335611220591E+04     3.26475208512757E+02     5.68155679600207E-03     3.73278923094033E+07     4.61856114018197E+05     9.81797882599657E-03     2.99000000000000E+09
     4.05967574301154E+03     1.15911325678315E-03     4.38239727945630E+04     3.27232756773930E+02     5.68155679600207E-03     3.75765053491083E+07     4.72374513892032E+05     9.81797882599657E-03     3.00000000000000E+09
     4.06374945017032E+03     1.15911325678315E-03     4.39138677650069E+04     3.27989016513441E+02     5.68155679600207E-03     3.78258765281345E+07     4.83094369305311E+05     9.81797882599657E-03     3.01000000000000E+09
     4.06774723302847E+03     1.15911325678315E-03     4.40032624221346E+04     3.28743993593781E+02     5.68155679600207E-03     3.80759980666215E+07     4.94018672392775E+05     9.81797882599657E-03     3.02000000000000E+09
     4.07166972291990E+03     1.15911325678315E-03     4.40921727923363E+04     3.29497693753369E+02     5.68155679600207E-03     3.83268622455084E+07     5.05150442781166E+05     9.81797882599657E-03     3.03000000000000E+09
     4.07551755122380E+03     1.15911325678315E-03     4.41806145361089E+04     3.30250122609768E+02     5.68155679600207E-03     3.85784614091707E+07     5.16492727537804E+05     9.81797882599657E-03     3.04000000000000E+09
     4.07929134920587E+03     1.15911325678315E-03     4.42686029449308E+04     3.31001285662826E+02     5.68155679600207E-03     3.88307879678267E+07     5.28048601112622E+05     9.81797882599657E-03     3.05000000000000E+09
     4.08299174786107E+03     1.15911325678315E-03     4.43561529385432E+04     3.31751188297738E+02     5.68155679600207E-03     3.90838343997169E+07     5.39821165273557E+05     9.81797882599657E-03     3.06000000000000E+09
     4.08661937775849E+03     1.15911325678315E-03     4.44432790626336E+04     3.32499835788034E+02     5.68155679600207E-03     3.93375932530660E+07     5.51813549035202E+05     9.81797882599657E-03     3.07000000000000E+09
     4.09017486888823E+03     1.15911325678315E-03     4.45299954869119E+04     3.33247233298496E+02     5.68155679600207E-03     3.95920571478353E+07     5.64028908580673E+05     9.81797882599657E-03     3.08000000000000E+09
     4.09365885051086E+03     1.15911325678315E-03     4.46163160035729E+04     3.33993385887999E+02     5.68155679600207E-03     3.98472187772718E+07     5.76470427176546E+05     9.81797882599657E-03     3.09000000000000E+09
     4.09707195100934E+03     1.15911325678315E-03     4.47022540261379E+04     3.34738298512293E+02     5.68155679600207E-03     4.01030709092627E+07     5.89141315080880E+05     9.81797882599657E-03     3.10000000000000E+09
     4.10041479774390E+03     1.15911325678315E-03     4.47878225886654E+04     3.35481976026703E+02     5.68155679600207E-03     4.03596063875029E+07     6.02044809444133E+05     9.81797882599657E-03     3.11000000000000E+09
     4.10368801690975E+03     1.15911325678315E-03     4.48730343453257E+04     3.36224423188776E+02     5.68155679600207E-03     4.06168181324827E+07     6.15184174202994E+05     9.81797882599657E-03     3.12000000000000E+09
     4.10689223339801E+03     1.15911325678315E-03     4.49579015703283E+04     3.36965644660853E+02     5.68155679600207E-03     4.08746991423030E+07     6.28562699966963E+05     9.81797882599657E-03     3.13000000000000E+09
     4.11002807065981E+03     1.15911325678315E-03     4.50424361581944E+04     3.37705645012589E+02     5.68155679600207E-03     4.11332424933266E+07     6.42183703897708E+05     9.81797882599657E-03     3.14000000000000E+09
     4.11309615057388E+03     1.15911325678315E-03     4.51266496243673E+04     3.38444428723394E+02     5.68155679600207E-03     4.13924413406724E+07     6.56050529580989E+05     9.81797882599657E-03     3.15000000000000E+09
     4.11609709331746E+03     1.15911325678315E-03     4.52105531061487E+04     3.39182000184837E+02     5.68155679600207E-03     4.16522889185594E+07     6.70166546891207E+05     9.81797882599657E-03     3.16000000000000E+09
     4.11903151724093E+03     1.15911325678315E-03     4.52941573639536E+04     3.39918363702969E+02     5.68155679600207E-03     4.19127785405082E+07     6.84535151848405E+05     9.81797882599657E-03     3.17000000000000E+09
     4.12190003874597E+03     1.15911325678315E-03     4.53774727828745E+04     3.40653523500601E+02     5.68155679600207E-03     4.21739035994087E+07     6.99159766467711E+05     9.81797882599657E-03     3.18000000000000E+09
     4.12470327216744E+03     1.15911325678315E-03     4.54605093745455E+04     3.41387483719527E+02     5.68155679600207E-03     4.24356575674575E+07     7.14043838601106E+05     9.81797882599657E-03     3.19000000000000E+09
     4.12744182965912E+03     1.15911325678315E-03     4.55432767792958E+04     3.42120248422681E+02     5.68155679600207E-03     4.26980339959746E+07     7.29190841771478E+05     9.81797882599657E-03     3.20000000000000E+09
     4.13011632108305E+03     1.15911325678315E-03     4.56257842685841E+04     3.42851821596254E+02     5.68155679600207E-03     4.29610265151077E+07     7.44604274998889E+05     9.81797882599657E-03     3.21000000000000E+09
     4.13272735390285E+03     1.15911325678315E-03     4.57080407477035E+04     3.43582207151750E+02     5.68155679600207E-03     4.32246288334260E+07     7.60287662618962E+05     9.81797882599657E-03     3.22000000000000E+09
     4.13527553308083E+03     1.15911325678315E-03     4.57900547587478E+04     3.44311408927992E+02     5.68155679600207E-03     4.34888347374141E+07     7.76244554093346E+05     9.81797882599657E-03     3.23000000000000E+09
     4.13776146097892E+03     1.15911325678315E-03     4.58718344838283E+04     3.45039430693081E+02     5.68155679600207E-03     4.37536380908703E+07     7.92478523812171E+05     9.81797882599657E-03     3.24000000000000E+09
     4.14018573726344E+03     1.15911325678315E-03     4.59533877485337E+04     3.45766276146306E+02     5.68155679600207E-03     4.40190328342184E+07     8.08993170888496E+05     9.81797882599657E-03     3.25000000000000E+09
     4.14254895881376E+03     1.15911325678315E-03     4.60347220256189E+04     3.46491948920003E+02     5.68155679600207E-03     4.42850129837340E+07     8.25792118944537E+05     9.81797882599657E-03     3.26000000000000E+09
     4.14485171963464E+03     1.15911325678315E-03     4.61158444389179E+04     3.47216452581374E+02     5.68155679600207E-03     4.45515726306956E+07     8.42879015889824E+05     9.81797882599657E-03     3.27000000000000E+09
     4.14709461077267E+03     1.15911325678315E-03     4.61967617674675E+04     3.47939790634251E+02     5.68155679600207E-03     4.48187059404649E+07     8.60257533691013E+05     9.81797882599657E-03     3.28000000000000E+09
     4.14927822023597E+03     1.15911325678315E-03     4.62774804498324E+04     3.48661966520825E+02     5.68155679600207E-03     4.50864071515017E+07     8.77931368133458E+05     9.81797882599657E-03     3.29000000000000E+09
     4.15140313291815E+03     1.15911325678315E-03     4.63580065886244E+04     3.49382983623330E+02     5.68155679600207E-03     4.53546705743178E+07     8.95904238574397E+05     9.81797882599657E-03     3.30000000000000E+09
     4.15346993052551E+03     1.15911325678315E-03     4.64383459552015E+04     3.50102845265679E+02     5.68155679600207E-03     4.56234905903776E+07     9.14179887687724E+05     9.81797882599657E-03     3.31000000000000E+09
     4.15547919150820E+03     1.15911325678315E-03     4.65185039945416E+04     3.50821554715068E+02     5.68155679600207E-03     4.58928616509481E+07     9.32762081200287E+05     9.81797882599657E-03     3.32000000000000E+09
     4.15743149099464E+03     1.15911325678315E-03     4.65984858302784E+04     3.51539115183530E+02     5.68155679600207E-03     4.61627782759034E+07     9.51654607619677E+05     9.81797882599657E-03     3.33000000000000E+09
     4.15932740072982E+03     1.15911325678315E-03     4.66782962698918E+04     3.52255529829457E+02     5.68155679600207E-03     4.64332350524902E+07     9.70861277953434E+05     9.81797882599657E-03     3.34000000000000E+09
     4.16116748901666E+03     1.15911325678315E-03     4.67579398100407E+04     3.52970801759083E+02     5.68155679600207E-03     4.67042266340574E+07     9.90385925419612E+05     9.81797882599657E-03     3.35000000000000E+09
     4.16295232066113E+03     1.15911325678315E-03     4.68374206420314E+04     3.53684934027924E+02     5.68155679600207E-03     4.69757477387535E+07     1.01023240514872E+06     9.81797882599657E-03     3.36000000000000E+09
     4.16468245692041E+03     1.15911325678315E-03     4.69167426574119E+04     3.54397929642191E+02     5.68155679600207E-03     4.72477931481968E+07     1.03040459387689E+06     9.81797882599657E-03     3.37000000000000E+09
     4.16635845545444E+03     1.15911325678315E-03     4.69959094536816E+04     3.55109791560157E+02     5.68155679600207E-03     4.75203577061239E+07     1.05090638963034E+06     9.81797882599657E-03     3.38000000000000E+09
     4.16798087028061E+03     1.15911325678315E-03     4.70749243401077E+04     3.55820522693496E+02     5.68155679600207E-03     4.77934363170163E+07     1.07174171140099E+06     9.81797882599657E-03     3.39000000000000E+09
     4.16955025173164E+03     1.15911325678315E-03     4.71537903436413E+04     3.56530125908588E+02     5.68155679600207E-03     4.80670239447136E+07     1.09291449881327E+06     9.81797882599657E-03     3.40000000000000E+09
     4.17106714641623E+03     1.15911325678315E-03     4.72325102149220E+04     3.57238604027786E+02     5.68155679600207E-03     4.83411156110119E+07     1.11442871178202E+06     9.81797882599657E-03     3.41000000000000E+09
     4.17253209718302E+03     1.15911325678315E-03     4.73110864343633E+04     3.57945959830657E+02     5.68155679600207E-03     4.86157063942558E+07     1.13628833016151E+06     9.81797882599657E-03     3.42000000000000E+09
     4.17394564308711E+03     1.15911325678315E-03     4.73895212183110E+04     3.58652196055186E+02     5.68155679600207E-03     4.88907914279215E+07     1.15849735338547E+06     9.81797882599657E-03     3.43000000000000E+09
     4.17530831935950E+03     1.15911325678315E-03     4.74678165252650E+04     3.59357315398951E+02     5.68155679600207E-03     4.91663658991997E+07     1.18105980009817E+06     9.81797882599657E-03     3.44000000000000E+09
     4.17662065737932E+03     1.15911325678315E-03     4.75459740621579E+04     3.60061320520273E+02     5.68155679600207E-03     4.94424250475763E+07     1.20397970777646E+06     9.81797882599657E-03     3.45000000000000E+09
     4.17788318464841E+03     1.15911325678315E-03     4.76239952906807E+04     3.60764214039325E+02     5.68155679600207E-03     4.97189641634168E+07     1.22726113234281E+06     9.81797882599657E-03     3.46000000000000E+09
     4.17909642476876E+03     1.15911325678315E-03     4.77018814336491E+04     3.61465998539226E+02     5.68155679600207E-03     4.99959785865540E+07     1.25090814776921E+06     9.81797882599657E-03     3.47000000000000E+09
     4.18026089742225E+03     1.15911325678315E-03     4.77796334814028E+04     3.62166676567097E+02     5.68155679600207E-03     5.02734637048861E+07     1.27492484567207E+06     9.81797882599657E-03     3.48000000000000E+09
     4.18137711835272E+03     1.15911325678315E-03     4.78572521982290E+04     3.62866250635093E+02     5.68155679600207E-03     5.05514149529810E+07     1.29931533489796E+06     9.81797882599657E-03     3.49000000000000E+09
     4.18244559935051E+03     1.15911325678315E-03     4.79347381288048E+04     3.63564723221411E+02     5.68155679600207E-03     5.08298278106943E+07     1.32408374110020E+06     9.81797882599657E-03     3.50000000000000E+09
     4.18346684823904E+03     1.15911325678315E-03     4.80120916046496E+04     3.64262096771267E+02     5.68155679600207E-03     5.11086978018007E+07     1.34923420630633E+06     9.81797882599657E-03     3.51000000000000E+09
     4.18444136886369E+03     1.15911325678315E-03     4.80893127505827E+04     3.64958373697852E+02     5.68155679600207E-03     5.13880204926381E+07     1.37477088847643E+06     9.81797882599657E-03     3.52000000000000E+09
     4.18536966108256E+03     1.15911325678315E-03     4.81664014911768E+04     3.65653556383262E+02     5.68155679600207E-03     5.16677914907743E+07     1.40069796105222E+06     9.81797882599657E-03     3.53000000000000E+09
     4.18625222075950E+03     1.15911325678315E-03     4.82433575572037E+04     3.66347647179403E+02     5.68155679600207E-03     5.19480064436861E+07     1.42701961249701E+06     9.81797882599657E-03     3.54000000000000E+09
     4.18708953975869E+03     1.15911325678315E-03     4.83201804920644E+04     3.67040648408869E+02     5.68155679600207E-03     5.22286610374631E+07     1.45374004582643E+06     9.81797882599657E-03     3.55000000000000E+09
     4.18788210594131E+03     1.15911325678315E-03     4.83968696581976E+04     3.67732562365808E+02     5.68155679600207E-03     5.25097509955287E+07     1.48086347812998E+06     9.81797882599657E-03     3.56000000000000E+09
     4.18863040316392E+03     1.15911325678315E-03     4.84734242434606E+04     3.68423391316753E+02     5.68155679600207E-03     5.27912720773878E+07     1.50839414008336E+06     9.81797882599657E-03     3.57000000000000E+09
     4.18933491127851E+03     1.15911325678315E-03     4.85498432674799E+04     3.69113137501439E+02     5.68155679600207E-03     5.30732200773954E+07     1.53633627545159E+06     9.81797882599657E-03     3.58000000000000E+09
     4.18999610613408E+03     1.15911325678315E-03     4.86261255879593E+04     3.69801803133595E+02     5.68155679600207E-03     5.33555908235501E+07     1.56469414058299E+06     9.81797882599657E-03     3.59000000000000E+09
     4.19061445957994E+03     1.15911325678315E-03     4.87022699069498E+04     3.70489390401716E+02     5.68155679600207E-03     5.36383801763141E+07     1.59347200389380E+06     9.81797882599657E-03     3.60000000000000E+09
     4.19119043947036E+03     1.15911325678315E-03     4.87782747770665E+04     3.71175901469818E+02     5.68155679600207E-03     5.39215840274576E+07     1.62267414534386E+06     9.81797882599657E-03     3.61000000000000E+09
     4.19172450967063E+03     1.15911325678315E-03     4.88541386076554E+04     3.71861338478165E+02     5.68155679600207E-03     5.42051982989326E+07     1.65230485590284E+06     9.81797882599657E-03     3.62000000000000E+09
     4.19221713006461E+03     1.15911325678315E-03     4.89298596709015E+04     3.72545703543988E+02     5.68155679600207E-03     5.44892189417727E+07     1.68236843700749E+06     9.81797882599657E-03     3.63000000000000E+09
     4.19266875656331E+03     1.15911325678315E-03     4.90054361078747E+04     3.73228998762174E+02     5.68155679600207E-03     5.47736419350201E+07     1.71286920000962E+06     9.81797882599657E-03     3.64000000000000E+09
     4.19307984111505E+03     1.15911325678315E-03     4.90808659345100E+04     3.73911226205943E+02     5.68155679600207E-03     5.50584632846836E+07     1.74381146561505E+06     9.81797882599657E-03     3.65000000000000E+09
     4.19345083171637E+03     1.15911325678315E-03     4.91561470475164E+04     3.74592387927505E+02     5.68155679600207E-03     5.53436790227234E+07     1.77519956331330E+06     9.81797882599657E-03     3.66000000000000E+09
     4.19378217242437E+03     1.15911325678315E-03     4.92312772302140E+04     3.75272485958703E+02     5.68155679600207E-03     5.56292852060662E+07     1.80703783079827E+06     9.81797882599657E-03     3.67000000000000E+09
     4.19407430336999E+03     1.15911325678315E-03     4.93062541582914E+04     3.75951522311633E+02     5.68155679600207E-03     5.59152779156488E+07     1.83933061337990E+06     9.81797882599657E-03     3.68000000000000E+09
     4.19432766077218E+03     1.15911325678315E-03     4.93810754054838E+04     3.76629498979248E+02     5.68155679600207E-03     5.62016532554923E+07     1.87208226338660E+06     9.81797882599657E-03     3.69000000000000E+09
     4.19454267695326E+03     1.15911325678315E-03     4.94557384491664E+04     3.77306417935953E+02     5.68155679600207E-03     5.64884073518049E+07     1.90529713955890E+06     9.81797882599657E-03     3.70000000000000E+09
     4.19471978035485E+03     1.15911325678315E-03     4.95302406758614E+04     3.77982281138177E+02     5.68155679600207E-03     5.67755363521152E+07     1.93897960643390E+06     9.81797882599657E-03     3.71000000000000E+09
     4.19485939555492E+03     1.15911325678315E-03     4.96045793866551E+04     3.78657090524930E+02     5.68155679600207E-03     5.70630364244353E+07     1.97313403372095E+06     9.81797882599657E-03     3.72000000000000E+09
     4.19496194328550E+03     1.15911325678315E-03     4.96787518025230E+04     3.79330848018346E+02     5.68155679600207E-03     5.73509037564529E+07     2.00776479566826E+06     9.81797882599657E-03     3.73000000000000E+09
     4.19502784045111E+03     1.15911325678315E-03     4.97527550695599E+04     3.80003555524216E+02     5.68155679600207E-03     5.76391345547520E+07     2.04287627042081E+06     9.81797882599657E-03     3.74000000000000E+09
     4.19505750014797E+03     1.15911325678315E-03     4.98265862641135E+04     3.80675214932497E+02     5.68155679600207E-03     5.79277250440662E+07     2.07847283936929E+06     9.81797882599657E-03     3.75000000000000E+09
     4.19505133168387E+03     1.15911325678315E-03     4.99002423978199E+04     3.81345828117814E+02     5.68155679600207E-03     5.82166714665567E+07     2.11455888649039E+06     9.81797882599657E-03     3.76000000000000E+09
     4.19500974059855E+03     1.15911325678315E-03     4.99737204225362E+04     3.82015396939948E+02     5.68155679600207E-03     5.85059700811239E+07     2.15113879767823E+06     9.81797882599657E-03     3.77000000000000E+09
     4.19493312868476E+03     1.15911325678315E-03     5.00470172351745E+04     3.82683923244309E+02     5.68155679600207E-03     5.87956171627432E+07     2.18821696006728E+06     9.81797882599657E-03     3.78000000000000E+09
     4.19482189400984E+03     1.15911325678315E-03     5.01201296824277E+04     3.83351408862393E+02     5.68155679600207E-03     5.90856090018309E+07     2.22579776134651E+06     9.81797882599657E-03     3.79000000000000E+09
     4.19467643093775E+03     1.15911325678315E-03     5.01930545653942E+04     3.84017855612232E+02     5.68155679600207E-03     5.93759419036413E+07     2.26388558906504E+06     9.81797882599657E-03     3.80000000000000E+09
     4.19449713015165E+03     1.15911325678315E-03     5.02657886440936E+04     3.84683265298830E+02     5.68155679600207E-03     5.96666121876848E+07     2.30248482992941E+06     9.81797882599657E-03     3.81000000000000E+09
     4.19428437867683E+03     1.15911325678315E-03     5.03383286418763E+04     3.85347639714583E+02     5.68155679600207E-03     5.99576161871776E+07     2.34159986909213E+06     9.81797882599657E-03     3.82000000000000E+09
     4.19403855990411E+03     1.15911325678315E-03     5.04106712497246E+04     3.86010980639692E+02     5.68155679600207E-03     6.02489502485192E+07     2.38123508943222E+06     9.81797882599657E-03     3.83000000000000E+09
     4.19376005361350E+03     1.15911325678315E-03     5.04828131304448E+04     3.86673289842564E+02     5.68155679600207E-03     6.05406107307914E+07     2.42139487082719E+06     9.81797882599657E-03     3.84000000000000E+09
     4.19344923599836E+03     1.15911325678315E-03     5.05547509227506E+04     3.87334569080196E+02     5.68155679600207E-03     6.08325940052882E+07     2.46208358941687E+06     9.81797882599657E-03     3.85000000000000E+09
     4.19310647968972E+03     1.15911325678315E-03     5.06264812452353E+04     3.87994820098556E+02     5.68155679600207E-03     6.11248964550669E+07     2.50330561685915E+06     9.81797882599657E-03     3.86000000000000E+09
     4.19273215378095E+03     1.15911325678315E-03     5.06980007002355E+04     3.88654044632952E+02     5.68155679600207E-03     6.14175144745279E+07     2.54506531957767E+06     9.81797882599657E-03     3.87000000000000E+09
     4.19232662385271E+03     1.15911325678315E-03     5.07693058775827E+04     3.89312244408383E+02     5.68155679600207E-03     6.17104444690156E+07     2.58736705800134E+06     9.81797882599657E-03     3.88000000000000E+09
     4.19189025199805E+03     1.15911325678315E-03     5.08403933582464E+04     3.89969421139889E+02     5.68155679600207E-03     6.20036828544450E+07     2.63021518579623E+06     9.81797882599657E-03     3.89000000000000E+09
     4.19142339684778E+03     1.15911325678315E-03     5.09112597178662E+04     3.90625576532886E+02     5.68155679600207E-03     6.22972260569498E+07     2.67361404908942E+06     9.81797882599657E-03     3.90000000000000E+09
     4.19092641359606E+03     1.15911325678315E-03     5.09819015301726E+04     3.91280712283493E+02     5.68155679600207E-03     6.25910705125564E+07     2.71756798568524E+06     9.81797882599657E-03     3.91000000000000E+09
     4.19039965402602E+03     1.15911325678315E-03     5.10523153703011E+04     3.91934830078852E+02     5.68155679600207E-03     6.28852126668755E+07     2.76208132427391E+06     9.81797882599657E-03     3.92000000000000E+09
     4.18984346653564E+03     1.15911325678315E-03     5.11224978179942E+04     3.92587931597432E+02     5.68155679600207E-03     6.31796489748212E+07     2.80715838363259E+06     9.81797882599657E-03     3.93000000000000E+09
     4.18925819616376E+03     1.15911325678315E-03     5.11924454606960E+04     3.93240018509332E+02     5.68155679600207E-03     6.34743759003435E+07     2.85280347181895E+06     9.81797882599657E-03     3.94000000000000E+09
