       c12(p,g)n13      n13( ,e+)c13       c13(p,g)n14       n14(p,g)o15      o15( ,e+)n15       n15(p,a)c12       n13(p,g)o14      o14( ,e+)n14              temp
     3.07784718421224E+03     1.15911325678315E-03     5.24406681170277E+04     6.34777317543727E+02     5.68155679600207E-03     2.25949197722537E+08     3.13260320339435E+07     9.81797882599657E-03     9.35000000000000E+09
     3.07630322009063E+03     1.15911325678315E-03     5.24098444487316E+04     6.35077148194475E+02     5.68155679600207E-03     2.26294489279434E+08     3.11711000977594E+07     9.81797882599657E-03     9.36000000000000E+09
     3.07476236472076E+03     1.15911325678315E-03     5.23789940985976E+04     6.35376608903445E+02     5.68155679600207E-03     2.26640442417775E+08     3.10160136580973E+07     9.81797882599657E-03     9.37000000000000E+09
     3.07322461489509E+03     1.15911325678315E-03     5.23481173348455E+04     6.35675700361300E+02     5.68155679600207E-03     2.26987061523310E+08     3.08607831962318E+07     9.81797882599657E-03     9.38000000000000E+09
     3.07168996739626E+03     1.15911325678315E-03     5.23172144244462E+04     6.35974423257133E+02     5.68155679600207E-03     2.27334350995477E+08     3.07054191447401E+07     9.81797882599657E-03     9.39000000000000E+09
     3.07015841899725E+03     1.15911325678315E-03     5.22862856331258E+04     6.36272778278465E+02     5.68155679600207E-03     2.27682315247460E+08     3.05499318865267E+07     9.81797882599657E-03     9.40000000000000E+09
     3.06862996646155E+03     1.15911325678315E-03     5.22553312253724E+04     6.36570766111255E+02     5.68155679600207E-03     2.28030958706250E+08     3.03943317538623E+07     9.81797882599657E-03     9.41000000000000E+09
     3.06710460654328E+03     1.15911325678315E-03     5.22243514644402E+04     6.36868387439896E+02     5.68155679600207E-03     2.28380285812705E+08     3.02386290274378E+07     9.81797882599657E-03     9.42000000000000E+09
     3.06558233598743E+03     1.15911325678315E-03     5.21933466123556E+04     6.37165642947228E+02     5.68155679600207E-03     2.28730301021616E+08     3.00828339354307E+07     9.81797882599657E-03     9.43000000000000E+09
     3.06406315152994E+03     1.15911325678315E-03     5.21623169299219E+04     6.37462533314532E+02     5.68155679600207E-03     2.29081008801763E+08     2.99269566525849E+07     9.81797882599657E-03     9.44000000000000E+09
     3.06254704989793E+03     1.15911325678315E-03     5.21312626767249E+04     6.37759059221541E+02     5.68155679600207E-03     2.29432413635998E+08     2.97710072993090E+07     9.81797882599657E-03     9.45000000000000E+09
     3.06103402780980E+03     1.15911325678315E-03     5.21001841111380E+04     6.38055221346438E+02     5.68155679600207E-03     2.29784520021278E+08     2.96149959407833E+07     9.81797882599657E-03     9.46000000000000E+09
     3.05952408197543E+03     1.15911325678315E-03     5.20690814903272E+04     6.38351020365865E+02     5.68155679600207E-03     2.30137332468759E+08     2.94589325860847E+07     9.81797882599657E-03     9.47000000000000E+09
     3.05801720909633E+03     1.15911325678315E-03     5.20379550702568E+04     6.38646456954919E+02     5.68155679600207E-03     2.30490855503839E+08     2.93028271873263E+07     9.81797882599657E-03     9.48000000000000E+09
     3.05651340586574E+03     1.15911325678315E-03     5.20068051056940E+04     6.38941531787165E+02     5.68155679600207E-03     2.30845093666244E+08     2.91466896388080E+07     9.81797882599657E-03     9.49000000000000E+09
     3.05501266896888E+03     1.15911325678315E-03     5.19756318502141E+04     6.39236245534631E+02     5.68155679600207E-03     2.31200051510072E+08     2.89905297761852E+07     9.81797882599657E-03     9.50000000000000E+09
     3.05351499508299E+03     1.15911325678315E-03     5.19444355562064E+04     6.39530598867819E+02     5.68155679600207E-03     2.31555733603883E+08     2.88343573756509E+07     9.81797882599657E-03     9.51000000000000E+09
     3.05202038087759E+03     1.15911325678315E-03     5.19132164748777E+04     6.39824592455701E+02     5.68155679600207E-03     2.31912144530743E+08     2.86781821531312E+07     9.81797882599657E-03     9.52000000000000E+09
     3.05052882301451E+03     1.15911325678315E-03     5.18819748562591E+04     6.40118226965727E+02     5.68155679600207E-03     2.32269288888316E+08     2.85220137634979E+07     9.81797882599657E-03     9.53000000000000E+09
     3.04904031814818E+03     1.15911325678315E-03     5.18507109492100E+04     6.40411503063830E+02     5.68155679600207E-03     2.32627171288918E+08     2.83658617997924E+07     9.81797882599657E-03     9.54000000000000E+09
     3.04755486292559E+03     1.15911325678315E-03     5.18194250014233E+04     6.40704421414424E+02     5.68155679600207E-03     2.32985796359588E+08     2.82097357924675E+07     9.81797882599657E-03     9.55000000000000E+09
     3.04607245398661E+03     1.15911325678315E-03     5.17881172594306E+04     6.40996982680412E+02     5.68155679600207E-03     2.33345168742159E+08     2.80536452086428E+07     9.81797882599657E-03     9.56000000000000E+09
     3.04459308796405E+03     1.15911325678315E-03     5.17567879686072E+04     6.41289187523191E+02     5.68155679600207E-03     2.33705293093326E+08     2.78975994513741E+07     9.81797882599657E-03     9.57000000000000E+09
     3.04311676148378E+03     1.15911325678315E-03     5.17254373731768E+04     6.41581036602648E+02     5.68155679600207E-03     2.34066174084728E+08     2.77416078589386E+07     9.81797882599657E-03     9.58000000000000E+09
     3.04164347116492E+03     1.15911325678315E-03     5.16940657162165E+04     6.41872530577170E+02     5.68155679600207E-03     2.34427816403011E+08     2.75856797041341E+07     9.81797882599657E-03     9.59000000000000E+09
     3.04017321361997E+03     1.15911325678315E-03     5.16626732396622E+04     6.42163670103649E+02     5.68155679600207E-03     2.34790224749888E+08     2.74298241935946E+07     9.81797882599657E-03     9.60000000000000E+09
     3.03870598545488E+03     1.15911325678315E-03     5.16312601843129E+04     6.42454455837478E+02     5.68155679600207E-03     2.35153403842243E+08     2.72740504671180E+07     9.81797882599657E-03     9.61000000000000E+09
     3.03724178326929E+03     1.15911325678315E-03     5.15998267898358E+04     6.42744888432560E+02     5.68155679600207E-03     2.35517358412176E+08     2.71183675970114E+07     9.81797882599657E-03     9.62000000000000E+09
     3.03578060365657E+03     1.15911325678315E-03     5.15683732947712E+04     6.43034968541311E+02     5.68155679600207E-03     2.35882093207090E+08     2.69627845874507E+07     9.81797882599657E-03     9.63000000000000E+09
     3.03432244320402E+03     1.15911325678315E-03     5.15368999365373E+04     6.43324696814662E+02     5.68155679600207E-03     2.36247612989766E+08     2.68073103738536E+07     9.81797882599657E-03     9.64000000000000E+09
     3.03286729849296E+03     1.15911325678315E-03     5.15054069514351E+04     6.43614073902061E+02     5.68155679600207E-03     2.36613922538429E+08     2.66519538222683E+07     9.81797882599657E-03     9.65000000000000E+09
     3.03141516609889E+03     1.15911325678315E-03     5.14738945746532E+04     6.43903100451484E+02     5.68155679600207E-03     2.36981026646838E+08     2.64967237287784E+07     9.81797882599657E-03     9.66000000000000E+09
     3.02996604259158E+03     1.15911325678315E-03     5.14423630402725E+04     6.44191777109428E+02     5.68155679600207E-03     2.37348930124353E+08     2.63416288189204E+07     9.81797882599657E-03     9.67000000000000E+09
     3.02851992453524E+03     1.15911325678315E-03     5.14108125812707E+04     6.44480104520921E+02     5.68155679600207E-03     2.37717637796016E+08     2.61866777471177E+07     9.81797882599657E-03     9.68000000000000E+09
     3.02707680848862E+03     1.15911325678315E-03     5.13792434295279E+04     6.44768083329525E+02     5.68155679600207E-03     2.38087154502622E+08     2.60318790961294E+07     9.81797882599657E-03     9.69000000000000E+09
     3.02563669100510E+03     1.15911325678315E-03     5.13476558158304E+04     6.45055714177337E+02     5.68155679600207E-03     2.38457485100808E+08     2.58772413765121E+07     9.81797882599657E-03     9.70000000000000E+09
     3.02419956863292E+03     1.15911325678315E-03     5.13160499698758E+04     6.45342997704995E+02     5.68155679600207E-03     2.38828634463126E+08     2.57227730260994E+07     9.81797882599657E-03     9.71000000000000E+09
     3.02276543791518E+03     1.15911325678315E-03     5.12844261202777E+04     6.45629934551679E+02     5.68155679600207E-03     2.39200607478125E+08     2.55684824094947E+07     9.81797882599657E-03     9.72000000000000E+09
     3.02133429539004E+03     1.15911325678315E-03     5.12527844945703E+04     6.45916525355117E+02     5.68155679600207E-03     2.39573409050423E+08     2.54143778175772E+07     9.81797882599657E-03     9.73000000000000E+09
     3.01990613759083E+03     1.15911325678315E-03     5.12211253192129E+04     6.46202770751586E+02     5.68155679600207E-03     2.39947044100800E+08     2.52604674670263E+07     9.81797882599657E-03     9.74000000000000E+09
     3.01848096104612E+03     1.15911325678315E-03     5.11894488195952E+04     6.46488671375916E+02     5.68155679600207E-03     2.40321517566278E+08     2.51067594998579E+07     9.81797882599657E-03     9.75000000000000E+09
     3.01705876227989E+03     1.15911325678315E-03     5.11577552200407E+04     6.46774227861496E+02     5.68155679600207E-03     2.40696834400192E+08     2.49532619829761E+07     9.81797882599657E-03     9.76000000000000E+09
     3.01563953781163E+03     1.15911325678315E-03     5.11260447438124E+04     6.47059440840275E+02     5.68155679600207E-03     2.41072999572285E+08     2.47999829077401E+07     9.81797882599657E-03     9.77000000000000E+09
     3.01422328415647E+03     1.15911325678315E-03     5.10943176131170E+04     6.47344310942764E+02     5.68155679600207E-03     2.41450018068784E+08     2.46469301895451E+07     9.81797882599657E-03     9.78000000000000E+09
     3.01280999782521E+03     1.15911325678315E-03     5.10625740491090E+04     6.47628838798042E+02     5.68155679600207E-03     2.41827894892491E+08     2.44941116674183E+07     9.81797882599657E-03     9.79000000000000E+09
     3.01139967532458E+03     1.15911325678315E-03     5.10308142718961E+04     6.47913025033759E+02     5.68155679600207E-03     2.42206635062859E+08     2.43415351036291E+07     9.81797882599657E-03     9.80000000000000E+09
     3.00999231315722E+03     1.15911325678315E-03     5.09990385005429E+04     6.48196870276139E+02     5.68155679600207E-03     2.42586243616082E+08     2.41892081833147E+07     9.81797882599657E-03     9.81000000000000E+09
     3.00858790782185E+03     1.15911325678315E-03     5.09672469530758E+04     6.48480375149983E+02     5.68155679600207E-03     2.42966725605185E+08     2.40371385141178E+07     9.81797882599657E-03     9.82000000000000E+09
     3.00718645581340E+03     1.15911325678315E-03     5.09354398464874E+04     6.48763540278673E+02     5.68155679600207E-03     2.43348086100102E+08     2.38853336258420E+07     9.81797882599657E-03     9.83000000000000E+09
     3.00578795362303E+03     1.15911325678315E-03     5.09036173967411E+04     6.49046366284173E+02     5.68155679600207E-03     2.43730330187776E+08     2.37338009701191E+07     9.81797882599657E-03     9.84000000000000E+09
     3.00439239773835E+03     1.15911325678315E-03     5.08717798187750E+04     6.49328853787039E+02     5.68155679600207E-03     2.44113462972223E+08     2.35825479200917E+07     9.81797882599657E-03     9.85000000000000E+09
     3.00299978464343E+03     1.15911325678315E-03     5.08399273265073E+04     6.49611003406413E+02     5.68155679600207E-03     2.44497489574654E+08     2.34315817701098E+07     9.81797882599657E-03     9.86000000000000E+09
     3.00161011081899E+03     1.15911325678315E-03     5.08080601328393E+04     6.49892815760034E+02     5.68155679600207E-03     2.44882415133535E+08     2.32809097354418E+07     9.81797882599657E-03     9.87000000000000E+09
     3.00022337274243E+03     1.15911325678315E-03     5.07761784496613E+04     6.50174291464237E+02     5.68155679600207E-03     2.45268244804696E+08     2.31305389519999E+07     9.81797882599657E-03     9.88000000000000E+09
     2.99883956688797E+03     1.15911325678315E-03     5.07442824878559E+04     6.50455431133960E+02     5.68155679600207E-03     2.45654983761409E+08     2.29804764760783E+07     9.81797882599657E-03     9.89000000000000E+09
     2.99745868972674E+03     1.15911325678315E-03     5.07123724573025E+04     6.50736235382743E+02     5.68155679600207E-03     2.46042637194486E+08     2.28307292841067E+07     9.81797882599657E-03     9.90000000000000E+09
     2.99608073772689E+03     1.15911325678315E-03     5.06804485668822E+04     6.51016704822734E+02     5.68155679600207E-03     2.46431210312374E+08     2.26813042724178E+07     9.81797882599657E-03     9.91000000000000E+09
     2.99470570735367E+03     1.15911325678315E-03     5.06485110244814E+04     6.51296840064693E+02     5.68155679600207E-03     2.46820708341231E+08     2.25322082570275E+07     9.81797882599657E-03     9.92000000000000E+09
     2.99333359506961E+03     1.15911325678315E-03     5.06165600369966E+04     6.51576641717994E+02     5.68155679600207E-03     2.47211136525041E+08     2.23834479734300E+07     9.81797882599657E-03     9.93000000000000E+09
     2.99196439733444E+03     1.15911325678315E-03     5.05845958103382E+04     6.51856110390626E+02     5.68155679600207E-03     2.47602500125699E+08     2.22350300764058E+07     9.81797882599657E-03     9.94000000000000E+09
     2.99059811060538E+03     1.15911325678315E-03     5.05526185494351E+04     6.52135246689202E+02     5.68155679600207E-03     2.47994804423098E+08     2.20869611398439E+07     9.81797882599657E-03     9.95000000000000E+09
