               Y_p             Y_he4             Y_c12             Y_c13             Y_n13             Y_n14             Y_n15             Y_o14             Y_o15             E_nuc              Time
     6.66522689631256E-01     7.74255876832461E-02     1.79111439786389E-05     2.92426061933103E-07     1.41482908855033E-04     6.84538397819546E-04     7.17567341957309E-09     3.03217864650108E-04     5.52550082961328E-04     2.23722798911122E+17     2.52400000000000E+03
     6.66497588334540E-01     7.74318663154300E-02     1.79114929939231E-05     2.92442193575444E-07     1.41485385533269E-04     6.84551696242852E-04     7.17581326003466E-09     3.03211765580366E-04     5.52540041642761E-04     2.23894147508362E+17     2.52600000000000E+03
     6.66472487494483E-01     7.74381448335116E-02     1.79118420167050E-05     2.92458326301559E-07     1.41487862244908E-04     6.84564994948415E-04     7.17595310350175E-09     3.03205666387458E-04     5.52530000123114E-04     2.24065492989329E+17     2.52800000000000E+03
     6.66447387111095E-01     7.74444232374887E-02     1.79121910469879E-05     2.92474460111618E-07     1.41490338989991E-04     6.84578293936114E-04     7.17609294997567E-09     3.03199567071355E-04     5.52519958402496E-04     2.24236835353958E+17     2.53000000000000E+03
     6.66422287184385E-01     7.74507015273588E-02     1.79125400847752E-05     2.92490595005794E-07     1.41492815768560E-04     6.84591593205824E-04     7.17623279945775E-09     3.03193467632027E-04     5.52509916481014E-04     2.24408174602187E+17     2.53200000000000E+03
     6.66397187714362E-01     7.74569797031197E-02     1.79128891300705E-05     2.92506730984264E-07     1.41495292580658E-04     6.84604892757415E-04     7.17637265194936E-09     3.03187368069447E-04     5.52499874358780E-04     2.24579510733953E+17     2.53400000000000E+03
     6.66372088701036E-01     7.74632577647690E-02     1.79132381828772E-05     2.92522868047204E-07     1.41497769426328E-04     6.84618192590752E-04     7.17651250745187E-09     3.03181268383586E-04     5.52489832035909E-04     2.24750843749192E+17     2.53600000000000E+03
     6.66346990144417E-01     7.74695357123044E-02     1.79135872431991E-05     2.92539006194795E-07     1.41500246305615E-04     6.84631492705697E-04     7.17665236596670E-09     3.03175168574419E-04     5.52479789512515E-04     2.24922173647840E+17     2.53800000000000E+03
     6.66321892044512E-01     7.74758135457235E-02     1.79139363110397E-05     2.92555145427219E-07     1.41502723218567E-04     6.84644793102107E-04     7.17679222749530E-09     3.03169068641923E-04     5.52469746788716E-04     2.25093500429835E+17     2.54000000000000E+03
     6.66296794401332E-01     7.74820912650240E-02     1.79142853864029E-05     2.92571285744662E-07     1.41505200165229E-04     6.84658093779834E-04     7.17693209203911E-09     3.03162968586072E-04     5.52459703864631E-04     2.25264824095113E+17     2.54200000000000E+03
     6.66271697214885E-01     7.74883688702036E-02     1.79146344692923E-05     2.92587427147311E-07     1.41507677145652E-04     6.84671394738727E-04     7.17707195959963E-09     3.03156868406845E-04     5.52449660740383E-04     2.25436144643610E+17     2.54400000000000E+03
     6.66246600485182E-01     7.74946463612599E-02     1.79149835597121E-05     2.92603569635357E-07     1.41510154159884E-04     6.84684695978629E-04     7.17721183017837E-09     3.03150768104220E-04     5.52439617416095E-04     2.25607462075264E+17     2.54600000000000E+03
     6.66221504212231E-01     7.75009237381906E-02     1.79153326576660E-05     2.92619713208990E-07     1.41512631207977E-04     6.84697997499378E-04     7.17735170377688E-09     3.03144667678179E-04     5.52429573891893E-04     2.25778776390010E+17     2.54800000000000E+03
     6.66196408396042E-01     7.75072010009934E-02     1.79156817631581E-05     2.92635857868407E-07     1.41515108289983E-04     6.84711299300809E-04     7.17749158039671E-09     3.03138567128702E-04     5.52419530167905E-04     2.25950087587786E+17     2.55000000000000E+03
     6.66171313036624E-01     7.75134781496658E-02     1.79160308761925E-05     2.92652003613804E-07     1.41517585405955E-04     6.84724601382751E-04     7.17763146003947E-09     3.03132466455772E-04     5.52409486244261E-04     2.26121395668528E+17     2.55200000000000E+03
     6.66146218133986E-01     7.75197551842057E-02     1.79163799967734E-05     2.92668150445382E-07     1.41520062555947E-04     6.84737903745029E-04     7.17777134270676E-09     3.03126365659374E-04     5.52399442121094E-04     2.26292700632173E+17     2.55400000000000E+03
     6.66121123688137E-01     7.75260321046105E-02     1.79167291249049E-05     2.92684298363343E-07     1.41522539740016E-04     6.84751206387462E-04     7.17791122840025E-09     3.03120264739492E-04     5.52389397798539E-04     2.26464002478657E+17     2.55600000000000E+03
     6.66096029699087E-01     7.75323089108781E-02     1.79170782605915E-05     2.92700447367892E-07     1.41525016958218E-04     6.84764509309866E-04     7.17805111712159E-09     3.03114163696114E-04     5.52379353276732E-04     2.26635301207916E+17     2.55800000000000E+03
     6.66070936166832E-01     7.75385856030117E-02     1.79174274032465E-05     2.92716597442576E-07     1.41527494202809E-04     6.84777812534902E-04     7.17819100864019E-09     3.03108062532911E-04     5.52369308537686E-04     2.26806596819982E+17     2.56000000000000E+03
     6.66045843091373E-01     7.75448621810119E-02     1.79177765525895E-05     2.92732748579566E-07     1.41529971470084E-04     6.84791116073403E-04     7.17833090284569E-09     3.03101961251649E-04     5.52359263572797E-04     2.26977889314838E+17     2.56200000000000E+03
     6.66020750472738E-01     7.75511386448689E-02     1.79181257093816E-05     2.92748900800413E-07     1.41532448770096E-04     6.84804419895903E-04     7.17847080003734E-09     3.03095859847604E-04     5.52349218405421E-04     2.27149178692298E+17     2.56400000000000E+03
     6.65995658310937E-01     7.75574149945805E-02     1.79184748736232E-05     2.92765054105217E-07     1.41534926102853E-04     6.84817724002353E-04     7.17861070021532E-09     3.03089758320793E-04     5.52339173035578E-04     2.27320464952299E+17     2.56600000000000E+03
     6.65970566605977E-01     7.75636912301443E-02     1.79188240453149E-05     2.92781208494079E-07     1.41537403468364E-04     6.84831028392702E-04     7.17875060337982E-09     3.03083656671236E-04     5.52329127463290E-04     2.27491748094779E+17     2.56800000000000E+03
     6.65945475357869E-01     7.75699673515580E-02     1.79191732244573E-05     2.92797363967105E-07     1.41539880866639E-04     6.84844333066898E-04     7.17889050953104E-09     3.03077554898955E-04     5.52319081688580E-04     2.27663028119675E+17     2.57000000000000E+03
     6.65920384566622E-01     7.75762433588193E-02     1.79195224110510E-05     2.92813520524398E-07     1.41542358297687E-04     6.84857638024880E-04     7.17903041866921E-09     3.03071453003973E-04     5.52309035711472E-04     2.27834305026923E+17     2.57200000000000E+03
     6.65895294232244E-01     7.75825192519260E-02     1.79198716050965E-05     2.92829678166067E-07     1.41544835761521E-04     6.84870943266588E-04     7.17917033079453E-09     3.03065350986315E-04     5.52298989531989E-04     2.28005578816462E+17     2.57400000000000E+03
     6.65870204354746E-01     7.75887950308757E-02     1.79202208065947E-05     2.92845836892219E-07     1.41547313258152E-04     6.84884248791955E-04     7.17931024590726E-09     3.03059248846008E-04     5.52288943150158E-04     2.28176849488227E+17     2.57600000000000E+03
     6.65845114934135E-01     7.75950706956662E-02     1.79205700155462E-05     2.92861996702966E-07     1.41549790787593E-04     6.84897554600912E-04     7.17945016400766E-09     3.03053146583082E-04     5.52278896566006E-04     2.28348117042157E+17     2.57800000000000E+03
     6.65820025970422E-01     7.76013462462950E-02     1.79209192319517E-05     2.92878157598419E-07     1.41552268349858E-04     6.84910860693386E-04     7.17959008509598E-09     3.03047044197566E-04     5.52268849779561E-04     2.28519381478188E+17     2.58000000000000E+03
     6.65794937463616E-01     7.76076216827600E-02     1.79212684558121E-05     2.92894319578692E-07     1.41554745944961E-04     6.84924167069299E-04     7.17973000917250E-09     3.03040941689493E-04     5.52258802790852E-04     2.28690642796257E+17     2.58200000000000E+03
     6.65769849413725E-01     7.76138970050589E-02     1.79216176871281E-05     2.92910482643901E-07     1.41557223572918E-04     6.84937473728570E-04     7.17986993623753E-09     3.03034839058899E-04     5.52248755599911E-04     2.28861900996302E+17     2.58400000000000E+03
     6.65744761820760E-01     7.76201722131892E-02     1.79219669259006E-05     2.92926646794164E-07     1.41559701233745E-04     6.84950780671113E-04     7.18000986629138E-09     3.03028736305820E-04     5.52238708206767E-04     2.29033156078259E+17     2.58600000000000E+03
     6.65719674684728E-01     7.76264473071488E-02     1.79223161721306E-05     2.92942812029600E-07     1.41562178927459E-04     6.84964087896838E-04     7.18014979933436E-09     3.03022633430293E-04     5.52228660611456E-04     2.29204408042066E+17     2.58800000000000E+03
     6.65694588005640E-01     7.76327222869354E-02     1.79226654258189E-05     2.92958978350330E-07     1.41564656654079E-04     6.84977395405651E-04     7.18028973536683E-09     3.03016530432360E-04     5.52218612814011E-04     2.29375656887659E+17     2.59000000000000E+03
     6.65669501783504E-01     7.76389971525466E-02     1.79230146869666E-05     2.92975145756478E-07     1.41567134413623E-04     6.84990703197453E-04     7.18042967438914E-09     3.03010427312063E-04     5.52208564814469E-04     2.29546902614976E+17     2.59200000000000E+03
     6.65644416018330E-01     7.76452719039801E-02     1.79233639555746E-05     2.92991314248169E-07     1.41569612206113E-04     6.85004011272142E-04     7.18056961640166E-09     3.03004324069447E-04     5.52198516612865E-04     2.29718145223954E+17     2.59400000000000E+03
     6.65619330710126E-01     7.76515465412336E-02     1.79237132316442E-05     2.93007483825530E-07     1.41572090031567E-04     6.85017319629611E-04     7.18070956140478E-09     3.02998220704558E-04     5.52188468209239E-04     2.29889384714529E+17     2.59600000000000E+03
     6.65594245858903E-01     7.76578210643049E-02     1.79240625151763E-05     2.93023654488692E-07     1.41574567890010E-04     6.85030628269746E-04     7.18084950939891E-09     3.02992117217444E-04     5.52178419603632E-04     2.30060621086639E+17     2.59800000000000E+03
     6.65569161464669E-01     7.76640954731917E-02     1.79244118061722E-05     2.93039826237785E-07     1.41577045781463E-04     6.85043937192433E-04     7.18098946038448E-09     3.02986013608156E-04     5.52168370796083E-04     2.30231854340221E+17     2.60000000000000E+03
     6.65544077527433E-01     7.76703697678916E-02     1.79247611046330E-05     2.93055999072943E-07     1.41579523705951E-04     6.85057246397549E-04     7.18112941436193E-09     3.02979909876748E-04     5.52158321786638E-04     2.30403084475211E+17     2.60200000000000E+03
     6.65518994047204E-01     7.76766439484023E-02     1.79251104105601E-05     2.93072172994302E-07     1.41582001663499E-04     6.85070555884969E-04     7.18126937133172E-09     3.02973806023273E-04     5.52148272575339E-04     2.30574311491547E+17     2.60400000000000E+03
     6.65493911023993E-01     7.76829180147216E-02     1.79254597239548E-05     2.93088348002001E-07     1.41584479654133E-04     6.85083865654562E-04     7.18140933129433E-09     3.02967702047789E-04     5.52138223162234E-04     2.30745535389166E+17     2.60600000000000E+03
     6.65468828457807E-01     7.76891919668471E-02     1.79258090448184E-05     2.93104524096180E-07     1.41586957677881E-04     6.85097175706191E-04     7.18154929425025E-09     3.02961597950356E-04     5.52128173547369E-04     2.30916756168004E+17     2.60800000000000E+03
     6.65443746348657E-01     7.76954658047766E-02     1.79261583731523E-05     2.93120701276981E-07     1.41589435734770E-04     6.85110486039717E-04     7.18168926020002E-09     3.02955493731034E-04     5.52118123730795E-04     2.31087973827999E+17     2.61000000000000E+03
     6.65418664696550E-01     7.77017395285078E-02     1.79265077089580E-05     2.93136879544549E-07     1.41591913824831E-04     6.85123796654994E-04     7.18182922914415E-09     3.02949389389887E-04     5.52108073712562E-04     2.31259188369088E+17     2.61200000000000E+03
     6.65393583501497E-01     7.77080131380383E-02     1.79268570522370E-05     2.93153058899032E-07     1.41594391948094E-04     6.85137107551871E-04     7.18196920108322E-09     3.02943284926981E-04     5.52098023492723E-04     2.31430399791207E+17     2.61400000000000E+03
     6.65368502763507E-01     7.77142866333658E-02     1.79272064029910E-05     2.93169239340580E-07     1.41596870104590E-04     6.85150418730191E-04     7.18210917601781E-09     3.02937180342384E-04     5.52087973071332E-04     2.31601608094293E+17     2.61600000000000E+03
     6.65343422482588E-01     7.77205600144882E-02     1.79275557612215E-05     2.93185420869345E-07     1.41599348294354E-04     6.85163730189794E-04     7.18224915394850E-09     3.02931075636167E-04     5.52077922448447E-04     2.31772813278284E+17     2.61800000000000E+03
     6.65318342658751E-01     7.77268332814029E-02     1.79279051269303E-05     2.93201603485481E-07     1.41601826517418E-04     6.85177041930513E-04     7.18238913487592E-09     3.02924970808401E-04     5.52067871624123E-04     2.31944015343116E+17     2.62000000000000E+03
     6.65293263292003E-01     7.77331064341079E-02     1.79282545001190E-05     2.93217787189147E-07     1.41604304773818E-04     6.85190353952176E-04     7.18252911880071E-09     3.02918865859162E-04     5.52057820598423E-04     2.32115214288726E+17     2.62200000000000E+03
