 neg. daughter mg21 z=12 n= 9 a=21 Q= 10.9120
  0.70  7.0  0.701 -29.669 -22.756  -23.470 -17.536 -28.847  -17.859
  1.00  7.0  0.689 -21.597 -19.621  -19.680 -14.648 -21.562  -14.383
  1.50  7.0  0.662 -15.312 -13.796  -13.469 -10.818 -15.663  -10.552
  2.00  7.0  0.622 -12.148 -10.694  -10.299  -8.887 -12.537   -8.613
  3.00  7.0  0.510  -8.899  -7.493   -7.047  -6.952  -9.097   -6.664
  5.00  7.0  0.187  -5.827  -4.734   -4.179  -5.465  -5.863   -5.030
 10.00  7.0 -0.315  -2.477  -1.825   -0.979  -4.516  -2.803   -2.232
 30.00  7.0 -0.490   0.312   1.203    2.468  -4.226   0.491    1.539
100.00  7.0 -0.509   2.039   4.307    6.032  -4.245   3.860    5.438
  0.01  8.0  1.936 -99.999 -15.924  -16.234 -99.999 -99.999  -99.999
  0.10  8.0  1.936 -99.999 -15.924  -16.234 -53.380 -99.999  -54.972
  0.20  8.0  1.935 -96.933 -15.922  -16.229 -36.796 -94.283  -38.091
  0.40  8.0  1.934 -49.848 -15.911  -16.209 -27.894 -56.368  -28.961
  0.70  8.0  1.931 -29.669 -15.876  -16.155 -19.980 -37.703  -19.905
  1.00  8.0  1.925 -21.597 -13.550  -14.117 -15.051 -27.792  -14.972
  1.50  8.0  1.913 -15.312 -10.223  -10.597 -11.213 -19.866  -11.124
  2.00  8.0  1.895 -12.148  -8.411   -8.511  -9.289 -15.743   -9.187
  3.00  8.0  1.844  -8.899  -6.084   -5.688  -7.356 -11.337   -7.224
  5.00  8.0  1.681  -5.824  -3.574   -2.996  -5.801  -7.368   -5.600
 10.00  8.0  0.982  -2.460  -1.227   -0.400  -4.673  -3.454   -2.876
 30.00  8.0 -0.302   0.314   1.234    2.496  -4.236   0.460    1.508
100.00  8.0 -0.492   2.039   4.308    6.033  -4.245   3.859    5.438
  0.01  9.0  4.671 -99.999  -2.479   -2.562 -99.999 -99.999  -99.999
  0.10  9.0  4.671 -99.999  -2.479   -2.562 -99.999 -99.999  -99.999
  0.20  9.0  4.671 -96.933  -2.477   -2.560 -92.913 -99.999  -94.203
  0.40  9.0  4.671 -49.848  -2.473   -2.552 -49.767 -90.847  -50.760
  0.70  9.0  4.665 -29.669  -2.468   -2.539 -30.925 -57.394  -31.681
  1.00  9.0  4.665 -21.597  -2.450   -2.507 -23.255 -41.602  -23.862
  1.50  9.0  4.660 -15.312  -2.416   -2.442 -17.084 -29.098  -17.540
  2.00  9.0  4.650 -12.148  -2.374   -2.364 -13.918 -22.686  -14.257
  3.00  9.0  4.625  -8.899  -2.266   -2.168 -10.635 -16.009  -10.818
  5.00  9.0  4.551  -5.824  -1.807   -1.286  -7.834 -10.261   -7.848
 10.00  9.0  4.197  -2.455  -0.029    0.853  -5.684  -5.074   -4.468
 30.00  9.0  1.461   0.327   1.512    2.768  -4.354   0.165    1.212
100.00  9.0 -0.324   2.041   4.316    6.042  -4.249   3.851    5.429
  0.01 10.0 10.608 -99.999   0.525    1.274 -99.999 -99.999  -99.999
  0.10 10.0 10.608 -99.999   0.525    1.275 -99.999 -99.999  -99.999
  0.20 10.0 10.608 -96.933   0.525    1.275 -99.999 -99.999  -99.999
  0.40 10.0 10.608 -49.848   0.525    1.275 -99.999 -99.999  -99.999
  0.70 10.0 10.608 -29.669   0.526    1.276 -73.691 -99.999  -74.446
  1.00 10.0 10.603 -21.597   0.525    1.275 -53.158 -71.528  -53.764
  1.50 10.0 10.603 -15.312   0.527    1.278 -37.066 -49.067  -37.507
  2.00 10.0 10.598 -12.148   0.528    1.281 -28.914 -37.675  -29.240
  3.00 10.0 10.588  -8.899   0.533    1.289 -20.649 -26.027  -20.823
  5.00 10.0 10.552  -5.824   0.572    1.359 -13.911 -16.311  -13.915
 10.00 10.0 10.389  -2.455   1.440    2.487  -8.767  -8.194   -7.586
 30.00 10.0  8.651   0.342   2.524    3.813  -5.264  -1.041    0.005
100.00 10.0  1.351   2.061   4.396    6.123  -4.288   3.767    5.345
  0.01 11.0 23.419 -99.999   2.495    3.706 -99.999 -99.999  -99.999
  0.10 11.0 23.424 -99.999   2.495    3.705 -99.999 -99.999  -99.999
  0.20 11.0 23.419 -96.933   2.495    3.705 -99.999 -99.999  -99.999
  0.40 11.0 23.419 -49.848   2.495    3.705 -99.999 -99.999  -99.999
  0.70 11.0 23.424 -29.669   2.495    3.706 -99.999 -99.999  -99.999
  1.00 11.0 23.419 -21.597   2.495    3.705 -99.999 -99.999  -99.999
  1.50 11.0 23.419 -15.312   2.495    3.706 -80.127 -92.128  -80.568
  2.00 11.0 23.419 -12.148   2.496    3.706 -61.223 -69.984  -61.549
  3.00 11.0 23.414  -8.899   2.496    3.708 -42.197 -47.575  -42.370
  5.00 11.0 23.399  -5.824   2.510    3.726 -26.844 -29.260  -26.845
 10.00 11.0 23.322  -2.455   3.054    4.368 -15.264 -14.713  -14.102
 30.00 11.0 22.504   0.343   3.878    5.314  -7.562  -3.368   -2.322
100.00 11.0 14.012   2.145   4.982    6.725  -4.711   3.132    4.708
       end	   
 neg. daughter  k40 z=19 n=21 a=40 Q=-33.5352
 pos. daughter ar40 z=18 n=22 a=40 Q=-35.0402
              +++++++++ k40 -->ar40 +++++++++---------ar40 --> k40 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003 -21.763 -20.123  -21.408 -99.999 -99.999  -99.999
  0.10  1.0 -0.058 -21.774 -20.484  -21.631 -99.999 -97.562  -99.139
  0.20  1.0 -0.134 -21.819 -20.482  -21.525 -94.404 -58.235  -59.503
  0.40  1.0 -0.306 -21.886 -20.435  -21.245 -48.030 -37.836  -38.787
  0.70  1.0 -0.503 -19.192 -19.511  -19.257 -28.153 -27.275  -27.556
  1.00  1.0 -0.511 -14.718 -17.111  -14.690 -20.201 -20.364  -20.042
  1.50  1.0 -0.511 -11.056 -12.601  -10.928 -14.003 -14.663  -13.872
  2.00  1.0 -0.511  -9.185 -10.151   -8.987 -10.876 -11.617  -10.730
  3.00  1.0 -0.511  -7.280  -7.462   -6.818  -7.680  -8.270   -7.455
  5.00  1.0 -0.511  -5.321  -4.929   -4.376  -5.082  -5.147   -4.522
 10.00  1.0 -0.511  -3.008  -2.343   -1.564  -3.477  -2.413   -1.722
 30.00  1.0 -0.511   0.142   1.123    2.378  -3.026   0.468    1.536
100.00  1.0 -0.511   2.054   4.534    6.245  -3.000   4.130    5.702
  0.01  2.0 -0.001 -21.763 -19.142  -20.478 -99.999 -99.999  -99.999
  0.10  2.0 -0.038 -21.774 -19.485  -20.719 -99.999 -98.564  -99.999
  0.20  2.0 -0.095 -21.819 -19.482  -20.586 -94.404 -59.236  -60.504
  0.40  2.0 -0.227 -21.886 -19.435  -20.272 -48.030 -38.836  -39.787
  0.70  2.0 -0.446 -19.192 -19.098  -19.172 -28.153 -27.688  -27.794
  1.00  2.0 -0.506 -14.718 -17.089  -14.690 -20.201 -20.385  -20.045
  1.50  2.0 -0.511 -11.056 -12.600  -10.928 -14.003 -14.665  -13.872
  2.00  2.0 -0.511  -9.185 -10.150   -8.987 -10.876 -11.618  -10.730
  3.00  2.0 -0.511  -7.280  -7.462   -6.818  -7.680  -8.270   -7.455
  5.00  2.0 -0.511  -5.321  -4.929   -4.376  -5.082  -5.147   -4.522
 10.00  2.0 -0.511  -3.008  -2.343   -1.564  -3.477  -2.413   -1.722
 30.00  2.0 -0.511   0.142   1.123    2.378  -3.026   0.468    1.536
100.00  2.0 -0.511   2.054   4.534    6.245  -3.000   4.130    5.702
  0.01  3.0  0.003 -21.763 -18.227  -19.561 -99.999 -99.999  -99.999
  0.10  3.0 -0.018 -21.774 -18.486  -19.728 -99.999 -99.581  -99.999
  0.20  3.0 -0.055 -21.819 -18.481  -19.590 -94.404 -60.241  -61.509
  0.40  3.0 -0.147 -21.886 -18.433  -19.273 -48.030 -39.838  -40.789
  0.70  3.0 -0.314 -19.192 -18.150  -18.658 -28.153 -28.636  -28.020
  1.00  3.0 -0.465 -14.718 -16.884  -14.688 -20.201 -20.591  -20.067
  1.50  3.0 -0.506 -11.056 -12.585  -10.928 -14.003 -14.679  -13.874
  2.00  3.0 -0.510  -9.185 -10.147   -8.987 -10.876 -11.621  -10.730
  3.00  3.0 -0.511  -7.280  -7.461   -6.818  -7.680  -8.271   -7.455
  5.00  3.0 -0.511  -5.321  -4.929   -4.376  -5.082  -5.147   -4.522
 10.00  3.0 -0.511  -3.008  -2.343   -1.564  -3.477  -2.413   -1.722
 30.00  3.0 -0.511   0.142   1.123    2.378  -3.026   0.468    1.536
100.00  3.0 -0.511   2.054   4.534    6.245  -3.000   4.130    5.702
  0.01  4.0  0.012 -21.763 -17.483  -18.776 -99.999 -99.999  -99.999
  0.10  4.0  0.005 -21.774 -17.501  -18.722 -99.999 -99.999  -99.999
  0.20  4.0 -0.013 -21.819 -17.476  -18.573 -94.405 -61.296  -62.564
  0.40  4.0 -0.067 -21.886 -17.427  -18.263 -48.030 -40.856  -41.807
  0.70  4.0 -0.174 -19.192 -17.147  -17.749 -28.154 -29.642  -28.056
  1.00  4.0 -0.302 -14.718 -16.065  -14.662 -20.202 -21.413  -20.102
  1.50  4.0 -0.464 -11.056 -12.444  -10.920 -14.003 -14.821  -13.883
  2.00  4.0 -0.497  -9.184 -10.116   -8.982 -10.876 -11.652  -10.733
  3.00  4.0 -0.507  -7.280  -7.456   -6.815  -7.680  -8.276   -7.456
  5.00  4.0 -0.510  -5.321  -4.928   -4.376  -5.082  -5.148   -4.523
 10.00  4.0 -0.511  -3.008  -2.343   -1.564  -3.477  -2.413   -1.722
 30.00  4.0 -0.511   0.142   1.123    2.378  -3.026   0.468    1.536
100.00  4.0 -0.511   2.054   4.534    6.245  -3.000   4.130    5.702
  0.01  5.0  0.053 -21.763 -16.434  -17.537 -99.999 -99.999  -99.999
  0.10  5.0  0.052 -21.774 -16.419  -17.492 -99.999 -99.999  -99.999
  0.20  5.0  0.047 -21.819 -16.394  -17.394 -94.412 -62.803  -64.070
  0.40  5.0  0.026 -21.886 -16.300  -17.125 -48.034 -42.025  -42.976
  0.70  5.0 -0.026 -19.192 -16.116  -16.715 -28.157 -30.709  -28.065
  1.00  5.0 -0.098 -14.718 -15.069  -14.460 -20.204 -22.445  -20.112
  1.50  5.0 -0.246 -11.056 -11.725  -10.822 -14.006 -15.555  -13.906
  2.00  5.0 -0.383  -9.184  -9.832   -8.925 -10.878 -11.941  -10.753
  3.00  5.0 -0.476  -7.279  -7.404   -6.788  -7.681  -8.329   -7.467
  5.00  5.0 -0.502  -5.321  -4.920   -4.370  -5.082  -5.156   -4.528
 10.00  5.0 -0.509  -3.008  -2.342   -1.563  -3.477  -2.414   -1.723
 30.00  5.0 -0.511   0.142   1.123    2.378  -3.026   0.468    1.536
100.00  5.0 -0.511   2.054   4.534    6.245  -3.000   4.130    5.702
  0.01  6.0  0.215 -21.763 -14.856  -15.542 -99.999 -99.999  -99.999
  0.10  6.0  0.214 -21.774 -14.862  -15.542 -99.999 -99.999  -99.999
  0.20  6.0  0.213 -21.819 -14.889  -15.554 -94.439 -66.988  -68.256
  0.40  6.0  0.206 -21.886 -14.902  -15.517 -48.060 -44.298  -45.248
  0.70  6.0  0.189 -19.192 -14.840  -15.347 -28.183 -32.259  -28.106
  1.00  6.0  0.161 -14.718 -14.040  -13.782 -20.229 -23.748  -20.150
  1.50  6.0  0.093 -11.056 -10.719  -10.309 -14.027 -16.693  -13.943
  2.00  6.0  0.001  -9.184  -8.929   -8.483 -10.896 -12.907  -10.798
  3.00  6.0 -0.212  -7.277  -6.977   -6.516  -7.691  -8.771   -7.533
  5.00  6.0 -0.420  -5.319  -4.839   -4.308  -5.086  -5.237   -4.578
 10.00  6.0 -0.491  -3.007  -2.334   -1.555  -3.478  -2.423   -1.731
 30.00  6.0 -0.509   0.142   1.124    2.379  -3.026   0.467    1.535
100.00  6.0 -0.511   2.054   4.534    6.245  -3.000   4.130    5.702
  0.01  7.0  0.711 -21.763 -13.010  -13.225 -99.999 -99.999  -99.999
  0.10  7.0  0.711 -21.774 -13.019  -13.234 -99.999 -99.999  -99.999
  0.20  7.0  0.711 -21.819 -13.062  -13.275 -94.622 -79.530  -80.798
  0.40  7.0  0.708 -21.886 -13.120  -13.325 -48.243 -50.620  -48.255
  0.70  7.0  0.701 -19.192 -13.142  -13.327 -28.362 -35.942  -28.371
  1.00  7.0  0.689 -14.718 -12.508  -12.555 -20.404 -26.411  -20.408
  1.50  7.0  0.662 -11.056  -9.450   -9.255 -14.192 -18.604  -14.180
  2.00  7.0  0.622  -9.183  -7.739   -7.470 -11.045 -14.473  -11.008
  3.00  7.0  0.510  -7.276  -5.910   -5.579  -7.804  -9.984   -7.716
  5.00  7.0  0.187  -5.314  -4.256   -3.802  -5.144  -5.844   -4.869
 10.00  7.0 -0.315  -3.003  -2.248   -1.476  -3.492  -2.509   -1.817
 30.00  7.0 -0.490   0.142   1.127    2.382  -3.027   0.464    1.532
100.00  7.0 -0.509   2.054   4.534    6.245  -3.000   4.130    5.702
  0.01  8.0  1.936 -21.763 -11.175  -10.965 -99.999 -99.999  -99.999
  0.10  8.0  1.936 -21.774 -11.185  -10.976 -99.999 -99.999  -99.999
  0.20  8.0  1.935 -21.819 -11.228  -11.021 -96.624 -99.999  -97.369
  0.40  8.0  1.934 -21.886  -9.520  -10.421 -50.020 -66.066  -50.671
  0.70  8.0  1.931 -19.192  -7.559   -8.302 -30.165 -44.797  -30.734
  1.00  8.0  1.925 -14.718  -6.617   -7.181 -22.045 -32.641  -22.520
  1.50  8.0  1.913 -11.056  -5.669   -6.034 -15.564 -22.807  -15.880
  2.00  8.0  1.895  -9.183  -5.060   -5.238 -12.173 -17.680  -12.373
  3.00  8.0  1.844  -7.275  -4.126   -3.978  -8.612 -12.224   -8.684
  5.00  8.0  1.681  -5.312  -2.958   -2.541  -5.662  -7.348   -5.599
 10.00  8.0  0.982  -2.985  -1.633   -0.886  -3.676  -3.155   -2.442
 30.00  8.0 -0.302   0.144   1.157    2.411  -3.038   0.433    1.501
100.00  8.0 -0.492   2.054   4.535    6.246  -3.000   4.129    5.701
  0.01  9.0  4.671 -21.763  -1.205   -0.966 -99.999 -99.999  -99.999
  0.10  9.0  4.671 -21.774  -1.204   -0.965 -99.999 -99.999  -99.999
  0.20  9.0  4.671 -21.819  -1.203   -0.963 -99.999 -99.999  -99.999
  0.40  9.0  4.671 -21.886  -1.199   -0.958 -82.854 -99.999  -83.849
  0.70  9.0  4.665 -19.192  -1.198   -0.954 -48.718 -64.488  -49.478
  1.00  9.0  4.665 -14.718  -1.191   -0.944 -34.924 -46.450  -35.537
  1.50  9.0  4.660 -11.056  -1.179   -0.923 -24.033 -32.039  -24.484
  2.00  9.0  4.650  -9.183  -1.166   -0.897 -18.480 -24.623  -18.821
  3.00  9.0  4.625  -7.275  -1.123   -0.815 -12.811 -16.896  -13.009
  5.00  9.0  4.551  -5.312  -0.937   -0.479  -8.173 -10.241   -8.214
 10.00  9.0  4.197  -2.980  -0.322    0.448  -4.869  -4.773   -4.016
 30.00  9.0  1.461   0.160   1.435    2.686  -3.169   0.140    1.207
100.00  9.0 -0.324   2.056   4.543    6.254  -3.004   4.121    5.693
  0.01 10.0 10.608 -21.763   1.140    1.953 -99.999 -99.999  -99.999
  0.10 10.0 10.608 -21.774   1.141    1.953 -99.999 -99.999  -99.999
  0.20 10.0 10.608 -21.819   1.141    1.954 -99.999 -99.999  -99.999
  0.40 10.0 10.608 -21.886   1.142    1.955 -99.999 -99.999  -99.999
  0.70 10.0 10.608 -19.192   1.143    1.956 -91.502 -99.999  -92.262
  1.00 10.0 10.603 -14.718   1.142    1.956 -64.847 -76.377  -65.460
  1.50 10.0 10.603 -11.056   1.144    1.958 -43.996 -52.007  -44.446
  2.00 10.0 10.598  -9.183   1.144    1.960 -33.465 -39.612  -33.806
  3.00 10.0 10.588  -7.275   1.144    1.964 -22.825 -26.914  -23.023
  5.00 10.0 10.552  -5.312   1.159    2.001 -14.217 -16.290  -14.256
 10.00 10.0 10.389  -2.980   1.335    2.285  -7.968  -7.894   -7.134
 30.00 10.0  8.651   0.177   2.450    3.735  -4.115  -1.064    0.001
100.00 10.0  1.351   2.078   4.624    6.336  -3.045   4.037    5.609
  0.01 11.0 23.419 -21.763   3.014    4.247 -99.999 -99.999  -99.999
  0.10 11.0 23.424 -21.774   3.014    4.247 -99.999 -99.999  -99.999
  0.20 11.0 23.419 -21.819   3.014    4.247 -99.999 -99.999  -99.999
  0.40 11.0 23.419 -21.886   3.014    4.247 -99.999 -99.999  -99.999
  0.70 11.0 23.424 -19.192   3.015    4.248 -99.999 -99.999  -99.999
  1.00 11.0 23.419 -14.718   3.014    4.247 -99.999 -99.999  -99.999
  1.50 11.0 23.419 -11.056   3.014    4.248 -87.057 -95.068  -87.507
  2.00 11.0 23.419  -9.183   3.014    4.247 -65.774 -71.921  -66.114
  3.00 11.0 23.414  -7.275   3.009    4.244 -44.373 -48.462  -44.570
  5.00 11.0 23.399  -5.312   3.002    4.242 -27.166 -29.239  -27.206
 10.00 11.0 23.322  -2.980   3.065    4.337 -14.487 -14.412  -13.652
 30.00 11.0 22.504   0.178   3.813    5.244  -6.417  -3.392   -2.326
100.00 11.0 14.012   2.167   5.211    6.941  -3.474   3.401    4.972
       end	   
 neg. daughter ar40 z=18 n=22 a=40 Q=-35.0402
 pos. daughter cl40 z=17 n=23 a=40 Q=-27.5400
              +++++++++ar40 -->cl40 +++++++++---------cl40 -->ar40 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003 -99.999 -99.999  -99.999  -2.008 -99.999   -1.701
  0.10  1.0 -0.058 -99.999 -99.999  -99.999  -2.008 -55.300   -1.701
  0.20  1.0 -0.134 -99.999 -99.999  -99.999  -2.008 -28.337   -1.701
  0.40  1.0 -0.306 -99.999 -99.999  -99.999  -2.008 -14.300   -1.701
  0.70  1.0 -0.503 -96.843 -62.505  -63.233  -2.008  -8.491   -1.701
  1.00  1.0 -0.511 -67.467 -44.772  -45.340  -2.008  -6.997   -1.700
  1.50  1.0 -0.511 -44.612 -30.752  -31.135  -2.003  -5.739   -1.694
  2.00  1.0 -0.511 -33.169 -23.590  -23.841  -1.983  -5.025   -1.667
  3.00  1.0 -0.511 -21.683 -16.203  -16.266  -1.898  -4.164   -1.559
  5.00  1.0 -0.511 -12.467  -9.932   -9.751  -1.732  -3.196   -1.335
 10.00  1.0 -0.511  -5.871  -4.913   -4.285  -1.584  -1.933   -0.819
 30.00  1.0 -0.511  -0.832   0.058    1.324  -1.575   0.663    1.737
100.00  1.0 -0.511   1.797   4.052    5.773  -1.637   4.351    5.921
  0.01  2.0 -0.001 -99.999 -99.999  -99.999  -2.008 -99.999   -1.701
  0.10  2.0 -0.038 -99.999 -99.999  -99.999  -2.008 -56.302   -1.701
  0.20  2.0 -0.095 -99.999 -99.999  -99.999  -2.008 -29.338   -1.701
  0.40  2.0 -0.227 -99.999 -99.999  -99.999  -2.008 -15.300   -1.701
  0.70  2.0 -0.446 -96.843 -62.092  -62.820  -2.008  -8.904   -1.701
  1.00  2.0 -0.506 -67.467 -44.750  -45.318  -2.008  -7.019   -1.700
  1.50  2.0 -0.511 -44.612 -30.750  -31.134  -2.003  -5.740   -1.694
  2.00  2.0 -0.511 -33.169 -23.589  -23.841  -1.983  -5.026   -1.667
  3.00  2.0 -0.511 -21.683 -16.203  -16.266  -1.898  -4.164   -1.559
  5.00  2.0 -0.511 -12.467  -9.932   -9.751  -1.732  -3.196   -1.335
 10.00  2.0 -0.511  -5.871  -4.913   -4.285  -1.584  -1.933   -0.819
 30.00  2.0 -0.511  -0.832   0.058    1.324  -1.575   0.663    1.737
100.00  2.0 -0.511   1.797   4.052    5.773  -1.637   4.351    5.921
  0.01  3.0  0.003 -99.999 -99.999  -99.999  -2.008 -99.999   -1.701
  0.10  3.0 -0.018 -99.999 -99.999  -99.999  -2.008 -57.319   -1.701
  0.20  3.0 -0.055 -99.999 -99.999  -99.999  -2.008 -30.343   -1.701
  0.40  3.0 -0.147 -99.999 -99.999  -99.999  -2.008 -16.303   -1.701
  0.70  3.0 -0.314 -96.843 -61.143  -61.872  -2.008  -9.852   -1.701
  1.00  3.0 -0.465 -67.467 -44.544  -45.112  -2.008  -7.225   -1.700
  1.50  3.0 -0.506 -44.612 -30.736  -31.119  -2.003  -5.755   -1.694
  2.00  3.0 -0.510 -33.169 -23.586  -23.838  -1.983  -5.029   -1.667
  3.00  3.0 -0.511 -21.683 -16.202  -16.265  -1.898  -4.165   -1.559
  5.00  3.0 -0.511 -12.467  -9.932   -9.751  -1.732  -3.196   -1.335
 10.00  3.0 -0.511  -5.871  -4.913   -4.285  -1.584  -1.933   -0.819
 30.00  3.0 -0.511  -0.832   0.058    1.324  -1.575   0.663    1.737
100.00  3.0 -0.511   1.797   4.052    5.773  -1.637   4.351    5.921
  0.01  4.0  0.012 -99.999 -99.999  -99.999  -2.008 -99.999   -1.701
  0.10  4.0  0.005 -99.999 -99.999  -99.999  -2.008 -58.476   -1.701
  0.20  4.0 -0.013 -99.999 -99.999  -99.999  -2.008 -31.398   -1.701
  0.40  4.0 -0.067 -99.999 -99.999  -99.999  -2.008 -17.321   -1.701
  0.70  4.0 -0.174 -96.843 -60.137  -60.866  -2.008 -10.859   -1.701
  1.00  4.0 -0.302 -67.467 -43.722  -44.290  -2.008  -8.047   -1.701
  1.50  4.0 -0.464 -44.612 -30.594  -30.977  -2.003  -5.896   -1.694
  2.00  4.0 -0.497 -33.169 -23.554  -23.806  -1.983  -5.060   -1.667
  3.00  4.0 -0.507 -21.683 -16.197  -16.260  -1.898  -4.170   -1.559
  5.00  4.0 -0.510 -12.467  -9.931   -9.750  -1.732  -3.197   -1.335
 10.00  4.0 -0.511  -5.871  -4.912   -4.285  -1.584  -1.933   -0.819
 30.00  4.0 -0.511  -0.832   0.058    1.324  -1.575   0.663    1.737
100.00  4.0 -0.511   1.797   4.052    5.773  -1.637   4.351    5.921
  0.01  5.0  0.053 -99.999 -99.999  -99.999  -2.010 -99.999   -1.703
  0.10  5.0  0.052 -99.999 -99.999  -99.999  -2.010 -60.819   -1.703
  0.20  5.0  0.047 -99.999 -99.999  -99.999  -2.010 -32.905   -1.703
  0.40  5.0  0.026 -99.999 -99.802  -99.999  -2.009 -18.489   -1.703
  0.70  5.0 -0.026 -96.843 -59.071  -59.799  -2.009 -11.925   -1.703
  1.00  5.0 -0.098 -67.467 -42.691  -43.259  -2.009  -9.078   -1.702
  1.50  5.0 -0.246 -44.612 -29.860  -30.244  -2.004  -6.629   -1.695
  2.00  5.0 -0.383 -33.169 -23.266  -23.518  -1.984  -5.346   -1.669
  3.00  5.0 -0.476 -21.683 -16.143  -16.206  -1.899  -4.222   -1.560
  5.00  5.0 -0.502 -12.467  -9.923   -9.742  -1.733  -3.205   -1.336
 10.00  5.0 -0.509  -5.871  -4.912   -4.284  -1.585  -1.934   -0.819
 30.00  5.0 -0.511  -0.832   0.058    1.324  -1.575   0.663    1.737
100.00  5.0 -0.511   1.797   4.052    5.773  -1.637   4.351    5.921
  0.01  6.0  0.215 -99.999 -99.999  -99.999  -2.019 -99.999   -1.718
  0.10  6.0  0.214 -99.999 -99.999  -99.999  -2.019 -69.009   -1.717
  0.20  6.0  0.213 -99.999 -99.999  -99.999  -2.019 -37.090   -1.717
  0.40  6.0  0.206 -99.999 -97.529  -98.507  -2.018 -20.762   -1.717
  0.70  6.0  0.189 -96.843 -57.521  -58.249  -2.018 -13.475   -1.716
  1.00  6.0  0.161 -67.467 -41.388  -41.956  -2.017 -10.381   -1.715
  1.50  6.0  0.093 -44.612 -28.722  -29.106  -2.012  -7.767   -1.707
  2.00  6.0  0.001 -33.169 -22.299  -22.551  -1.990  -6.311   -1.679
  3.00  6.0 -0.212 -21.682 -15.701  -15.764  -1.903  -4.659   -1.568
  5.00  6.0 -0.420 -12.466  -9.840   -9.660  -1.734  -3.284   -1.344
 10.00  6.0 -0.491  -5.871  -4.903   -4.276  -1.585  -1.942   -0.825
 30.00  6.0 -0.509  -0.832   0.058    1.324  -1.575   0.663    1.737
100.00  6.0 -0.511   1.797   4.052    5.773  -1.637   4.351    5.921
  0.01  7.0  0.711 -99.999 -99.999  -99.999  -2.079 -99.999   -1.803
  0.10  7.0  0.711 -99.999 -99.999  -99.999  -2.082 -94.068   -1.806
  0.20  7.0  0.711 -99.999 -99.999  -99.999  -2.082 -49.632   -1.806
  0.40  7.0  0.708 -99.999 -91.207  -92.184  -2.081 -27.085   -1.806
  0.70  7.0  0.701 -96.843 -53.838  -54.567  -2.081 -17.158   -1.804
  1.00  7.0  0.689 -67.467 -38.725  -39.293  -2.080 -13.044   -1.802
  1.50  7.0  0.662 -44.612 -26.811  -27.195  -2.072  -9.678   -1.790
  2.00  7.0  0.622 -33.169 -20.743  -20.993  -2.046  -7.877   -1.756
  3.00  7.0  0.510 -21.682 -14.487  -14.550  -1.946  -5.870   -1.630
  5.00  7.0  0.187 -12.464  -9.229   -9.050  -1.758  -3.883   -1.399
 10.00  7.0 -0.315  -5.866  -4.815   -4.194  -1.592  -2.027   -0.877
 30.00  7.0 -0.490  -0.832   0.061    1.327  -1.576   0.660    1.734
100.00  7.0 -0.509   1.797   4.052    5.773  -1.637   4.351    5.921
  0.01  8.0  1.936 -99.999 -99.999  -99.999  -2.536 -99.999   -2.308
  0.10  8.0  1.936 -99.999 -99.999  -99.999  -2.536 -99.999   -2.309
  0.20  8.0  1.935 -99.999 -99.999  -99.999  -2.536 -80.486   -2.309
  0.40  8.0  1.934 -99.999 -75.759  -76.740  -2.535 -42.531   -2.309
  0.70  8.0  1.931 -96.843 -44.976  -45.710  -2.532 -26.014   -2.305
  1.00  8.0  1.925 -67.467 -32.472  -33.051  -2.526 -19.274   -2.298
  1.50  8.0  1.913 -44.612 -22.605  -22.991  -2.502 -13.881   -2.273
  2.00  8.0  1.895 -33.169 -17.518  -17.777  -2.447 -11.083   -2.214
  3.00  8.0  1.844 -21.682 -12.249  -12.313  -2.271  -8.109   -2.023
  5.00  8.0  1.681 -12.463  -7.721   -7.544  -1.983  -5.385   -1.695
 10.00  8.0  0.982  -5.850  -4.169   -3.575  -1.694  -2.666   -1.211
 30.00  8.0 -0.302  -0.830   0.091    1.356  -1.584   0.629    1.702
100.00  8.0 -0.492   1.797   4.053    5.774  -1.637   4.350    5.920
  0.01  9.0  4.671 -99.999 -99.999  -99.999  -3.694 -99.999   -3.394
  0.10  9.0  4.671 -99.999 -99.999  -99.999  -3.670 -99.999   -3.360
  0.20  9.0  4.671 -99.999 -79.666  -80.941  -3.693 -99.999   -3.392
  0.40  9.0  4.671 -99.999 -43.086  -44.059  -3.687 -77.009   -3.384
  0.70  9.0  4.665 -96.843 -27.070  -27.773  -3.683 -45.705   -3.376
  1.00  9.0  4.665 -67.467 -20.401  -20.914  -3.682 -33.084   -3.374
  1.50  9.0  4.660 -44.612 -14.834  -15.066  -3.684 -23.113   -3.373
  2.00  9.0  4.650 -33.169 -11.644  -11.710  -3.695 -18.027   -3.380
  3.00  9.0  4.625 -21.682  -8.088   -8.015  -3.703 -12.781   -3.403
  5.00  9.0  4.551 -12.463  -4.996   -4.753  -3.397  -8.278   -3.211
 10.00  9.0  4.197  -5.845  -2.615   -2.050  -2.515  -4.281   -2.239
 30.00  9.0  1.461  -0.816   0.370    1.628  -1.690   0.335    1.409
100.00  9.0 -0.324   1.799   4.061    5.782  -1.641   4.342    5.912
  0.01 10.0 10.608 -99.999  -2.383   -2.004 -99.999 -99.999  -99.999
