 neg. daughter mg21 z=12 n= 9 a=21 Q= 10.9120
  3.00  3.0 -0.511  -2.324  -3.744   -2.018 -10.600  -8.597   -8.625
  5.00  3.0 -0.511  -2.097  -2.551   -1.555  -7.264  -5.135   -4.892
 10.00  3.0 -0.511  -1.676  -0.959   -0.144  -2.879  -1.928   -1.295
 30.00  3.0 -0.511   0.482   1.784    2.948   0.451   1.554    2.718
100.00  3.0 -0.511   1.482   4.872    6.519   1.447   4.833    6.478
  0.01  4.0  0.012 -13.599 -14.545  -13.652 -99.999 -99.999  -99.999
  0.10  4.0  0.005 -13.206 -14.627  -13.044 -99.999 -99.999  -99.999
  0.20  4.0 -0.013  -7.674 -10.587   -7.406 -99.999 -99.999  -99.999
  0.40  4.0 -0.067  -4.796  -7.798   -4.528 -58.660 -57.743  -58.625
  0.70  4.0 -0.174  -3.563  -6.621   -3.295 -35.335 -33.719  -34.435
  1.00  4.0 -0.302  -3.073  -6.146   -2.806 -25.979 -23.818  -24.381
  1.50  4.0 -0.464  -2.700  -5.486   -2.431 -18.534 -16.095  -16.472
  2.00  4.0 -0.497  -2.517  -4.742   -2.244 -14.640 -12.418  -12.655
  3.00  4.0 -0.507  -2.324  -3.738   -2.017 -10.600  -8.603   -8.631
  5.00  4.0 -0.510  -2.097  -2.550   -1.555  -7.264  -5.136   -4.893
 10.00  4.0 -0.511  -1.676  -0.959   -0.144  -2.879  -1.928   -1.295
 30.00  4.0 -0.511   0.482   1.784    2.948   0.451   1.554    2.718
100.00  4.0 -0.511   1.482   4.872    6.519   1.447   4.833    6.478
  0.01  5.0  0.053 -13.599 -13.785  -13.373 -99.999 -99.999  -99.999
  0.10  5.0  0.052 -13.206 -13.780  -12.949 -99.999 -99.999  -99.999
  0.20  5.0  0.047  -7.674  -9.675   -7.397 -99.999 -99.999  -99.999
  0.40  5.0  0.026  -4.796  -6.834   -4.520 -58.748 -58.912  -59.315
  0.70  5.0 -0.026  -3.563  -5.633   -3.288 -35.397 -34.786  -35.409
  1.00  5.0 -0.098  -3.073  -5.154   -2.798 -26.021 -24.849  -25.391
  1.50  5.0 -0.246  -2.700  -4.768   -2.425 -18.553 -16.829  -17.200
  2.00  5.0 -0.383  -2.517  -4.459   -2.239 -14.648 -12.706  -12.942
  3.00  5.0 -0.476  -2.324  -3.687   -2.013 -10.602  -8.656   -8.684
  5.00  5.0 -0.502  -2.096  -2.542   -1.551  -7.265  -5.144   -4.901
 10.00  5.0 -0.509  -1.675  -0.958   -0.143  -2.879  -1.929   -1.296
 30.00  5.0 -0.511   0.482   1.784    2.948   0.451   1.554    2.718
100.00  5.0 -0.511   1.482   4.872    6.519   1.447   4.833    6.478
  0.01  6.0  0.215 -13.599 -12.878  -12.649 -99.999 -99.999  -99.999
  0.10  6.0  0.214 -13.206 -12.820  -12.514 -99.999 -99.999  -99.999
  0.20  6.0  0.213  -7.674  -8.779   -7.335 -99.999 -99.999  -99.999
  0.40  6.0  0.206  -4.796  -5.913   -4.457 -59.522 -61.184  -60.417
  0.70  6.0  0.189  -3.563  -4.676   -3.224 -35.947 -36.336  -36.563
  1.00  6.0  0.161  -3.073  -4.176   -2.733 -26.396 -26.152  -26.550
  1.50  6.0  0.093  -2.700  -3.780   -2.357 -18.731 -17.967  -18.284
  2.00  6.0  0.001  -2.517  -3.571   -2.170 -14.743 -13.673  -13.883
  3.00  6.0 -0.212  -2.323  -3.267   -1.952 -10.639  -9.098   -9.121
  5.00  6.0 -0.420  -2.095  -2.463   -1.512  -7.274  -5.226   -4.983
 10.00  6.0 -0.491  -1.675  -0.949   -0.135  -2.879  -1.938   -1.304
 30.00  6.0 -0.509   0.482   1.784    2.949   0.451   1.553    2.718
100.00  6.0 -0.511   1.482   4.872    6.519   1.447   4.833    6.478
  0.01  7.0  0.711 -13.599  -4.269   -4.778 -99.999 -99.999  -99.999
  0.10  7.0  0.711 -13.206  -4.265   -4.773 -99.999 -99.999  -99.999
  0.20  7.0  0.711  -7.674  -4.258   -4.756 -99.999 -99.999  -99.999
  0.40  7.0  0.708  -4.796  -4.138   -3.969 -65.118 -67.507  -65.916
  0.70  7.0  0.701  -3.563  -3.551   -2.817 -38.705 -40.018  -39.326
  1.00  7.0  0.689  -3.073  -3.119   -2.325 -28.039 -28.815  -28.528
  1.50  7.0  0.662  -2.700  -2.735   -1.937 -19.647 -19.878  -19.869
  2.00  7.0  0.622  -2.517  -2.527   -1.738 -15.377 -15.239  -15.292
  3.00  7.0  0.510  -2.323  -2.275   -1.501 -11.009 -10.312  -10.296
  5.00  7.0  0.187  -2.089  -1.906   -1.145  -7.406  -5.836   -5.589
 10.00  7.0 -0.315  -1.669  -0.864   -0.055  -2.882  -2.026   -1.382
 30.00  7.0 -0.490   0.482   1.787    2.952   0.451   1.550    2.715
100.00  7.0 -0.509   1.482   4.872    6.519   1.447   4.833    6.478
  0.01  8.0  1.936 -13.599  -1.767   -1.690 -99.999 -99.999  -99.999
  0.10  8.0  1.936 -13.206  -1.767   -1.690 -99.999 -99.999  -99.999
  0.20  8.0  1.935  -7.674  -1.766   -1.689 -99.999 -99.999  -99.999
  0.40  8.0  1.934  -4.796  -1.760   -1.665 -80.032 -82.953  -81.043
  0.70  8.0  1.931  -3.563  -1.692   -1.425 -47.265 -48.874  -48.043
  1.00  8.0  1.925  -3.073  -1.568   -1.131 -34.010 -35.045  -34.620
  1.50  8.0  1.913  -2.700  -1.373   -0.814 -23.558 -24.081  -23.925
  2.00  8.0  1.895  -2.517  -1.231   -0.630 -18.253 -18.445  -18.381
  3.00  8.0  1.844  -2.322  -1.040   -0.405 -12.852 -12.552  -12.483
  5.00  8.0  1.681  -2.087  -0.772   -0.094  -8.223  -7.342   -7.046
 10.00  8.0  0.982  -1.646  -0.264    0.535  -2.976  -2.676   -1.920
 30.00  8.0 -0.302   0.486   1.818    2.982   0.388   1.520    2.683
100.00  8.0 -0.492   1.482   4.873    6.520   1.447   4.832    6.477
  0.01  9.0  4.671 -13.599   0.282    0.806 -99.999 -99.999  -99.999
  0.10  9.0  4.671 -13.206   0.282    0.806 -99.999 -99.999  -99.999
  0.20  9.0  4.671  -7.674   0.282    0.806 -99.999 -99.999  -99.999
  0.40  9.0  4.671  -4.796   0.284    0.809 -99.999 -99.999  -99.999
  0.70  9.0  4.665  -3.563   0.293    0.833 -66.956 -68.565  -67.733
  1.00  9.0  4.665  -3.073   0.321    0.890 -47.820 -48.855  -48.429
  1.50  9.0  4.660  -2.700   0.378    0.996 -32.796 -33.313  -33.158
  2.00  9.0  4.650  -2.517   0.431    1.084 -25.178 -25.388  -25.271
  3.00  9.0  4.625  -2.322   0.519    1.214 -16.789 -17.224  -16.461
  5.00  9.0  4.551  -2.087   0.662    1.413  -9.109 -10.235   -8.721
 10.00  9.0  4.197  -1.639   0.958    1.813  -3.347  -4.296   -2.833
 30.00  9.0  1.461   0.511   2.104    3.266   0.315   1.229    2.396
100.00  9.0 -0.324   1.485   4.881    6.528   1.444   4.823    6.469
  0.01 10.0 10.608 -13.599   2.290    3.081 -99.999 -99.999  -99.999
  0.10 10.0 10.608 -13.206   2.290    3.081 -99.999 -99.999  -99.999
  0.20 10.0 10.608  -7.674   2.290    3.081 -99.999 -99.999  -99.999
  0.40 10.0 10.608  -4.796   2.291    3.082 -99.999 -99.999  -99.999
  0.70 10.0 10.608  -3.563   2.294    3.088 -99.999 -99.999  -99.999
  1.00 10.0 10.603  -3.073   2.300    3.100 -74.920 -78.781  -75.517
  1.50 10.0 10.603  -2.700   2.318    3.133 -49.852 -53.281  -50.279
  2.00 10.0 10.598  -2.517   2.336    3.165 -37.192 -40.377  -37.498
  3.00 10.0 10.588  -2.322   2.373    3.222 -24.376 -27.242  -24.518
  5.00 10.0 10.552  -2.087   2.438    3.319 -13.896 -16.284  -13.840
 10.00 10.0 10.389  -1.639   2.599    3.538  -5.845  -7.416   -5.537
 30.00 10.0  8.651   0.539   3.194    4.369  -0.393   0.027    1.216
100.00 10.0  1.351   1.511   4.963    6.611   1.409   4.741    6.385
  0.01 11.0 23.419 -13.599   4.599    5.743 -99.999 -99.999  -99.999
  0.10 11.0 23.424 -13.206   4.599    5.743 -99.999 -99.999  -99.999
  0.20 11.0 23.419  -7.674   4.599    5.742 -99.999 -99.999  -99.999
  0.40 11.0 23.419  -4.796   4.599    5.742 -99.999 -99.999  -99.999
  0.70 11.0 23.424  -3.563   4.600    5.744 -99.999 -99.999  -99.999
  1.00 11.0 23.419  -3.073   4.600    5.745 -99.999 -99.999  -99.999
  1.50 11.0 23.419  -2.700   4.603    5.750 -92.891 -96.342  -93.317
  2.00 11.0 23.419  -2.517   4.607    5.755 -69.478 -72.686  -69.784
  3.00 11.0 23.414  -2.322   4.613    5.765 -45.902 -48.790  -46.042
  5.00 11.0 23.399  -2.087   4.625    5.785 -26.825 -29.233  -26.763
 10.00 11.0 23.322  -1.639   4.653    5.832 -12.336 -13.935  -12.023
 30.00 11.0 22.504   0.541   4.799    6.089  -2.596  -2.300   -1.100
100.00 11.0 14.012   1.624   5.567    7.228   1.019   4.111    5.752
       end	   
 neg. daughter mg26 z=12 n=14 a=26 Q=-16.2120
 pos. daughter na26 z=11 n=15 a=26 Q= -6.8880
              +++++++++mg26 -->na26 +++++++++---------na26 -->mg26 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003 -99.999 -99.999  -99.999  -0.101 -99.999    0.466
  0.10  1.0 -0.058 -99.999 -99.999  -99.999  -0.101 -53.806    0.466
  0.20  1.0 -0.134 -99.999 -99.999  -99.999  -0.101 -26.936    0.466
  0.40  1.0 -0.306 -99.999 -99.999  -99.999  -0.102 -12.966    0.463
  0.70  1.0 -0.503 -94.819 -74.282  -75.016  -0.102  -7.195    0.461
  1.00  1.0 -0.511 -66.311 -52.574  -53.149  -0.099  -5.720    0.462
  1.50  1.0 -0.511 -44.122 -35.454  -35.847  -0.093  -4.489    0.469
  2.00  1.0 -0.511 -33.018 -26.763  -27.026  -0.088  -3.788    0.474
  3.00  1.0 -0.511 -21.908 -17.893  -17.969  -0.083  -2.958    0.482
  5.00  1.0 -0.511 -13.047 -10.537  -10.370  -0.079  -2.064    0.499
 10.00  1.0 -0.511  -6.638  -4.679   -4.150   0.273  -0.921    1.065
 30.00  1.0 -0.511  -1.102   0.713    1.757   1.880   1.769    3.257
100.00  1.0 -0.511   2.079   4.484    6.116   2.520   4.754    6.438
  0.01  2.0 -0.001 -99.999 -99.999  -99.999  -0.101 -99.999    0.466
  0.10  2.0 -0.038 -99.999 -99.999  -99.999  -0.101 -54.808    0.466
  0.20  2.0 -0.095 -99.999 -99.999  -99.999  -0.101 -27.936    0.466
  0.40  2.0 -0.227 -99.999 -99.999  -99.999  -0.102 -13.966    0.463
  0.70  2.0 -0.446 -94.819 -73.869  -74.603  -0.102  -7.608    0.461
  1.00  2.0 -0.506 -66.311 -52.552  -53.127  -0.099  -5.742    0.462
  1.50  2.0 -0.511 -44.122 -35.452  -35.845  -0.093  -4.491    0.469
  2.00  2.0 -0.511 -33.018 -26.763  -27.025  -0.088  -3.789    0.474
  3.00  2.0 -0.511 -21.908 -17.893  -17.969  -0.083  -2.958    0.482
  5.00  2.0 -0.511 -13.047 -10.537  -10.370  -0.079  -2.064    0.499
 10.00  2.0 -0.511  -6.638  -4.679   -4.150   0.273  -0.921    1.065
 30.00  2.0 -0.511  -1.102   0.713    1.757   1.880   1.769    3.257
100.00  2.0 -0.511   2.079   4.484    6.116   2.520   4.754    6.438
  0.01  3.0  0.003 -99.999 -99.999  -99.999  -0.101 -99.999    0.466
  0.10  3.0 -0.018 -99.999 -99.999  -99.999  -0.101 -55.825    0.466
  0.20  3.0 -0.055 -99.999 -99.999  -99.999  -0.101 -28.942    0.466
  0.40  3.0 -0.147 -99.999 -99.999  -99.999  -0.102 -14.968    0.463
  0.70  3.0 -0.314 -94.819 -72.921  -73.654  -0.102  -8.556    0.461
  1.00  3.0 -0.465 -66.311 -52.346  -52.921  -0.099  -5.948    0.462
  1.50  3.0 -0.506 -44.121 -35.438  -35.831  -0.093  -4.505    0.469
  2.00  3.0 -0.510 -33.018 -26.760  -27.022  -0.088  -3.792    0.474
  3.00  3.0 -0.511 -21.908 -17.893  -17.969  -0.083  -2.959    0.482
  5.00  3.0 -0.511 -13.047 -10.537  -10.370  -0.079  -2.064    0.499
 10.00  3.0 -0.511  -6.638  -4.679   -4.150   0.273  -0.921    1.065
 30.00  3.0 -0.511  -1.102   0.713    1.757   1.880   1.769    3.257
100.00  3.0 -0.511   2.079   4.484    6.116   2.520   4.754    6.438
  0.01  4.0  0.012 -99.999 -99.999  -99.999  -0.101 -99.999    0.466
  0.10  4.0  0.005 -99.999 -99.999  -99.999  -0.101 -56.982    0.466
  0.20  4.0 -0.013 -99.999 -99.999  -99.999  -0.101 -29.996    0.465
  0.40  4.0 -0.067 -99.999 -99.999  -99.999  -0.102 -15.986    0.463
  0.70  4.0 -0.174 -94.819 -71.914  -72.648  -0.102  -9.563    0.461
  1.00  4.0 -0.302 -66.311 -51.524  -52.099  -0.099  -6.770    0.462
  1.50  4.0 -0.464 -44.121 -35.296  -35.689  -0.093  -4.646    0.469
  2.00  4.0 -0.497 -33.018 -26.728  -26.990  -0.088  -3.823    0.474
  3.00  4.0 -0.507 -21.908 -17.887  -17.963  -0.083  -2.964    0.482
  5.00  4.0 -0.510 -13.047 -10.536  -10.370  -0.079  -2.065    0.499
 10.00  4.0 -0.511  -6.638  -4.679   -4.150   0.273  -0.921    1.065
 30.00  4.0 -0.511  -1.102   0.713    1.757   1.880   1.769    3.257
100.00  4.0 -0.511   2.079   4.484    6.116   2.520   4.754    6.438
  0.01  5.0  0.053 -99.999 -99.999  -99.999  -0.101 -99.999    0.465
  0.10  5.0  0.052 -99.999 -99.999  -99.999  -0.101 -59.325    0.465
  0.20  5.0  0.047 -99.999 -99.999  -99.999  -0.101 -31.503    0.465
  0.40  5.0  0.026 -99.999 -99.999  -99.999  -0.102 -17.155    0.463
  0.70  5.0 -0.026 -94.819 -70.848  -71.581  -0.102 -10.629    0.460
  1.00  5.0 -0.098 -66.311 -50.493  -51.068  -0.100  -7.801    0.462
  1.50  5.0 -0.246 -44.121 -34.562  -34.955  -0.093  -5.379    0.468
  2.00  5.0 -0.383 -33.017 -26.440  -26.702  -0.088  -4.109    0.474
  3.00  5.0 -0.476 -21.908 -17.834  -17.910  -0.083  -3.016    0.481
  5.00  5.0 -0.502 -13.047 -10.528  -10.361  -0.079  -2.073    0.499
 10.00  5.0 -0.509  -6.637  -4.678   -4.149   0.273  -0.922    1.065
 30.00  5.0 -0.511  -1.102   0.713    1.758   1.880   1.769    3.257
100.00  5.0 -0.511   2.079   4.484    6.116   2.520   4.754    6.438
  0.01  6.0  0.215 -99.999 -99.999  -99.999  -0.102 -99.999    0.463
  0.10  6.0  0.214 -99.999 -99.999  -99.999  -0.102 -67.515    0.463
  0.20  6.0  0.213 -99.999 -99.999  -99.999  -0.103 -35.688    0.462
  0.40  6.0  0.206 -99.999 -99.999  -99.999  -0.104 -19.427    0.460
  0.70  6.0  0.189 -94.819 -69.298  -70.032  -0.104 -12.179    0.458
  1.00  6.0  0.161 -66.311 -49.189  -49.764  -0.101  -9.104    0.460
  1.50  6.0  0.093 -44.121 -33.424  -33.817  -0.095  -6.517    0.466
  2.00  6.0  0.001 -33.017 -25.473  -25.735  -0.090  -5.074    0.472
  3.00  6.0 -0.212 -21.906 -17.391  -17.467  -0.084  -3.452    0.479
  5.00  6.0 -0.420 -13.044 -10.445  -10.279  -0.080  -2.153    0.496
 10.00  6.0 -0.491  -6.636  -4.669   -4.140   0.273  -0.931    1.064
 30.00  6.0 -0.509  -1.102   0.713    1.758   1.880   1.769    3.257
100.00  6.0 -0.511   2.079   4.484    6.116   2.520   4.754    6.438
  0.01  7.0  0.711 -99.999 -99.999  -99.999  -0.119 -99.999    0.440
  0.10  7.0  0.711 -99.999 -99.999  -99.999  -0.118 -92.574    0.441
  0.20  7.0  0.711 -99.999 -99.999  -99.999  -0.119 -48.230    0.440
  0.40  7.0  0.708 -99.999 -99.999  -99.999  -0.120 -25.750    0.437
  0.70  7.0  0.701 -94.819 -65.615  -66.349  -0.121 -15.862    0.434
  1.00  7.0  0.689 -66.311 -46.526  -47.101  -0.118 -11.767    0.436
  1.50  7.0  0.662 -44.121 -31.513  -31.906  -0.112  -8.428    0.443
  2.00  7.0  0.622 -33.017 -23.907  -24.169  -0.103  -6.640    0.452
  3.00  7.0  0.510 -21.906 -16.178  -16.254  -0.096  -4.662    0.461
  5.00  7.0  0.187 -13.036  -9.834   -9.668  -0.088  -2.751    0.479
 10.00  7.0 -0.315  -6.627  -4.580   -4.052   0.271  -1.015    1.054
 30.00  7.0 -0.490  -1.102   0.716    1.761   1.880   1.766    3.255
100.00  7.0 -0.509   2.079   4.484    6.116   2.520   4.754    6.438
  0.01  8.0  1.936 -99.999 -99.999  -99.999  -0.213 -99.999    0.307
  0.10  8.0  1.936 -99.999 -99.999  -99.999  -0.213 -99.999    0.307
  0.20  8.0  1.935 -99.999 -99.999  -99.999  -0.213 -79.084    0.307
  0.40  8.0  1.934 -99.999 -97.430  -98.411  -0.214 -41.196    0.305
  0.70  8.0  1.931 -94.819 -56.760  -57.494  -0.216 -24.718    0.300
  1.00  8.0  1.925 -66.311 -40.279  -40.855  -0.214 -17.997    0.302
  1.50  8.0  1.913 -44.121 -27.310  -27.703  -0.207 -12.631    0.309
  2.00  8.0  1.895 -33.017 -20.700  -20.963  -0.201  -9.846    0.317
  3.00  8.0  1.844 -21.906 -13.937  -14.014  -0.191  -6.902    0.331
  5.00  8.0  1.681 -13.034  -8.328   -8.163  -0.174  -4.252    0.363
 10.00  8.0  0.982  -6.591  -3.930   -3.406   0.245  -1.652    0.995
 30.00  8.0 -0.302  -1.101   0.747    1.792   1.877   1.736    3.232
100.00  8.0 -0.492   2.079   4.485    6.117   2.520   4.753    6.437
  0.01  9.0  4.671 -99.999 -99.999  -99.999  -0.807 -99.999   -0.507
  0.10  9.0  4.671 -99.999 -99.999  -99.999  -0.807 -99.999   -0.507
  0.20  9.0  4.671 -99.999 -99.999  -99.999  -0.806 -99.999   -0.505
  0.40  9.0  4.671 -99.999 -63.125  -64.102  -0.813 -75.675   -0.512
  0.70  9.0  4.665 -94.819 -37.221  -37.950  -0.823 -44.409   -0.519
  1.00  9.0  4.665 -66.311 -26.624  -27.192  -0.824 -31.807   -0.516
  1.50  9.0  4.660 -44.121 -18.200  -18.578  -0.815 -21.863   -0.497
  2.00  9.0  4.650 -33.017 -13.843  -14.095  -0.803 -16.789   -0.474
  3.00  9.0  4.625 -21.906  -9.321   -9.383  -0.777 -11.574   -0.429
  5.00  9.0  4.551 -13.034  -5.467   -5.289  -0.708  -7.145   -0.303
 10.00  9.0  4.197  -6.580  -2.350   -1.831   0.047  -3.267    0.759
 30.00  9.0  1.461  -1.092   1.041    2.083   1.841   1.452    3.028
100.00  9.0 -0.324   2.081   4.493    6.126   2.517   4.745    6.429
  0.01 10.0 10.608 -99.999  -1.922   -2.023 -99.999 -99.999  -99.999
  0.10 10.0 10.608 -99.999  -1.922   -2.022 -73.043 -99.999  -74.630
  0.20 10.0 10.608 -99.999  -1.921   -2.020 -39.778 -99.999  -41.066
  0.40 10.0 10.608 -99.999  -1.917   -2.013 -22.718 -99.999  -23.707
  0.70 10.0 10.608 -94.819  -1.906   -1.992 -15.106 -87.197  -15.854
  1.00 10.0 10.603 -66.311  -1.896   -1.970 -11.887 -61.733  -12.482
  1.50 10.0 10.603 -44.121  -1.858   -1.900  -9.268 -41.831   -9.685
  2.00 10.0 10.598 -33.017  -1.811   -1.809  -7.798 -31.778   -7.986
  3.00 10.0 10.588 -21.906  -1.585   -1.401  -5.613 -21.592   -5.393
  5.00 10.0 10.552 -13.034  -0.788   -0.368  -3.216 -13.194   -2.886
 10.00 10.0 10.389  -6.580   0.334    0.935  -1.001  -6.388   -0.526
 30.00 10.0  8.651  -1.082   2.214    3.254   1.421   0.257    2.251
100.00 10.0  1.351   2.099   4.576    6.209   2.489   4.663    6.346
  0.01 11.0 23.419 -99.999   3.900    4.823 -99.999 -99.999  -99.999
  0.10 11.0 23.424 -99.999   3.901    4.825 -99.999 -99.999  -99.999
  0.20 11.0 23.419 -99.999   3.901    4.824 -99.999 -99.999  -99.999
  0.40 11.0 23.419 -99.999   3.901    4.824 -99.999 -99.999  -99.999
  0.70 11.0 23.424 -94.819   3.902    4.825 -99.999 -99.999  -99.999
  1.00 11.0 23.419 -66.311   3.901    4.825 -74.011 -99.999  -74.604
  1.50 11.0 23.419 -44.121   3.902    4.826 -49.859 -84.892  -50.279
  2.00 11.0 23.419 -33.017   3.902    4.827 -37.686 -64.087  -37.984
  3.00 11.0 23.414 -21.906   3.904    4.831 -25.367 -43.140  -25.495
  5.00 11.0 23.399 -13.034   3.912    4.844 -15.267 -26.144  -15.186
 10.00 11.0 23.322  -6.580   3.946    4.905  -7.133 -12.906   -6.788
 30.00 11.0 22.504  -1.081   4.169    5.304  -0.616  -2.070    0.103
100.00 11.0 14.012   2.172   5.187    6.828   2.151   4.035    5.715
       end	   
 neg. daughter p27  z=15 n=12 a=27 Q= -0.7540
 pos. daughter si27 z=14 n=13 a=27 Q=-12.3853
              +++++++++p27  -->si27 +++++++++---------si27 -->p27  ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003   0.454  -5.602    1.109 -99.999 -99.999  -99.999
  0.10  1.0 -0.058   0.454  -6.094    1.109 -99.999 -99.999  -99.999
  0.20  1.0 -0.134   0.454  -6.224    1.109 -99.999 -99.999  -99.999
  0.40  1.0 -0.306   0.454  -6.337    1.109 -99.999 -99.999  -99.999
  0.70  1.0 -0.503   0.454  -5.770    1.109 -99.999 -84.575  -85.308
  1.00  1.0 -0.511   0.454  -4.490    1.109 -99.999 -60.024  -60.599
  1.50  1.0 -0.511   0.454  -3.345    1.110 -71.056 -40.792  -41.185
  2.00  1.0 -0.511   0.456  -2.693    1.113 -52.748 -31.056  -31.318
  3.00  1.0 -0.511   0.468  -1.921    1.132 -34.434 -21.138  -21.212
  5.00  1.0 -0.511   0.527  -1.104    1.228 -19.737 -12.842  -12.680
 10.00  1.0 -0.511   0.658  -0.109    1.516  -8.613  -6.007   -5.508
 30.00  1.0 -0.511   2.259   2.052    3.671  -1.353  -0.161    0.906
100.00  1.0 -0.511   3.575   5.330    7.062   0.988   4.151    5.747
  0.01  2.0 -0.001   0.454  -4.622    1.109 -99.999 -99.999  -99.999
  0.10  2.0 -0.038   0.454  -5.095    1.109 -99.999 -99.999  -99.999
  0.20  2.0 -0.095   0.454  -5.224    1.109 -99.999 -99.999  -99.999
  0.40  2.0 -0.227   0.454  -5.337    1.109 -99.999 -99.999  -99.999
  0.70  2.0 -0.446   0.454  -5.358    1.109 -99.999 -84.988  -85.721
  1.00  2.0 -0.506   0.454  -4.468    1.109 -99.999 -60.046  -60.620
  1.50  2.0 -0.511   0.454  -3.343    1.110 -71.056 -40.794  -41.186
  2.00  2.0 -0.511   0.456  -2.692    1.113 -52.748 -31.056  -31.318
  3.00  2.0 -0.511   0.468  -1.921    1.132 -34.434 -21.138  -21.212
  5.00  2.0 -0.511   0.527  -1.104    1.228 -19.737 -12.842  -12.680
 10.00  2.0 -0.511   0.658  -0.109    1.516  -8.613  -6.007   -5.508
 30.00  2.0 -0.511   2.259   2.052    3.671  -1.353  -0.161    0.906
100.00  2.0 -0.511   3.575   5.330    7.062   0.988   4.151    5.747
  0.01  3.0  0.003   0.454  -3.721    1.109 -99.999 -99.999  -99.999
  0.10  3.0 -0.018   0.454  -4.100    1.109 -99.999 -99.999  -99.999
  0.20  3.0 -0.055   0.454  -4.226    1.109 -99.999 -99.999  -99.999
  0.40  3.0 -0.147   0.454  -4.337    1.109 -99.999 -99.999  -99.999
  0.70  3.0 -0.314   0.454  -4.410    1.109 -99.999 -85.936  -86.669
  1.00  3.0 -0.465   0.454  -4.262    1.109 -99.999 -60.252  -60.827
  1.50  3.0 -0.506   0.454  -3.329    1.110 -71.056 -40.808  -41.200
  2.00  3.0 -0.510   0.456  -2.689    1.113 -52.748 -31.059  -31.321
  3.00  3.0 -0.511   0.468  -1.920    1.132 -34.434 -21.138  -21.213
  5.00  3.0 -0.511   0.527  -1.104    1.228 -19.737 -12.842  -12.680
 10.00  3.0 -0.511   0.658  -0.109    1.516  -8.613  -6.007   -5.508
 30.00  3.0 -0.511   2.259   2.052    3.671  -1.353  -0.161    0.906
100.00  3.0 -0.511   3.575   5.330    7.062   0.988   4.151    5.747
  0.01  4.0  0.012   0.454  -3.053    1.110 -99.999 -99.999  -99.999
  0.10  4.0  0.005   0.454  -3.153    1.110 -99.999 -99.999  -99.999
  0.20  4.0 -0.013   0.454  -3.244    1.109 -99.999 -99.999  -99.999
  0.40  4.0 -0.067   0.454  -3.342    1.109 -99.999 -99.999  -99.999
  0.70  4.0 -0.174   0.454  -3.412    1.109 -99.999 -86.942  -87.676
  1.00  4.0 -0.302   0.454  -3.444    1.109 -99.999 -61.074  -61.648
  1.50  4.0 -0.464   0.454  -3.188    1.110 -71.056 -40.950  -41.342
  2.00  4.0 -0.497   0.456  -2.658    1.113 -52.748 -31.091  -31.353
  3.00  4.0 -0.507   0.468  -1.915    1.132 -34.434 -21.144  -21.218
  5.00  4.0 -0.510   0.527  -1.103    1.228 -19.737 -12.843  -12.681
