!25Si (5/2+, 3/2+, 1/2+, 3/2+)  -> 25Al       e-capture,  with screening effects
!GT+F   USDB     Q=12.7427 MeV
!Experimental data are used.
!
!Log(rhoY) Log(T) mu    dQ        Vs          capture-rate    nu-energy-loss  gamma-energy
!                   (MeV)    (MeV)   (MeV)       (1/s)           (MeV/s)           (MeV/s)  
2.290868e+10 1.778279e+09 2.324779e-05 7.126497e-07 2.156534e-07 5.146358e+03 1.359600e-01 5.875046e-02
2.290868e+10 1.995262e+09 2.324619e-05 7.093011e-07 2.156534e-07 5.152286e+03 1.361480e-01 5.881814e-02
2.290868e+10 2.238721e+09 2.324299e-05 7.057282e-07 2.156534e-07 5.155847e+03 1.363048e-01 5.888590e-02
2.290868e+10 2.511886e+09 2.323962e-05 7.019151e-07 2.156534e-07 5.160598e+03 1.364933e-01 5.895373e-02
2.290868e+10 2.818383e+09 2.323562e-05 6.978615e-07 2.156534e-07 5.167732e+03 1.367450e-01 5.904883e-02
2.290868e+10 3.162278e+09 2.322985e-05 6.935196e-07 2.156534e-07 5.173685e+03 1.369971e-01 5.914408e-02
2.290868e+10 3.548134e+09 2.322248e-05 6.889054e-07 2.156534e-07 5.180838e+03 1.373129e-01 5.925313e-02
2.290868e+10 3.981072e+09 2.321431e-05 6.839867e-07 2.156534e-07 5.190390e+03 1.376928e-01 5.937605e-02
2.290868e+10 4.466836e+09 2.320277e-05 6.787636e-07 2.156534e-07 5.199960e+03 1.381692e-01 5.949922e-02

2.398833e+10 1.000000e+07 2.361870e-05 7.673000e-07 2.189860e-07 5.421257e+03 1.445477e-01 6.166111e-02
2.398833e+10 1.584893e+07 2.361709e-05 7.668033e-07 2.189860e-07 5.410034e+03 1.442153e-01 6.153346e-02
2.398833e+10 2.511886e+07 2.361629e-05 7.661304e-07 2.189860e-07 5.406298e+03 1.440825e-01 6.149096e-02
2.398833e+10 3.981072e+07 2.361549e-05 7.651851e-07 2.189860e-07 5.403809e+03 1.440494e-01 6.147681e-02
2.398833e+10 6.309573e+07 2.361549e-05 7.639034e-07 2.189860e-07 5.405054e+03 1.440825e-01 6.149096e-02
2.398833e+10 1.000000e+08 2.361549e-05 7.621250e-07 2.189860e-07 5.407543e+03 1.441489e-01 6.151929e-02
2.398833e+10 1.122018e+08 2.361549e-05 7.615802e-07 2.189860e-07 5.408789e+03 1.441821e-01 6.153346e-02
2.398833e+10 1.258925e+08 2.361549e-05 7.610035e-07 2.189860e-07 5.410034e+03 1.442153e-01 6.156180e-02
2.398833e+10 1.412538e+08 2.361549e-05 7.603786e-07 2.189860e-07 5.412526e+03 1.442817e-01 6.159016e-02
2.398833e+10 1.584893e+08 2.361549e-05 7.596897e-07 2.189860e-07 5.415019e+03 1.443482e-01 6.161853e-02
2.398833e+10 1.778279e+08 2.361549e-05 7.589687e-07 2.189860e-07 5.417513e+03 1.444147e-01 6.166111e-02
2.398833e+10 1.995262e+08 2.361549e-05 7.581676e-07 2.189860e-07 5.421257e+03 1.445145e-01 6.170371e-02
2.398833e+10 2.238721e+08 2.361549e-05 7.573184e-07 2.189860e-07 5.425003e+03 1.446143e-01 6.176057e-02
2.398833e+10 2.511886e+08 2.361549e-05 7.563892e-07 2.189860e-07 5.428752e+03 1.447476e-01 6.183172e-02
2.398833e+10 2.818383e+08 2.361549e-05 7.553958e-07 2.189860e-07 5.433754e+03 1.448810e-01 6.188869e-02
2.398833e+10 3.162278e+08 2.361549e-05 7.543224e-07 2.189860e-07 5.438761e+03 1.449811e-01 6.195999e-02
2.398833e+10 3.548134e+08 2.361549e-05 7.531688e-07 2.189860e-07 5.443773e+03 1.451147e-01 6.203136e-02
2.398833e+10 3.981072e+08 2.361549e-05 7.519351e-07 2.189860e-07 5.448789e+03 1.452484e-01 6.208852e-02
2.398833e+10 4.466836e+08 2.361549e-05 7.505893e-07 2.189860e-07 5.453810e+03 1.453822e-01 6.216004e-02
2.398833e+10 5.011872e+08 2.361549e-05 7.491473e-07 2.189860e-07 5.457579e+03 1.455162e-01 6.223165e-02
2.398833e+10 5.623413e+08 2.361453e-05 7.475932e-07 2.189860e-07 5.462608e+03 1.456167e-01 6.228899e-02
2.398833e+10 6.309573e+08 2.361453e-05 7.459109e-07 2.189860e-07 5.466382e+03 1.457509e-01 6.234639e-02
2.398833e+10 7.079458e+08 2.361453e-05 7.441165e-07 2.189860e-07 5.471419e+03 1.458852e-01 6.241821e-02
2.398833e+10 7.943282e+08 2.361373e-05 7.421939e-07 2.189860e-07 5.475200e+03 1.459860e-01 6.246134e-02
2.398833e+10 8.912509e+08 2.361373e-05 7.401110e-07 2.189860e-07 5.478984e+03 1.461206e-01 6.251890e-02
2.398833e+10 1.000000e+09 2.361293e-05 7.378840e-07 2.189860e-07 5.482770e+03 1.462552e-01 6.257651e-02
2.398833e+10 1.122018e+09 2.361213e-05 7.354968e-07 2.189860e-07 5.486558e+03 1.463563e-01 6.261975e-02
2.398833e+10 1.258925e+09 2.361133e-05 7.329333e-07 2.189860e-07 5.490350e+03 1.464911e-01 6.267745e-02
2.398833e+10 1.412538e+09 2.361053e-05 7.301935e-07 2.189860e-07 5.495409e+03 1.466261e-01 6.273520e-02
2.398833e+10 1.584893e+09 2.360892e-05 7.272615e-07 2.189860e-07 5.499206e+03 1.467612e-01 6.279301e-02
2.398833e+10 1.778279e+09 2.360716e-05 7.241053e-07 2.189860e-07 5.503006e+03 1.469303e-01 6.285087e-02
2.398833e+10 1.995262e+09 2.360556e-05 7.207407e-07 2.189860e-07 5.508077e+03 1.470995e-01 6.292327e-02
2.398833e+10 2.238721e+09 2.360235e-05 7.171518e-07 2.189860e-07 5.511883e+03 1.472690e-01 6.298125e-02
2.398833e+10 2.511886e+09 2.359899e-05 7.133066e-07 2.189860e-07 5.518233e+03 1.475066e-01 6.306833e-02
2.398833e+10 2.818383e+09 2.359498e-05 7.092210e-07 2.189860e-07 5.524589e+03 1.477445e-01 6.315552e-02
2.398833e+10 3.162278e+09 2.358922e-05 7.048470e-07 2.189860e-07 5.530953e+03 1.480169e-01 6.325740e-02
2.398833e+10 3.548134e+09 2.358265e-05 7.002007e-07 2.189860e-07 5.538600e+03 1.483581e-01 6.338862e-02
2.398833e+10 3.981072e+09 2.357368e-05 6.952500e-07 2.189860e-07 5.547534e+03 1.487686e-01 6.350550e-02
2.398833e+10 4.466836e+09 2.356294e-05 6.899788e-07 2.189860e-07 5.559043e+03 1.492490e-01 6.363724e-02

2.511886e+10 1.000000e+07 2.398367e-05 7.791882e-07 2.223666e-07 5.778299e+03 1.556364e-01 6.575235e-02
2.511886e+10 1.584893e+07 2.398367e-05 7.786915e-07 2.223666e-07 5.778299e+03 1.556723e-01 6.576750e-02
2.511886e+10 2.511886e+07 2.398287e-05 7.780026e-07 2.223666e-07 5.778299e+03 1.556723e-01 6.576750e-02
2.511886e+10 3.981072e+07 2.398207e-05 7.770573e-07 2.223666e-07 5.778299e+03 1.556723e-01 6.576750e-02
2.511886e+10 6.309573e+07 2.398127e-05 7.757595e-07 2.223666e-07 5.779630e+03 1.557081e-01 6.578264e-02
2.511886e+10 1.000000e+08 2.398047e-05 7.739811e-07 2.223666e-07 5.782292e+03 1.557799e-01 6.581294e-02
2.511886e+10 1.122018e+08 2.398047e-05 7.734364e-07 2.223666e-07 5.783623e+03 1.558516e-01 6.582810e-02
2.511886e+10 1.258925e+08 2.398047e-05 7.728596e-07 2.223666e-07 5.784955e+03 1.558875e-01 6.585842e-02
2.511886e+10 1.412538e+08 2.398047e-05 7.722187e-07 2.223666e-07 5.787620e+03 1.559593e-01 6.588876e-02
2.511886e+10 1.584893e+08 2.398047e-05 7.715458e-07 2.223666e-07 5.790286e+03 1.560311e-01 6.591911e-02
2.511886e+10 1.778279e+08 2.398047e-05 7.708088e-07 2.223666e-07 5.794287e+03 1.561030e-01 6.596466e-02
2.511886e+10 1.995262e+08 2.398047e-05 7.700077e-07 2.223666e-07 5.796956e+03 1.562109e-01 6.602544e-02
2.511886e+10 2.238721e+08 2.398047e-05 7.691586e-07 2.223666e-07 5.800962e+03 1.563188e-01 6.608628e-02
2.511886e+10 2.511886e+08 2.398047e-05 7.682293e-07 2.223666e-07 5.806307e+03 1.564629e-01 6.614718e-02
2.511886e+10 2.818383e+08 2.398047e-05 7.672199e-07 2.223666e-07 5.811657e+03 1.565710e-01 6.620813e-02
2.511886e+10 3.162278e+08 2.398047e-05 7.661465e-07 2.223666e-07 5.815673e+03 1.567153e-01 6.628440e-02
2.511886e+10 3.548134e+08 2.398047e-05 7.649929e-07 2.223666e-07 5.821032e+03 1.568597e-01 6.636075e-02
2.511886e+10 3.981072e+08 2.398047e-05 7.637272e-07 2.223666e-07 5.826396e+03 1.570042e-01 6.643720e-02
2.511886e+10 4.466836e+08 2.398047e-05 7.623813e-07 2.223666e-07 5.831765e+03 1.571489e-01 6.651373e-02
2.511886e+10 5.011872e+08 2.397967e-05 7.609394e-07 2.223666e-07 5.835795e+03 1.572575e-01 6.657502e-02
2.511886e+10 5.623413e+08 2.397967e-05 7.593692e-07 2.223666e-07 5.841172e+03 1.574024e-01 6.663637e-02
2.511886e+10 6.309573e+08 2.397967e-05 7.576869e-07 2.223666e-07 5.846554e+03 1.575474e-01 6.671313e-02
2.511886e+10 7.079458e+08 2.397967e-05 7.558765e-07 2.223666e-07 5.850595e+03 1.576926e-01 6.677460e-02
2.511886e+10 7.943282e+08 2.397887e-05 7.539378e-07 2.223666e-07 5.854637e+03 1.578016e-01 6.683613e-02
2.511886e+10 8.912509e+08 2.397887e-05 7.518550e-07 2.223666e-07 5.860032e+03 1.579470e-01 6.689772e-02
2.511886e+10 1.000000e+09 2.397807e-05 7.496120e-07 2.223666e-07 5.864082e+03 1.580925e-01 6.694395e-02
2.511886e+10 1.122018e+09 2.397710e-05 7.472087e-07 2.223666e-07 5.868134e+03 1.582018e-01 6.700563e-02
2.511886e+10 1.258925e+09 2.397630e-05 7.446292e-07 2.223666e-07 5.872189e+03 1.583475e-01 6.705193e-02
2.511886e+10 1.412538e+09 2.397550e-05 7.418734e-07 2.223666e-07 5.876246e+03 1.584934e-01 6.711372e-02
2.511886e+10 1.584893e+09 2.397390e-05 7.389094e-07 2.223666e-07 5.880307e+03 1.586395e-01 6.717556e-02
2.511886e+10 1.778279e+09 2.397230e-05 7.357531e-07 2.223666e-07 5.884370e+03 1.587857e-01 6.723746e-02
2.511886e+10 1.995262e+09 2.397070e-05 7.323565e-07 2.223666e-07 5.889793e+03 1.590052e-01 6.731492e-02
2.511886e+10 2.238721e+09 2.396733e-05 7.287516e-07 2.223666e-07 5.895220e+03 1.591884e-01 6.737694e-02
2.511886e+10 2.511886e+09 2.396413e-05 7.248743e-07 2.223666e-07 5.900652e+03 1.594084e-01 6.747009e-02
2.511886e+10 2.818383e+09 2.395996e-05 7.207567e-07 2.223666e-07 5.907449e+03 1.596656e-01 6.756337e-02
2.511886e+10 3.162278e+09 2.395515e-05 7.163667e-07 2.223666e-07 5.914254e+03 1.599968e-01 6.768794e-02
2.511886e+10 3.548134e+09 2.394778e-05 7.116723e-07 2.223666e-07 5.922431e+03 1.603287e-01 6.779713e-02
2.511886e+10 3.981072e+09 2.393945e-05 7.066896e-07 2.223666e-07 5.931984e+03 1.607723e-01 6.793777e-02
2.511886e+10 4.466836e+09 2.392888e-05 7.013863e-07 2.223666e-07 5.944290e+03 1.612543e-01 6.807871e-02

2.630268e+10 1.000000e+07 2.434945e-05 7.912526e-07 2.258112e-07 6.173053e+03 1.680395e-01 7.027669e-02
2.630268e+10 1.584893e+07 2.435041e-05 7.907559e-07 2.258112e-07 6.177319e+03 1.681943e-01 7.032525e-02
2.630268e+10 2.511886e+07 2.435121e-05 7.900670e-07 2.258112e-07 6.180164e+03 1.683105e-01 7.037385e-02
2.630268e+10 3.981072e+07 2.435121e-05 7.891217e-07 2.258112e-07 6.181587e+03 1.683493e-01 7.039006e-02
2.630268e+10 6.309573e+07 2.435121e-05 7.878079e-07 2.258112e-07 6.183011e+03 1.683881e-01 7.040627e-02
2.630268e+10 1.000000e+08 2.435121e-05 7.860295e-07 2.258112e-07 6.185859e+03 1.684656e-01 7.042248e-02
2.630268e+10 1.122018e+08 2.435121e-05 7.854848e-07 2.258112e-07 6.185859e+03 1.685044e-01 7.043870e-02
2.630268e+10 1.258925e+08 2.435121e-05 7.848920e-07 2.258112e-07 6.188708e+03 1.685432e-01 7.047114e-02
2.630268e+10 1.412538e+08 2.435121e-05 7.842671e-07 2.258112e-07 6.190133e+03 1.685820e-01 7.050360e-02
2.630268e+10 1.584893e+08 2.435121e-05 7.835782e-07 2.258112e-07 6.192985e+03 1.686597e-01 7.053608e-02
2.630268e+10 1.778279e+08 2.435121e-05 7.828412e-07 2.258112e-07 6.195837e+03 1.687762e-01 7.058482e-02
2.630268e+10 1.995262e+08 2.435121e-05 7.820401e-07 2.258112e-07 6.200119e+03 1.688929e-01 7.064986e-02
2.630268e+10 2.238721e+08 2.435121e-05 7.811749e-07 2.258112e-07 6.204403e+03 1.690096e-01 7.071496e-02
2.630268e+10 2.511886e+08 2.435121e-05 7.802456e-07 2.258112e-07 6.210120e+03 1.691264e-01 7.078012e-02
2.630268e+10 2.818383e+08 2.435121e-05 7.792363e-07 2.258112e-07 6.214411e+03 1.692822e-01 7.084534e-02
2.630268e+10 3.162278e+08 2.435121e-05 7.781468e-07 2.258112e-07 6.220138e+03 1.694382e-01 7.092695e-02
2.630268e+10 3.548134e+08 2.435121e-05 7.769772e-07 2.258112e-07 6.225869e+03 1.695943e-01 7.100866e-02
2.630268e+10 3.981072e+08 2.435121e-05 7.757275e-07 2.258112e-07 6.231606e+03 1.697506e-01 7.109046e-02
2.630268e+10 4.466836e+08 2.435041e-05 7.743656e-07 2.258112e-07 6.235912e+03 1.698679e-01 7.115596e-02
2.630268e+10 5.011872e+08 2.435041e-05 7.729077e-07 2.258112e-07 6.241658e+03 1.700244e-01 7.123793e-02
2.630268e+10 5.623413e+08 2.435041e-05 7.713375e-07 2.258112e-07 6.247410e+03 1.701811e-01 7.130358e-02
2.630268e+10 6.309573e+08 2.435041e-05 7.696392e-07 2.258112e-07 6.253167e+03 1.703379e-01 7.138571e-02
2.630268e+10 7.079458e+08 2.434945e-05 7.678287e-07 2.258112e-07 6.257488e+03 1.704556e-01 7.143504e-02
2.630268e+10 7.943282e+08 2.434945e-05 7.658741e-07 2.258112e-07 6.261812e+03 1.706127e-01 7.150087e-02
2.630268e+10 8.912509e+08 2.434945e-05 7.637752e-07 2.258112e-07 6.267582e+03 1.707699e-01 7.158323e-02
2.630268e+10 1.000000e+09 2.434865e-05 7.615162e-07 2.258112e-07 6.270469e+03 1.708879e-01 7.163270e-02
2.630268e+10 1.122018e+09 2.434785e-05 7.590969e-07 2.258112e-07 6.274802e+03 1.710060e-01 7.169870e-02
2.630268e+10 1.258925e+09 2.434705e-05 7.565174e-07 2.258112e-07 6.279138e+03 1.711636e-01 7.174825e-02
2.630268e+10 1.412538e+09 2.434625e-05 7.537296e-07 2.258112e-07 6.284924e+03 1.713213e-01 7.181436e-02
2.630268e+10 1.584893e+09 2.434464e-05 7.507495e-07 2.258112e-07 6.289267e+03 1.714791e-01 7.186399e-02
2.630268e+10 1.778279e+09 2.434304e-05 7.475772e-07 2.258112e-07 6.293613e+03 1.716767e-01 7.193021e-02
2.630268e+10 1.995262e+09 2.434128e-05 7.441645e-07 2.258112e-07 6.299412e+03 1.718744e-01 7.201307e-02
2.630268e+10 2.238721e+09 2.433808e-05 7.405276e-07 2.258112e-07 6.303765e+03 1.720724e-01 7.209602e-02
2.630268e+10 2.511886e+09 2.433471e-05 7.366343e-07 2.258112e-07 6.309573e+03 1.723103e-01 7.217907e-02
2.630268e+10 2.818383e+09 2.433071e-05 7.324847e-07 2.258112e-07 6.316842e+03 1.725883e-01 7.227886e-02
2.630268e+10 3.162278e+09 2.432574e-05 7.280466e-07 2.258112e-07 6.324119e+03 1.729065e-01 7.241213e-02
2.630268e+10 3.548134e+09 2.431917e-05 7.233362e-07 2.258112e-07 6.334320e+03 1.733051e-01 7.254564e-02
2.630268e+10 3.981072e+09 2.431100e-05 7.183214e-07 2.258112e-07 6.344538e+03 1.737446e-01 7.267940e-02
2.630268e+10 4.466836e+09 2.430042e-05 7.129701e-07 2.258112e-07 6.356236e+03 1.743056e-01 7.283017e-02

2.754229e+10 1.000000e+07 2.471699e-05 8.035093e-07 2.292880e-07 6.609978e+03 1.819748e-01 7.530283e-02
2.754229e+10 1.584893e+07 2.471939e-05 8.030126e-07 2.292880e-07 6.611500e+03 1.819748e-01 7.530283e-02
2.754229e+10 2.511886e+07 2.472180e-05 8.023237e-07 2.292880e-07 6.611500e+03 1.819748e-01 7.530283e-02
2.754229e+10 3.981072e+07 2.472516e-05 8.013624e-07 2.292880e-07 6.613022e+03 1.820167e-01 7.532017e-02
2.754229e+10 6.309573e+07 2.472676e-05 8.000486e-07 2.292880e-07 6.614545e+03 1.821006e-01 7.533752e-02
2.754229e+10 1.000000e+08 2.472757e-05 7.982541e-07 2.292880e-07 6.616069e+03 1.821425e-01 7.537222e-02
2.754229e+10 1.122018e+08 2.472757e-05 7.977094e-07 2.292880e-07 6.617592e+03 1.821845e-01 7.538958e-02
2.754229e+10 1.258925e+08 2.472757e-05 7.971166e-07 2.292880e-07 6.619116e+03 1.822264e-01 7.540694e-02
2.754229e+10 1.412538e+08 2.472757e-05 7.964757e-07 2.292880e-07 6.622165e+03 1.823103e-01 7.544167e-02
2.754229e+10 1.584893e+08 2.472757e-05 7.957868e-07 2.292880e-07 6.623690e+03 1.823943e-01 7.549380e-02
2.754229e+10 1.778279e+08 2.472757e-05 7.950498e-07 2.292880e-07 6.628267e+03 1.824783e-01 7.552858e-02
2.754229e+10 1.995262e+08 2.472757e-05 7.942487e-07 2.292880e-07 6.632847e+03 1.826044e-01 7.559817e-02
2.754229e+10 2.238721e+08 2.472757e-05 7.933835e-07 2.292880e-07 6.637431e+03 1.827306e-01 7.566783e-02
2.754229e+10 2.511886e+08 2.472757e-05 7.924382e-07 2.292880e-07 6.642017e+03 1.828569e-01 7.573756e-02
2.754229e+10 2.818383e+08 2.472757e-05 7.914289e-07 2.292880e-07 6.648138e+03 1.830254e-01 7.582481e-02
2.754229e+10 3.162278e+08 2.472757e-05 7.903394e-07 2.292880e-07 6.654264e+03 1.831940e-01 7.589468e-02
2.754229e+10 3.548134e+08 2.472757e-05 7.891698e-07 2.292880e-07 6.658862e+03 1.833628e-01 7.598210e-02
2.754229e+10 3.981072e+08 2.472676e-05 7.879041e-07 2.292880e-07 6.664998e+03 1.834895e-01 7.605212e-02
2.754229e+10 4.466836e+08 2.472676e-05 7.865422e-07 2.292880e-07 6.671139e+03 1.836586e-01 7.613973e-02
2.754229e+10 5.011872e+08 2.472676e-05 7.850682e-07 2.292880e-07 6.675749e+03 1.838278e-01 7.622743e-02
2.754229e+10 5.623413e+08 2.472676e-05 7.834820e-07 2.292880e-07 6.681900e+03 1.839972e-01 7.629768e-02
2.754229e+10 6.309573e+08 2.472676e-05 7.817837e-07 2.292880e-07 6.688058e+03 1.841668e-01 7.638557e-02
2.754229e+10 7.079458e+08 2.472596e-05 7.799572e-07 2.292880e-07 6.692679e+03 1.842940e-01 7.645595e-02
2.754229e+10 7.943282e+08 2.472596e-05 7.779866e-07 2.292880e-07 6.697304e+03 1.844639e-01 7.652640e-02
2.754229e+10 8.912509e+08 2.472516e-05 7.758877e-07 2.292880e-07 6.701932e+03 1.845913e-01 7.657928e-02
2.754229e+10 1.000000e+09 2.472516e-05 7.736126e-07 2.292880e-07 6.708107e+03 1.847614e-01 7.664985e-02
2.754229e+10 1.122018e+09 2.472436e-05 7.711773e-07 2.292880e-07 6.712743e+03 1.848891e-01 7.672048e-02
2.754229e+10 1.258925e+09 2.472340e-05 7.685818e-07 2.292880e-07 6.717381e+03 1.850595e-01 7.677349e-02
2.754229e+10 1.412538e+09 2.472260e-05 7.657780e-07 2.292880e-07 6.722023e+03 1.852300e-01 7.684424e-02
2.754229e+10 1.584893e+09 2.472100e-05 7.627819e-07 2.292880e-07 6.726668e+03 1.854007e-01 7.691505e-02
2.754229e+10 1.778279e+09 2.471939e-05 7.595775e-07 2.292880e-07 6.731316e+03 1.855715e-01 7.698592e-02
2.754229e+10 1.995262e+09 2.471779e-05 7.561489e-07 2.292880e-07 6.737519e+03 1.858281e-01 7.705686e-02
2.754229e+10 2.238721e+09 2.471523e-05 7.524799e-07 2.292880e-07 6.743727e+03 1.860421e-01 7.714563e-02
2.754229e+10 2.511886e+09 2.471202e-05 7.485705e-07 2.292880e-07 6.749941e+03 1.862993e-01 7.725228e-02
2.754229e+10 2.818383e+09 2.470786e-05 7.443888e-07 2.292880e-07 6.756161e+03 1.865999e-01 7.735908e-02
2.754229e+10 3.162278e+09 2.470225e-05 7.399348e-07 2.292880e-07 6.763944e+03 1.869009e-01 7.746603e-02
2.754229e+10 3.548134e+09 2.469568e-05 7.351763e-07 2.292880e-07 6.773295e+03 1.873317e-01 7.760886e-02
2.754229e+10 3.981072e+09 2.468751e-05 7.301294e-07 2.292880e-07 6.784221e+03 1.878068e-01 7.775195e-02
2.754229e+10 4.466836e+09 2.467758e-05 7.247461e-07 2.292880e-07 6.798295e+03 1.884132e-01 7.793119e-02

2.884032e+10 1.000000e+07 2.510472e-05 8.159422e-07 2.328448e-07 7.074569e+03 1.968844e-01 8.061416e-02
2.884032e+10 1.584893e+07 2.510472e-05 8.154455e-07 2.328448e-07 7.074569e+03 1.968844e-01 8.063272e-02
2.884032e+10 2.511886e+07 2.510632e-05 8.147566e-07 2.328448e-07 7.074569e+03 1.968844e-01 8.063272e-02
2.884032e+10 3.981072e+07 2.510712e-05 8.137953e-07 2.328448e-07 7.074569e+03 1.968844e-01 8.063272e-02
2.884032e+10 6.309573e+07 2.510888e-05 8.124815e-07 2.328448e-07 7.076198e+03 1.969297e-01 8.063272e-02
2.884032e+10 1.000000e+08 2.510969e-05 8.106710e-07 2.328448e-07 7.077828e+03 1.969751e-01 8.066986e-02
2.884032e+10 1.122018e+08 2.510969e-05 8.101263e-07 2.328448e-07 7.079458e+03 1.970204e-01 8.068844e-02
2.884032e+10 1.258925e+08 2.510969e-05 8.095335e-07 2.328448e-07 7.081088e+03 1.970658e-01 8.070702e-02
2.884032e+10 1.412538e+08 2.510969e-05 8.088926e-07 2.328448e-07 7.082719e+03 1.971112e-01 8.074419e-02
2.884032e+10 1.584893e+08 2.510969e-05 8.082037e-07 2.328448e-07 7.085981e+03 1.972020e-01 8.078139e-02
2.884032e+10 1.778279e+08 2.510969e-05 8.074507e-07 2.328448e-07 7.089245e+03 1.973383e-01 8.083721e-02
2.884032e+10 1.995262e+08 2.510969e-05 8.066496e-07 2.328448e-07 7.094144e+03 1.974292e-01 8.089307e-02
2.884032e+10 2.238721e+08 2.510969e-05 8.057684e-07 2.328448e-07 7.099046e+03 1.976111e-01 8.096761e-02
2.884032e+10 2.511886e+08 2.510969e-05 8.048231e-07 2.328448e-07 7.105588e+03 1.977476e-01 8.106088e-02
2.884032e+10 2.818383e+08 2.510969e-05 8.038137e-07 2.328448e-07 7.110498e+03 1.979299e-01 8.113557e-02
2.884032e+10 3.162278e+08 2.510969e-05 8.027242e-07 2.328448e-07 7.117050e+03 1.980666e-01 8.122904e-02
2.884032e+10 3.548134e+08 2.510969e-05 8.015386e-07 2.328448e-07 7.123608e+03 1.982491e-01 8.132261e-02
2.884032e+10 3.981072e+08 2.510888e-05 8.002569e-07 2.328448e-07 7.128530e+03 1.984318e-01 8.139754e-02
2.884032e+10 4.466836e+08 2.510888e-05 7.988950e-07 2.328448e-07 7.135099e+03 1.986147e-01 8.149131e-02
2.884032e+10 5.011872e+08 2.510888e-05 7.974210e-07 2.328448e-07 7.141674e+03 1.987977e-01 8.156640e-02
2.884032e+10 5.623413e+08 2.510888e-05 7.958348e-07 2.328448e-07 7.148254e+03 1.989350e-01 8.166036e-02
2.884032e+10 6.309573e+08 2.510888e-05 7.941205e-07 2.328448e-07 7.153194e+03 1.991184e-01 8.173561e-02
2.884032e+10 7.079458e+08 2.510888e-05 7.922780e-07 2.328448e-07 7.159785e+03 1.993018e-01 8.182977e-02
2.884032e+10 7.943282e+08 2.510792e-05 7.903073e-07 2.328448e-07 7.164733e+03 1.994396e-01 8.188631e-02
2.884032e+10 8.912509e+08 2.510792e-05 7.881764e-07 2.328448e-07 7.169684e+03 1.996233e-01 8.196177e-02
2.884032e+10 1.000000e+09 2.510712e-05 7.859013e-07 2.328448e-07 7.174638e+03 1.998073e-01 8.203729e-02
2.884032e+10 1.122018e+09 2.510632e-05 7.834500e-07 2.328448e-07 7.179596e+03 1.999453e-01 8.209398e-02
2.884032e+10 1.258925e+09 2.510552e-05 7.808224e-07 2.328448e-07 7.184557e+03 2.001296e-01 8.216963e-02
2.884032e+10 1.412538e+09 2.510472e-05 7.780186e-07 2.328448e-07 7.189522e+03 2.003140e-01 8.224534e-02
2.884032e+10 1.584893e+09 2.510312e-05 7.750065e-07 2.328448e-07 7.194490e+03 2.004524e-01 8.230217e-02
2.884032e+10 1.778279e+09 2.510151e-05 7.717701e-07 2.328448e-07 7.199461e+03 2.006833e-01 8.237801e-02
2.884032e+10 1.995262e+09 2.509975e-05 7.683254e-07 2.328448e-07 7.206095e+03 2.009145e-01 8.247291e-02
2.884032e+10 2.238721e+09 2.509735e-05 7.646404e-07 2.328448e-07 7.212735e+03 2.011460e-01 8.254890e-02
2.884032e+10 2.511886e+09 2.509414e-05 7.606990e-07 2.328448e-07 7.219382e+03 2.014240e-01 8.266303e-02
2.884032e+10 2.818383e+09 2.508998e-05 7.564853e-07 2.328448e-07 7.226034e+03 2.017490e-01 8.277731e-02
2.884032e+10 3.162278e+09 2.508501e-05 7.519992e-07 2.328448e-07 7.236024e+03 2.021209e-01 8.291084e-02
2.884032e+10 3.548134e+09 2.507844e-05 7.472087e-07 2.328448e-07 7.244360e+03 2.025402e-01 8.304458e-02
2.884032e+10 3.981072e+09 2.507027e-05 7.421138e-07 2.328448e-07 7.256046e+03 2.030071e-01 8.321686e-02
2.884032e+10 4.466836e+09 2.506050e-05 7.366984e-07 2.328448e-07 7.269424e+03 2.036626e-01 8.337029e-02

3.019952e+10 1.000000e+07 2.549325e-05 8.285834e-07 2.364337e-07 7.563103e+03 2.127704e-01 8.624051e-02
3.019952e+10 1.584893e+07 2.549405e-05 8.280867e-07 2.364337e-07 7.564844e+03 2.127704e-01 8.624051e-02
3.019952e+10 2.511886e+07 2.549485e-05 8.273818e-07 2.364337e-07 7.564844e+03 2.128194e-01 8.626037e-02
3.019952e+10 3.981072e+07 2.549581e-05 8.264205e-07 2.364337e-07 7.566586e+03 2.128685e-01 8.628023e-02
3.019952e+10 6.309573e+07 2.549661e-05 8.251067e-07 2.364337e-07 7.568329e+03 2.129175e-01 8.630010e-02
3.019952e+10 1.000000e+08 2.549741e-05 8.232802e-07 2.364337e-07 7.571815e+03 2.130155e-01 8.631998e-02
3.019952e+10 1.122018e+08 2.549741e-05 8.227355e-07 2.364337e-07 7.571815e+03 2.130646e-01 8.633985e-02
3.019952e+10 1.258925e+08 2.549741e-05 8.221426e-07 2.364337e-07 7.575303e+03 2.131137e-01 8.637962e-02
3.019952e+10 1.412538e+08 2.549741e-05 8.214858e-07 2.364337e-07 7.577047e+03 2.131627e-01 8.641941e-02
3.019952e+10 1.584893e+08 2.549741e-05 8.207968e-07 2.364337e-07 7.580537e+03 2.132609e-01 8.645922e-02
3.019952e+10 1.778279e+08 2.549741e-05 8.200438e-07 2.364337e-07 7.584029e+03 2.134083e-01 8.651896e-02
