!27Mg (1/2+, 3/2+, 5/2, 5/2)  -> 27Na,  e-capture,  with screening effects
!USDB        Q=-9.0690 MeV
!Experimental data are used.
!
!Log(rhoY) Log(T)  dQ     Vs      mu       e-cap-rate    nu-energy-loss  gamma-energy
!                 (MeV)     (MeV)     (MeV)       (1/s)             (MeV/s)        (MeV/s)  
1.000000e+08 1.584893e+09 9.033091e-08 3.066573e-08 3.848436e-06 2.870781e-26 1.944067e-32 9.326341e-34
1.000000e+08 1.778279e+09 8.900110e-08 3.066573e-08 3.837702e-06 1.273503e-23 9.698650e-30 4.262960e-31
1.000000e+08 1.995262e+09 8.760720e-08 3.066573e-08 3.824404e-06 3.006076e-21 2.574609e-27 1.036839e-28
1.000000e+08 2.238721e+09 8.614922e-08 3.066573e-08 3.807421e-06 4.036454e-19 3.896829e-25 1.431236e-26
1.000000e+08 2.511886e+09 8.462715e-08 3.066573e-08 3.786272e-06 3.280953e-17 3.570354e-23 1.198702e-24
1.000000e+08 2.818383e+09 8.304099e-08 3.066573e-08 3.759515e-06 1.694338e-15 2.083106e-21 6.407835e-23
1.000000e+08 3.162278e+09 8.139074e-08 3.066573e-08 3.725870e-06 5.847901e-14 8.104222e-20 2.321193e-21
1.000000e+08 3.548134e+09 7.967641e-08 3.066573e-08 3.683412e-06 1.402814e-12 2.196399e-18 5.966385e-20
1.000000e+08 3.981072e+09 7.791401e-08 3.066573e-08 3.630059e-06 2.421029e-11 4.282637e-17 1.150036e-18
1.000000e+08 4.466836e+09 7.607151e-08 3.066573e-08 3.563088e-06 3.115301e-10 6.223165e-16 1.736646e-17

1.047129e+08 1.000000e+07 1.120565e-07 3.113036e-08 3.956263e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.047129e+08 1.584893e+07 1.117521e-07 3.113036e-08 3.954821e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.047129e+08 2.511886e+07 1.113355e-07 3.113036e-08 3.952418e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.047129e+08 3.981072e+07 1.107747e-07 3.113036e-08 3.949854e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.047129e+08 6.309573e+07 1.100057e-07 3.113036e-08 3.948092e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.047129e+08 1.000000e+08 1.089803e-07 3.113036e-08 3.947131e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.047129e+08 1.122018e+08 1.086759e-07 3.113036e-08 3.946970e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.047129e+08 1.258925e+08 1.083554e-07 3.113036e-08 3.946810e-06 2.137962e-294 1.215378e-301 5.555348e-304
1.047129e+08 1.412538e+08 1.080030e-07 3.113036e-08 3.946810e-06 5.754399e-263 3.505188e-270 2.720892e-272
1.047129e+08 1.584893e+08 1.076184e-07 3.113036e-08 3.946650e-06 6.606934e-235 4.515557e-242 5.305317e-244
1.047129e+08 1.778279e+08 1.072179e-07 3.113036e-08 3.946650e-06 6.606934e-210 4.951210e-217 8.604216e-219
1.047129e+08 1.995262e+08 1.067853e-07 3.113036e-08 3.946490e-06 1.318257e-187 1.108438e-194 2.598432e-196
1.047129e+08 2.238721e+08 1.063207e-07 3.113036e-08 3.946330e-06 1.023293e-167 9.654089e-175 2.983399e-176
1.047129e+08 2.511886e+08 1.058240e-07 3.113036e-08 3.946009e-06 5.754399e-150 6.091318e-157 2.315855e-158
1.047129e+08 2.818383e+08 1.052953e-07 3.113036e-08 3.945849e-06 3.890451e-134 4.620738e-141 2.112085e-142
1.047129e+08 3.162278e+08 1.047185e-07 3.113036e-08 3.945368e-06 5.248075e-120 6.993769e-127 3.755877e-128
1.047129e+08 3.548134e+08 1.041257e-07 3.113036e-08 3.945048e-06 2.137962e-107 3.196769e-114 1.926244e-115
1.047129e+08 3.981072e+08 1.034848e-07 3.113036e-08 3.944567e-06 3.872576e-96 6.452252e-103 4.223877e-104
1.047129e+08 4.466836e+08 1.027959e-07 3.113036e-08 3.943926e-06 4.335109e-86 8.104222e-93 5.632631e-94
1.047129e+08 5.011872e+08 1.020589e-07 3.113036e-08 3.942965e-06 4.092607e-77 8.584427e-84 6.190294e-85
1.047129e+08 5.623413e+08 1.012898e-07 3.113036e-08 3.942004e-06 4.236430e-69 9.970371e-76 7.306532e-77
1.047129e+08 6.309573e+08 1.004567e-07 3.113036e-08 3.940562e-06 6.151769e-62 1.628213e-68 1.190450e-69
1.047129e+08 7.079458e+08 9.959151e-08 3.113036e-08 3.938960e-06 1.538155e-55 4.578374e-62 3.293907e-63
1.047129e+08 7.943282e+08 9.866224e-08 3.113036e-08 3.936877e-06 8.072350e-50 2.695947e-56 1.882397e-57
1.047129e+08 8.912509e+08 9.768491e-08 3.113036e-08 3.934153e-06 1.047129e-44 3.932886e-51 2.634579e-52
1.047129e+08 1.000000e+09 9.664350e-08 3.113036e-08 3.930949e-06 3.935501e-40 1.662307e-46 1.056115e-47
1.047129e+08 1.122018e+09 9.555402e-08 3.113036e-08 3.926783e-06 4.864072e-36 2.310528e-42 1.382647e-43
1.047129e+08 1.258925e+09 9.440045e-08 3.113036e-08 3.921496e-06 2.238721e-32 1.195945e-38 6.694395e-40
1.047129e+08 1.412538e+09 9.318279e-08 3.113036e-08 3.914927e-06 4.275629e-29 2.568688e-35 1.335707e-36
1.047129e+08 1.584893e+09 9.190104e-08 3.113036e-08 3.906595e-06 3.723917e-26 2.516004e-32 1.207011e-33
1.047129e+08 1.778279e+09 9.055521e-08 3.113036e-08 3.896021e-06 1.603245e-23 1.220988e-29 5.379121e-31
1.047129e+08 1.995262e+09 8.916132e-08 3.113036e-08 3.882883e-06 3.698282e-21 3.167461e-27 1.275591e-28
1.047129e+08 2.238721e+09 8.768731e-08 3.113036e-08 3.866221e-06 4.852885e-19 4.695819e-25 1.724691e-26
1.047129e+08 2.511886e+09 8.614922e-08 3.113036e-08 3.845392e-06 3.872576e-17 4.214163e-23 1.414853e-24
1.047129e+08 2.818383e+09 8.454704e-08 3.113036e-08 3.819116e-06 1.967886e-15 2.419420e-21 7.442371e-23
1.047129e+08 3.162278e+09 8.288077e-08 3.113036e-08 3.785951e-06 6.698846e-14 9.283491e-20 2.652842e-21
1.047129e+08 3.548134e+09 8.115042e-08 3.113036e-08 3.744134e-06 1.581248e-12 2.475776e-18 6.740798e-20
1.047129e+08 3.981072e+09 7.935598e-08 3.113036e-08 3.691583e-06 2.703958e-11 4.783120e-17 1.284433e-18
1.047129e+08 4.466836e+09 7.749745e-08 3.113036e-08 3.625733e-06 3.440329e-10 6.872446e-16 1.917394e-17

1.096478e+08 1.000000e+07 1.138028e-07 3.159499e-08 4.006411e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.096478e+08 1.584893e+07 1.134984e-07 3.159499e-08 4.006411e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.096478e+08 2.511886e+07 1.130819e-07 3.159499e-08 4.006091e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.096478e+08 3.981072e+07 1.125051e-07 3.159499e-08 4.005931e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.096478e+08 6.309573e+07 1.117360e-07 3.159499e-08 4.005610e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.096478e+08 1.000000e+08 1.107106e-07 3.159499e-08 4.005450e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.096478e+08 1.122018e+08 1.103902e-07 3.159499e-08 4.005450e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.096478e+08 1.258925e+08 1.100698e-07 3.159499e-08 4.005290e-06 5.754399e-293 3.196769e-300 1.427944e-302
1.096478e+08 1.412538e+08 1.097173e-07 3.159499e-08 4.005290e-06 1.071519e-261 6.526965e-269 4.951210e-271
1.096478e+08 1.584893e+08 1.093328e-07 3.159499e-08 4.005130e-06 8.912509e-234 6.091318e-241 6.993769e-243
1.096478e+08 1.778279e+08 1.089322e-07 3.159499e-08 4.005130e-06 6.606934e-209 5.066538e-216 8.604216e-218
1.096478e+08 1.995262e+08 1.084836e-07 3.159499e-08 4.004969e-06 1.047129e-186 8.804634e-194 2.064008e-195
1.096478e+08 2.238721e+08 1.080190e-07 3.159499e-08 4.004809e-06 6.456542e-167 6.091318e-174 1.882397e-175
1.096478e+08 2.511886e+08 1.075223e-07 3.159499e-08 4.004649e-06 2.951209e-149 3.124002e-156 1.187712e-157
1.096478e+08 2.818383e+08 1.069936e-07 3.159499e-08 4.004328e-06 1.659587e-133 1.971112e-140 9.219584e-142
1.096478e+08 3.162278e+08 1.064168e-07 3.159499e-08 4.003848e-06 1.949845e-119 2.539284e-126 1.363676e-127
1.096478e+08 3.548134e+08 1.058080e-07 3.159499e-08 4.003527e-06 6.760830e-107 1.010907e-113 6.091318e-115
1.096478e+08 3.981072e+08 1.051671e-07 3.159499e-08 4.003047e-06 1.088930e-95 1.814309e-102 1.187712e-103
1.096478e+08 4.466836e+08 1.044782e-07 3.159499e-08 4.002406e-06 1.091440e-85 2.035688e-92 1.414853e-93
1.096478e+08 5.011872e+08 1.037412e-07 3.159499e-08 4.001605e-06 9.311079e-77 1.953041e-83 1.408352e-84
1.096478e+08 5.623413e+08 1.029561e-07 3.159499e-08 4.000483e-06 8.810489e-69 2.073535e-75 1.519537e-76
1.096478e+08 6.309573e+08 1.021230e-07 3.159499e-08 3.999201e-06 1.183042e-61 3.131204e-68 2.289345e-69
1.096478e+08 7.079458e+08 1.012578e-07 3.159499e-08 3.997599e-06 2.754229e-55 8.198064e-62 5.898089e-63
1.096478e+08 7.943282e+08 1.003125e-07 3.159499e-08 3.995516e-06 1.355189e-49 4.525966e-56 3.160176e-57
1.096478e+08 8.912509e+08 9.933516e-08 3.159499e-08 3.992953e-06 1.667247e-44 6.261975e-51 4.194800e-52
1.096478e+08 1.000000e+09 9.827772e-08 3.159499e-08 3.989749e-06 5.956621e-40 2.510217e-46 1.598495e-47
1.096478e+08 1.122018e+09 9.718824e-08 3.159499e-08 3.985583e-06 7.030723e-36 3.339730e-42 2.003140e-43
1.096478e+08 1.258925e+09 9.601865e-08 3.159499e-08 3.980456e-06 3.118890e-32 1.662307e-38 9.304891e-40
1.096478e+08 1.412538e+09 9.478497e-08 3.159499e-08 3.973887e-06 5.741165e-29 3.449144e-35 1.789416e-36
1.096478e+08 1.584893e+09 9.350322e-08 3.159499e-08 3.965716e-06 4.841724e-26 3.271232e-32 1.569319e-33
1.096478e+08 1.778279e+09 9.214137e-08 3.159499e-08 3.955302e-06 2.027683e-23 1.544228e-29 6.803170e-31
1.096478e+08 1.995262e+09 9.073145e-08 3.159499e-08 3.942324e-06 4.560369e-21 3.905812e-27 1.576563e-28
1.096478e+08 2.238721e+09 8.924143e-08 3.159499e-08 3.925982e-06 5.861382e-19 5.658630e-25 2.083106e-26
1.096478e+08 2.511886e+09 8.768731e-08 3.159499e-08 3.905314e-06 4.581419e-17 4.985530e-23 1.673830e-24
1.096478e+08 2.818383e+09 8.606911e-08 3.159499e-08 3.879519e-06 2.290868e-15 2.816510e-21 8.663858e-23
1.096478e+08 3.162278e+09 8.438682e-08 3.159499e-08 3.846834e-06 7.673615e-14 1.063436e-19 3.038864e-21
1.096478e+08 3.548134e+09 8.264044e-08 3.159499e-08 3.805658e-06 1.790606e-12 2.803569e-18 7.615726e-20
1.096478e+08 3.981072e+09 8.082998e-08 3.159499e-08 3.754068e-06 3.019952e-11 5.342091e-17 1.434536e-18
1.096478e+08 4.466836e+09 7.895543e-08 3.159499e-08 3.689019e-06 3.804521e-10 7.599960e-16 2.116953e-17

1.148154e+08 1.000000e+07 1.155813e-07 3.207564e-08 4.056560e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.148154e+08 1.584893e+07 1.152608e-07 3.207564e-08 4.057841e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.148154e+08 2.511886e+07 1.148443e-07 3.207564e-08 4.059764e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.148154e+08 3.981072e+07 1.142675e-07 3.207564e-08 4.062167e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.148154e+08 6.309573e+07 1.134984e-07 3.207564e-08 4.063930e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.148154e+08 1.000000e+08 1.124570e-07 3.207564e-08 4.064570e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.148154e+08 1.122018e+08 1.121526e-07 3.207564e-08 4.064731e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.148154e+08 1.258925e+08 1.118161e-07 3.207564e-08 4.064731e-06 1.621810e-291 8.804634e-299 3.932886e-301
1.148154e+08 1.412538e+08 1.114637e-07 3.207564e-08 4.064570e-06 2.089296e-260 1.243688e-267 9.654089e-270
1.148154e+08 1.584893e+08 1.110791e-07 3.207564e-08 4.064570e-06 1.258925e-232 8.408360e-240 9.878962e-242
1.148154e+08 1.778279e+08 1.106626e-07 3.207564e-08 4.064410e-06 7.079458e-208 5.305317e-215 9.009720e-217
1.148154e+08 1.995262e+08 1.102300e-07 3.207564e-08 4.064410e-06 8.511380e-186 7.156675e-193 1.677688e-194
1.148154e+08 2.238721e+08 1.097654e-07 3.207564e-08 4.064250e-06 4.265795e-166 3.932886e-173 1.215378e-174
1.148154e+08 2.511886e+08 1.092527e-07 3.207564e-08 4.063930e-06 1.584893e-148 1.639500e-155 6.378393e-157
1.148154e+08 2.818383e+08 1.087239e-07 3.207564e-08 4.063769e-06 7.413102e-133 8.804634e-140 4.024494e-141
1.148154e+08 3.162278e+08 1.081472e-07 3.207564e-08 4.063449e-06 7.244360e-119 9.654089e-126 5.184553e-127
1.148154e+08 3.548134e+08 1.075383e-07 3.207564e-08 4.062968e-06 2.238721e-106 3.271232e-113 1.971112e-114
1.148154e+08 3.981072e+08 1.068814e-07 3.207564e-08 4.062488e-06 3.118890e-95 5.184553e-102 3.393996e-103
1.148154e+08 4.466836e+08 1.061925e-07 3.207564e-08 4.061847e-06 2.786121e-85 5.196504e-92 3.603390e-93
1.148154e+08 5.011872e+08 1.054555e-07 3.207564e-08 4.061046e-06 2.152782e-76 4.505171e-83 3.248713e-84
1.148154e+08 5.623413e+08 1.046544e-07 3.207564e-08 4.060084e-06 1.853532e-68 4.372314e-75 3.204139e-76
1.148154e+08 6.309573e+08 1.038213e-07 3.207564e-08 4.058642e-06 2.296149e-61 6.077309e-68 4.443358e-69
1.148154e+08 7.079458e+08 1.029401e-07 3.207564e-08 4.057200e-06 4.977371e-55 1.481533e-61 1.065887e-62
1.148154e+08 7.943282e+08 1.019948e-07 3.207564e-08 4.055118e-06 2.301442e-49 7.686193e-56 5.366749e-57
1.148154e+08 8.912509e+08 1.010014e-07 3.207564e-08 4.052554e-06 2.673006e-44 1.003948e-50 6.725294e-52
1.148154e+08 1.000000e+09 9.994399e-08 3.207564e-08 4.049350e-06 9.057326e-40 3.825703e-46 2.436191e-47
1.148154e+08 1.122018e+09 9.883848e-08 3.207564e-08 4.045344e-06 1.023293e-35 4.860840e-42 2.908783e-43
1.148154e+08 1.258925e+09 9.766889e-08 3.207564e-08 4.040217e-06 4.355119e-32 2.326544e-38 1.302301e-39
1.148154e+08 1.412538e+09 9.641919e-08 3.207564e-08 4.033809e-06 7.744618e-29 4.652767e-35 2.413856e-36
1.148154e+08 1.584893e+09 9.512143e-08 3.207564e-08 4.025637e-06 6.324119e-26 4.272788e-32 2.049799e-33
1.148154e+08 1.778279e+09 9.375957e-08 3.207564e-08 4.015544e-06 2.576321e-23 1.962056e-29 8.643931e-31
1.148154e+08 1.995262e+09 9.233363e-08 3.207564e-08 4.002726e-06 5.649370e-21 4.838506e-27 1.953041e-28
1.148154e+08 2.238721e+09 9.082758e-08 3.207564e-08 3.986704e-06 7.095778e-19 6.850327e-25 2.521804e-26
1.148154e+08 2.511886e+09 8.925745e-08 3.207564e-08 3.966357e-06 5.445027e-17 5.925313e-23 1.989350e-24
1.148154e+08 2.818383e+09 8.762322e-08 3.207564e-08 3.940882e-06 2.673006e-15 3.286331e-21 1.010907e-22
1.148154e+08 3.162278e+09 8.592491e-08 3.207564e-08 3.908678e-06 8.810489e-14 1.220988e-19 3.489083e-21
1.148154e+08 3.548134e+09 8.416252e-08 3.207564e-08 3.868143e-06 2.027683e-12 3.174763e-18 8.624051e-20
1.148154e+08 3.981072e+09 8.233603e-08 3.207564e-08 3.817194e-06 3.380648e-11 5.980139e-17 1.605873e-18
1.148154e+08 4.466836e+09 8.042944e-08 3.207564e-08 3.753267e-06 4.212113e-10 8.414170e-16 2.348071e-17

1.202264e+08 1.000000e+07 1.173757e-07 3.255630e-08 4.125774e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.202264e+08 1.584893e+07 1.170553e-07 3.255630e-08 4.125614e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.202264e+08 2.511886e+07 1.166387e-07 3.255630e-08 4.125453e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.202264e+08 3.981072e+07 1.160619e-07 3.255630e-08 4.125293e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.202264e+08 6.309573e+07 1.152769e-07 3.255630e-08 4.125133e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.202264e+08 1.000000e+08 1.142354e-07 3.255630e-08 4.125133e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.202264e+08 1.122018e+08 1.139310e-07 3.255630e-08 4.125133e-06 0.000000e+00 0.000000e+00 0.000000e+00
1.202264e+08 1.258925e+08 1.135946e-07 3.255630e-08 4.125133e-06 4.786301e-290 2.598432e-297 1.160677e-299
1.202264e+08 1.412538e+08 1.132421e-07 3.255630e-08 4.124973e-06 4.265795e-259 2.539284e-266 1.926244e-268
1.202264e+08 1.584893e+08 1.128415e-07 3.255630e-08 4.124973e-06 1.862087e-231 1.215378e-238 1.427944e-240
1.202264e+08 1.778279e+08 1.124410e-07 3.255630e-08 4.124812e-06 7.762471e-207 5.684749e-214 9.654089e-216
1.202264e+08 1.995262e+08 1.119924e-07 3.255630e-08 4.124652e-06 7.244360e-185 5.952663e-192 1.395440e-193
1.202264e+08 2.238721e+08 1.115277e-07 3.255630e-08 4.124652e-06 2.818383e-165 2.658957e-172 8.029922e-174
1.202264e+08 2.511886e+08 1.110151e-07 3.255630e-08 4.124332e-06 8.511380e-148 9.009720e-155 3.425400e-156
1.202264e+08 2.818383e+08 1.104863e-07 3.255630e-08 4.124172e-06 3.388442e-132 3.932886e-139 1.839549e-140
1.202264e+08 3.162278e+08 1.099095e-07 3.255630e-08 4.123851e-06 2.754229e-118 3.670382e-125 1.971112e-126
1.202264e+08 3.548134e+08 1.092847e-07 3.255630e-08 4.123370e-06 7.413102e-106 1.083207e-112 6.526965e-114
1.202264e+08 3.981072e+08 1.086278e-07 3.255630e-08 4.122890e-06 9.078205e-95 1.509077e-101 9.878962e-103
